web_scraper_order,web_scraper_start_url,pagination,data,context,buyer,title,rating,image,url
"1781165156-12","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=142","","Sara on Feb 21, 2025","I absolutely LOVE this shirt! Kingsley is adorable and it’s hard to find merch for this series.","Sara","Villain Assistant Comfort Colors Shirt For Fan, Kingsley the Frog Halp T Shirt, Villain Lover Tee, Funny Gift For Romantasy Book Lover","5 out of 5 stars","https://i.etsystatic.com/6595581977/r/il/e23fc8/6595581977/il_340x270.6595581977_i2yv.jpg","https://www.etsy.com/listing/1840192726/villain-assistant-comfort-colors-shirt?ref=shop_review"
"1781165156-13","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=142","","Maddy on Feb 20, 2025","Got it as a gift for my girlfriend for Christmas and she loves it!","Maddy","Funny Astarion Game Fan Comfort Colors Shirt, Astarion BG3 Shirts, Astarion’s Juice Box BG3 T Shirt, High Elf Gaming Apparel, Dark Humor Tee","5 out of 5 stars","https://i.etsystatic.com/6110728156/r/il/26ccf0/6110728156/il_340x270.6110728156_djcg.jpg","https://www.etsy.com/listing/1744418634/funny-astarion-game-fan-comfort-colors?ref=shop_review"
"1781165156-14","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=142","","Lillian on Feb 20, 2025","I love this shirt! The colors are great & look wonderful on the “pepper” t shirt color. It’s so comfy! 10/10","Lillian","Fourth Wing Dragon Comfort Colors Shirt,  Tairn & Andarna TShirt, Basgiath War College Tee, Dragon Rider Shirt, Bookish Gift for Readers","5 out of 5 stars","https://i.etsystatic.com/6617905583/r/il/110f98/6617905583/il_340x270.6617905583_1pgb.jpg","https://www.etsy.com/listing/1834444012/fourth-wing-dragon-comfort-colors-shirt?ref=shop_review"
"1781165164-15","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=142","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=143","Jonathan on Feb 20, 2025","Great product, my girlfriend loved it.","Jonathan","Fourth Wing Dragon Comfort Colors Shirt,  Tairn & Andarna TShirt, Basgiath War College Tee, Dragon Rider Shirt, Bookish Gift for Readers","5 out of 5 stars","https://i.etsystatic.com/6571995215/r/il/6cb952/6571995215/il_340x270.6571995215_gls1.jpg","https://www.etsy.com/listing/1834444012/fourth-wing-dragon-comfort-colors-shirt?ref=shop_review"
"1781165164-16","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=142","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=143","Megan on Feb 20, 2025","I bought this item but never got it. The communication wasn’t good before hand but this seller was very kind after I reached out to ask about it. Personally I think it’s too expensive for one shirt because I paid around $40.","Megan","Kai Azer I Love You In Powerless Comfort Colors Shirt, Kai Azer Powerless Shirt, Kai And Paedyn Shirt, Valentine Gift Shirt, Powerless Shirt","1 out of 5 stars","https://i.etsystatic.com/6523890696/r/il/fafd44/6523890696/il_340x270.6523890696_ku0n.jpg","https://www.etsy.com/listing/1834446532/kai-azer-i-love-you-in-powerless-comfort?ref=shop_review"
"1781165164-17","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=142","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=143","Caitlyn on Feb 20, 2025","Super cute and comfy! I’m super happy with the quality id definitely order more from this shop!","Caitlyn","Fourth Wing Dragon Comfort Colors Shirt,  Tairn & Andarna TShirt, Basgiath War College Tee, Dragon Rider Shirt, Bookish Gift for Readers","5 out of 5 stars","https://i.etsystatic.com/6617905583/r/il/110f98/6617905583/il_340x270.6617905583_1pgb.jpg",""
"1781165164-18","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=142","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=143","Lauren on Feb 20, 2025","The print was not centered on the shirt. Very off.","Lauren","Little Osha Butterfly Comfort Colors Shirt, Quicksilver Callie Hart Shirt, Saeris Fane Kingfisher Inspired Tee, Quicksilver Fan Tshirt","2 out of 5 stars","https://i.etsystatic.com/6630489915/r/il/bcee2e/6630489915/il_340x270.6630489915_p9fz.jpg","https://www.etsy.com/listing/1861685575/little-osha-butterfly-comfort-colors?ref=shop_review"
"1781165164-19","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=142","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=143","Anna on Feb 20, 2025","Love this shirt! So cute!","Anna","Violet Apothecary Comfort Colors Shirt, Basgiath War College Merch, Fourth Wing Shirts, Riders Quadrant, Bookish Tee, Gift For Book Lover","5 out of 5 stars","https://i.etsystatic.com/6104605440/r/il/093db7/6104605440/il_340x270.6104605440_93cg.jpg","https://www.etsy.com/listing/1757274509/violet-apothecary-comfort-colors-shirt?ref=shop_review"
"1781165164-20","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=142","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=143","Abby on Feb 20, 2025","design looks just like the pictures and quality of the shirt is great!","Abby","Velaris The Night Court Acotar 2 Sided Comfort Colors Shirt, Velaris The Night Court Shirt, Court Of Dreams, Inner Circle Acotar Tee","5 out of 5 stars","https://i.etsystatic.com/6191051472/r/il/55c9c1/6191051472/il_340x270.6191051472_9fhf.jpg","https://www.etsy.com/listing/1762772738/velaris-the-night-court-acotar-2-sided?ref=shop_review"
"1781165164-21","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=142","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=143","Sydney on Feb 20, 2025","It was just as described! Love it!","Sydney","Funny Astarion Game Fan Comfort Colors Shirt, Astarion BG3 Shirts, Astarion’s Juice Box BG3 T Shirt, High Elf Gaming Apparel, Dark Humor Tee","5 out of 5 stars","https://i.etsystatic.com/6110728156/r/il/26ccf0/6110728156/il_340x270.6110728156_djcg.jpg","https://www.etsy.com/listing/1744418634/funny-astarion-game-fan-comfort-colors?ref=shop_review"
"1781165164-22","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=142","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=143","riley on Feb 20, 2025","Looks exactly like the picture! Super high quality and got here super fast!","riley","Shadowsinger Night Court Comfort Color Shirts, Azriel SJM Book Merch Inspired, The Bat Boys Velraris Tee","5 out of 5 stars","https://i.etsystatic.com/6087147986/r/il/f15451/6087147986/il_340x270.6087147986_odir.jpg","https://www.etsy.com/listing/1738772906/shadowsinger-night-court-comfort-color?ref=shop_review"
"1781165164-23","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=142","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=143","riley on Feb 20, 2025","Looks exactly like the picture! Super high quality and got here super fast!","riley","Basgiath War College 2 Sided Comfort Colors Shirt, Vintage Dragon Rider TShirt,  Fourth Wing Riders Quadrant,Trendy Book Merch,Bookish Gifts","5 out of 5 stars","https://i.etsystatic.com/6572047861/r/il/c15703/6572047861/il_340x270.6572047861_4vw6.jpg","https://www.etsy.com/listing/1834454236/basgiath-war-college-2-sided-comfort?ref=shop_review"
"1781165164-24","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=142","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=143","Andrea on Feb 20, 2025","Ordered this shirt to wear to an Onyx Storm release party and it was perfect. I was a little late on ordering but it came so quickly that it arrived in time! Would definitely order from this shop again!","Andrea","Onyx Storm Comfort Colors Shirt, Fourth Wing Merch, Basgiath War College TShirt, Dragon Lover Shirt, Fourth Wing Xaden Riorson Fan","5 out of 5 stars","https://i.etsystatic.com/6511639588/r/il/b9df23/6511639588/il_340x270.6511639588_7wf7.jpg","https://www.etsy.com/listing/1831015014/onyx-storm-comfort-colors-shirt-fourth?ref=shop_review"
"1781165164-25","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=142","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=143","Carmen on Feb 20, 2025","The shirts I got are beautiful! The color is perfect the shirts are true to size!","Carmen","Fourth Wing Dragon Comfort Colors Shirt,  Tairn & Andarna TShirt, Basgiath War College Tee, Dragon Rider Shirt, Bookish Gift for Readers","5 out of 5 stars","https://i.etsystatic.com/6617905583/r/il/110f98/6617905583/il_340x270.6617905583_1pgb.jpg","https://www.etsy.com/listing/1834444012/fourth-wing-dragon-comfort-colors-shirt?ref=shop_review"
"1781165164-26","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=142","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=143","Etsy buyer on Feb 20, 2025","So cute!! I can’t wait to wear this to a music festival.","Etsy buyer","Basgiath War College 2 Sided Comfort Colors Shirt, Vintage Dragon Rider TShirt,  Fourth Wing Riders Quadrant,Trendy Book Merch,Bookish Gifts","5 out of 5 stars","https://i.etsystatic.com/6572047861/r/il/c15703/6572047861/il_340x270.6572047861_4vw6.jpg","https://www.etsy.com/listing/1834454236/basgiath-war-college-2-sided-comfort?ref=shop_review"
"1781165164-27","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=142","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=143","Skyli on Feb 20, 2025","Great quality, arrived in a timely manner, would buy again!","Skyli","Fourth Wing Dragon Comfort Colors Shirt,  Tairn & Andarna TShirt, Basgiath War College Tee, Dragon Rider Shirt, Bookish Gift for Readers","5 out of 5 stars","https://i.etsystatic.com/6617905583/r/il/110f98/6617905583/il_340x270.6617905583_1pgb.jpg","https://www.etsy.com/listing/1834444012/fourth-wing-dragon-comfort-colors-shirt?ref=shop_review"
"1781165164-28","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=142","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=143","Daniela on Feb 20, 2025","I didn’t realize the actual tshirt that is used to print the graphics is Comfort Colors- AMAZING quality","Daniela","Basgiath War College 2 Sided Comfort Colors Shirt, Vintage Dragon Rider TShirt,  Fourth Wing Riders Quadrant,Trendy Book Merch,Bookish Gifts","5 out of 5 stars","https://i.etsystatic.com/6572047861/r/il/c15703/6572047861/il_340x270.6572047861_4vw6.jpg","https://www.etsy.com/listing/1834454236/basgiath-war-college-2-sided-comfort?ref=shop_review"
"1781165172-29","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=142","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=144","Whitney on Feb 19, 2025","Perfect for my daughter and I. Vintage feel!","Whitney","They Didn't Burn Witches They Burned Women Comfort Colors Shirt, Feminist Witch Shirt, Bury The Patriarchy Tee, Women's Rights Shirt","5 out of 5 stars","https://i.etsystatic.com/6458313537/r/il/c95783/6458313537/il_340x270.6458313537_k875.jpg","https://www.etsy.com/listing/1818836325/they-didnt-burn-witches-they-burned?ref=shop_review"
"1781165172-30","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=142","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=144","Whitney on Feb 19, 2025","Perfect for my daughter and I. Vintage feel!","Whitney","They Didn't Burn Witches They Burned Women Comfort Colors Shirt, Feminist Witch Shirt, Bury The Patriarchy Tee, Women's Rights Shirt","5 out of 5 stars","https://i.etsystatic.com/6458313537/r/il/c95783/6458313537/il_340x270.6458313537_k875.jpg","https://www.etsy.com/listing/1818836325/they-didnt-burn-witches-they-burned?ref=shop_review"
"1781165172-31","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=142","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=144","Jordan on Feb 19, 2025","We love it so comfy","Jordan","Wicked Together We’re Unlimited Comfort Colors Shirt, Defy Gravity Broomstick Magic Wand Tee, Wicked The Musical,  Wizard Movie Fan Tee","5 out of 5 stars","https://i.etsystatic.com/6441989036/r/il/236ec3/6441989036/il_340x270.6441989036_tvlw.jpg","https://www.etsy.com/listing/1814326026/wicked-together-were-unlimited-comfort?ref=shop_review"
"1781165172-32","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=142","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=144","LeAnn on Feb 19, 2025","Love my shirt!!! I ordered a large but definitely should have went for a XL for over sized fit.","LeAnn","Fourth Wing Dragon Comfort Colors Shirt,  Tairn & Andarna TShirt, Basgiath War College Tee, Dragon Rider Shirt, Bookish Gift for Readers","5 out of 5 stars","https://i.etsystatic.com/6617905583/r/il/110f98/6617905583/il_340x270.6617905583_1pgb.jpg","https://www.etsy.com/listing/1834444012/fourth-wing-dragon-comfort-colors-shirt?ref=shop_review"
"1781165172-33","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=142","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=144","Jennifer on Feb 19, 2025","Super cute. Super comfy! Will recommend!","Jennifer","Funny Astarion Game Fan Comfort Colors Shirt, Astarion BG3 Shirts, Astarion’s Juice Box BG3 T Shirt, High Elf Gaming Apparel, Dark Humor Tee","5 out of 5 stars","https://i.etsystatic.com/6110728156/r/il/26ccf0/6110728156/il_340x270.6110728156_djcg.jpg","https://www.etsy.com/listing/1744418634/funny-astarion-game-fan-comfort-colors?ref=shop_review"
"1781165172-34","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=142","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=144","Kristin on Feb 19, 2025","The design is fantastic! I love it with the color I chose. The only thing is that the brand of shirt runs small. So size up!","Kristin","Acotar Quotes Comfort Colors Shirt, Proud Member Of ACOTAR Books Club Shirts, The Night Court T Shirt, SJM Inspire Bookish Gift","5 out of 5 stars","https://i.etsystatic.com/6350646083/r/il/bef7ae/6350646083/il_340x270.6350646083_52m4.jpg","https://www.etsy.com/listing/1786434890/acotar-quotes-comfort-colors-shirt-proud?ref=shop_review"
"1781165172-35","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=142","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=144","Addison on Feb 19, 2025","I love this shirt! It is exactly as pictured, super soft, and shipped very quickly!","Addison","Fourth Wing Dragon Comfort Colors Shirt,  Tairn & Andarna TShirt, Basgiath War College Tee, Dragon Rider Shirt, Bookish Gift for Readers","5 out of 5 stars","https://i.etsystatic.com/6617905583/r/il/110f98/6617905583/il_340x270.6617905583_1pgb.jpg",""
"1781165172-36","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=142","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=144","Aubrey on Feb 19, 2025","I bought this as a gift for my sister who is OBSESSED with Onyx and “it’s absolutely stunning” she exclaims. It feels nice and the print looks really amazing","Aubrey","Fourth Wing Dragon Comfort Colors Shirt,  Tairn & Andarna TShirt, Basgiath War College Tee, Dragon Rider Shirt, Bookish Gift for Readers","5 out of 5 stars","https://i.etsystatic.com/6617905583/r/il/110f98/6617905583/il_340x270.6617905583_1pgb.jpg","https://www.etsy.com/listing/1834444012/fourth-wing-dragon-comfort-colors-shirt?ref=shop_review"
"1781165172-37","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=142","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=144","Tasha on Feb 19, 2025","Beautiful! Colorful! Perfect fit just as described.","Tasha","Velaris The Night Court Acotar 2 Sided Comfort Colors Shirt, Velaris The Night Court Shirt, Court Of Dreams, Inner Circle Acotar Tee","5 out of 5 stars","https://i.etsystatic.com/6191051472/r/il/55c9c1/6191051472/il_340x270.6191051472_9fhf.jpg","https://www.etsy.com/listing/1762772738/velaris-the-night-court-acotar-2-sided?ref=shop_review"
"1781165172-38","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=142","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=144","Etsy buyer on Feb 19, 2025","The item is exactly what I was wanting and super comfortable, too! I wanted oversized and ordered a large, but it was way bigger than I predicted so I trimmed the bottom a little and now it’s perfect!","Etsy buyer","Fourth Wing Dragon Comfort Colors Shirt,  Tairn & Andarna TShirt, Basgiath War College Tee, Dragon Rider Shirt, Bookish Gift for Readers","4 out of 5 stars","https://i.etsystatic.com/6617905583/r/il/110f98/6617905583/il_340x270.6617905583_1pgb.jpg",""
"1781165172-39","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=142","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=144","Maria on Feb 19, 2025","Purchased it for my secret Santa! She loved it!","Maria","Wicked Change For Good Comfort Colors Shirt, Defy Gravity Broomstick Magic Wand, Wizard Movie Fan Shirt, Wicked Musical Fan Gift","5 out of 5 stars","https://i.etsystatic.com/6461001845/r/il/9ae655/6461001845/il_340x270.6461001845_55ss.jpg","https://www.etsy.com/listing/1822510059/wicked-change-for-good-comfort-colors?ref=shop_review"
"1781165172-40","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=142","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=144","Emma on Feb 19, 2025","Bought it so my husband could have his own and he loves it!","Emma","Basgiath War College 2 Sided Comfort Colors Shirt, Vintage Dragon Rider TShirt,  Fourth Wing Riders Quadrant,Trendy Book Merch,Bookish Gifts","5 out of 5 stars","https://i.etsystatic.com/6572047861/r/il/c15703/6572047861/il_340x270.6572047861_4vw6.jpg","https://www.etsy.com/listing/1834454236/basgiath-war-college-2-sided-comfort?ref=shop_review"
"1781165172-41","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=142","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=144","Etsy buyer on Feb 19, 2025","Exactly as pictured. Super Fast Shipping. Thank you so much!","Etsy buyer","Fourth Wing Dragon Comfort Colors Shirt,  Tairn & Andarna TShirt, Basgiath War College Tee, Dragon Rider Shirt, Bookish Gift for Readers","5 out of 5 stars","https://i.etsystatic.com/6617905583/r/il/110f98/6617905583/il_340x270.6617905583_1pgb.jpg","https://www.etsy.com/listing/1834444012/fourth-wing-dragon-comfort-colors-shirt?ref=shop_review"
"1781165172-42","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=142","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=144","Etsy buyer on Feb 19, 2025","Haven’t worn it yet but I love it","","Fourth Wing Series Two Sided Comfort Colors Shirt For Fans, War College T-Shirt, Dragon Rider Bookish Shirt, Book Merch Gift","5 out of 5 stars","https://i.etsystatic.com/6490092703/r/il/e92e8a/6490092703/il_340x270.6490092703_6seh.jpg","https://www.etsy.com/listing/1814326778/fourth-wing-series-two-sided-comfort?ref=shop_review"
"1781165180-43","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=142","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=145","Storee on Feb 19, 2025","Love this shirt! The feel is great. The print feels a part of the shirt. The fit is just how i like it, which is only slightly baggy (I got my regular size). Shipping was fast. Definitely recommend!","Storee","Fourth Wing Dragon Comfort Colors Shirt,  Tairn & Andarna TShirt, Basgiath War College Tee, Dragon Rider Shirt, Bookish Gift for Readers","5 out of 5 stars","https://i.etsystatic.com/6617905583/r/il/110f98/6617905583/il_340x270.6617905583_1pgb.jpg","https://www.etsy.com/listing/1834444012/fourth-wing-dragon-comfort-colors-shirt?ref=shop_review"
"1781165180-44","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=142","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=145","Alexa on Feb 18, 2025","Love my new shirt. If you are a fourth wing fan this is a must","Alexa","Fourth Wing Dragon Comfort Colors Shirt,  Tairn & Andarna TShirt, Basgiath War College Tee, Dragon Rider Shirt, Bookish Gift for Readers","5 out of 5 stars","https://i.etsystatic.com/6617905583/r/il/110f98/6617905583/il_340x270.6617905583_1pgb.jpg","https://www.etsy.com/listing/1834444012/fourth-wing-dragon-comfort-colors-shirt?ref=shop_review"
"1781165180-45","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=142","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=145","Sarah on Feb 18, 2025","Very cute and nice quality","Sarah","Christmas Cardiac Nurse Comfort Colors Shirt, Heart Anatomy Christmas T Shirt,Tachy Christmas ICU Nurse Tee, Funny Holiday Gift","5 out of 5 stars","https://i.etsystatic.com/6444845164/r/il/35611a/6444845164/il_340x270.6444845164_g7wp.jpg","https://www.etsy.com/listing/1829134995/christmas-cardiac-nurse-comfort-colors?ref=shop_review"
"1781165180-46","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=142","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=145","Leandra on Feb 18, 2025","Absolutely LOVE this!!! It arrived quickly, is so soft and comfortable, and great quality.","Leandra","","5 out of 5 stars","",""
