web_scraper_order,web_scraper_start_url,pagination,data,context,buyer,title,rating,image,url
"1781163875-1","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=110","","Casey on Apr 19, 2025","Very happy with my purchase!","Casey","Fourth Wing Dragon Comfort Colors Shirt,  Tairn & Andarna TShirt, Basgiath War College Tee, Dragon Rider Shirt, Bookish Gift for Readers","5 out of 5 stars","https://i.etsystatic.com/6617905583/r/il/110f98/6617905583/il_340x270.6617905583_1pgb.jpg","https://www.etsy.com/listing/1834444012/fourth-wing-dragon-comfort-colors-shirt?ref=shop_review"
"1781163875-2","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=110","","Hannah on Apr 19, 2025","Love the fit and look of the shirt!","Hannah","ACOSF SJM Fan Comfort Colors Shirt, Climb The Mountain Nesta T Shirt, For Every Nesta Out There Tee, SJM Merch, Night Court Velaris","5 out of 5 stars","https://i.etsystatic.com/6567396604/r/il/b5f310/6567396604/il_340x270.6567396604_h27s.jpg","https://www.etsy.com/listing/1844354134/acosf-sjm-fan-comfort-colors-shirt-climb?ref=shop_review"
"1781163875-3","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=110","","Kristi on Apr 19, 2025","Shirt is beautiful, as expected.","Kristi","Wicked Together We’re Unlimited Comfort Colors Shirt, Defy Gravity Broomstick Magic Wand Tee, Wicked The Musical,  Wizard Movie Fan Tee","5 out of 5 stars","https://i.etsystatic.com/6441989036/r/il/236ec3/6441989036/il_340x270.6441989036_tvlw.jpg","https://www.etsy.com/listing/1814326026/wicked-together-were-unlimited-comfort?ref=shop_review"
"1781163875-4","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=110","","April on Apr 19, 2025","The T-shirt looks amazing and I am beyond pleased with the quality.","April","Fourth Wing Dragon Comfort Colors Shirt,  Tairn & Andarna TShirt, Basgiath War College Tee, Dragon Rider Shirt, Bookish Gift for Readers","5 out of 5 stars","https://i.etsystatic.com/6617905583/r/il/110f98/6617905583/il_340x270.6617905583_1pgb.jpg","https://www.etsy.com/listing/1834444012/fourth-wing-dragon-comfort-colors-shirt?ref=shop_review"
"1781163875-5","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=110","","Angel on Apr 19, 2025","Such beautiful colors! So glad I finally purchased after wanting it for ages.","Angel","Kingfisher Comfort Colors Fan Shirt, Quicksilver Callie Hart Shirt, Little Osha Fantasy Romance Apparel, Merch Gift for Book Lovers","5 out of 5 stars","https://i.etsystatic.com/6642082176/r/il/839e05/6642082176/il_340x270.6642082176_oqbj.jpg","https://www.etsy.com/listing/1873780523/kingfisher-comfort-colors-fan-shirt?ref=shop_review"
"1781163875-6","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=110","","Nichole on Apr 19, 2025","Good quality and great design!","Nichole","Butcher & Blackbird Fan Comfort Colors Shirt, Dark Romance T Shirt, Gift For Bookish Lover, Brynne Inspired Book Shirt","5 out of 5 stars","https://i.etsystatic.com/6239008807/r/il/8e4045/6239008807/il_340x270.6239008807_fao3.jpg","https://www.etsy.com/listing/1762759880/butcher-blackbird-fan-comfort-colors?ref=shop_review"
"1781163875-7","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=110","","Thomas on Apr 19, 2025","My wife loved it alot","Thomas","Powerless Series Lauren Roberts Comfort Colors Shirt, Kai Azer & Paedyn Gray Shirt, Fantasy Bookish Shirt, Powerful Book Shirt, Bookish Gift","5 out of 5 stars","https://i.etsystatic.com/6812144683/r/il/8bc1bf/6812144683/il_340x270.6812144683_4bcs.jpg","https://www.etsy.com/listing/1883474650/powerless-series-lauren-roberts-comfort?ref=shop_review"
"1781163875-8","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=110","","Thomas on Apr 19, 2025","My wife loved it alot","Thomas","Fourth Wing Dragon Comfort Colors Shirt,  Tairn & Andarna TShirt, Basgiath War College Tee, Dragon Rider Shirt, Bookish Gift for Readers","5 out of 5 stars","https://i.etsystatic.com/6617905583/r/il/110f98/6617905583/il_340x270.6617905583_1pgb.jpg","https://www.etsy.com/listing/1834444012/fourth-wing-dragon-comfort-colors-shirt?ref=shop_review"
"1781163875-9","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=110","","Etsy buyer on Apr 18, 2025","I was so excited about the shirt and now it’s my favorite piece of clothing ever!","Etsy buyer","Fourth Wing Dragon Comfort Colors Shirt,  Tairn & Andarna TShirt, Basgiath War College Tee, Dragon Rider Shirt, Bookish Gift for Readers","5 out of 5 stars","https://i.etsystatic.com/6617905583/r/il/110f98/6617905583/il_340x270.6617905583_1pgb.jpg","https://www.etsy.com/listing/1834444012/fourth-wing-dragon-comfort-colors-shirt?ref=shop_review"
"1781163875-10","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=110","","monique on Apr 18, 2025","I went with the buttercup color because I always get black and I absolutely love it! It’s beautiful.","monique","Fourth Wing Dragon Comfort Colors Shirt,  Tairn & Andarna TShirt, Basgiath War College Tee, Dragon Rider Shirt, Bookish Gift for Readers","5 out of 5 stars","https://i.etsystatic.com/6617905583/r/il/110f98/6617905583/il_340x270.6617905583_1pgb.jpg","https://www.etsy.com/listing/1834444012/fourth-wing-dragon-comfort-colors-shirt?ref=shop_review"
