web_scraper_order,web_scraper_start_url,pagination,data,context,buyer,title,rating,image,url
"1781159631-11","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16","","Jessica on Oct 1, 2025","Super cute, high quality shirt. Vibrant print. I wish it did have the poisons down the back like others I’ve seen but otherwise very happy with it","Jessica","Pick Your Poison Vintage Comfort Colors Shirt, Princess Halloween TShirt, Kuzco Poison Apple Tee, Spooky Season, Villain Cartoon","5 out of 5 stars","https://i.etsystatic.com/7059086730/r/il/9879d3/7059086730/il_340x270.7059086730_mk6c.jpg","https://www.etsy.com/listing/4342572065/pick-your-poison-vintage-comfort-colors?ref=shop_review"
"1781159631-12","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16","","Haley on Oct 1, 2025","I love this shirt and it’s so comfy too!","Haley","Team Conrad Junior Mint Bear Shirt Comfort Colors, Cousins Beach TSITP Shirt, Summer Beach Tee, Team Conrad Cousins Beach TShirt","5 out of 5 stars","https://i.etsystatic.com/7059083356/r/il/48637b/7059083356/il_340x270.7059083356_pm4y.jpg","https://www.etsy.com/listing/4342570512/team-conrad-junior-mint-bear-shirt?ref=shop_review"
"1781159631-13","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16","","Haley on Oct 1, 2025","Super cute shirt, and very comfortable!","Haley","Team Conrad Junior Mint Bear Shirt Comfort Colors, Cousins Beach TSITP Shirt, Summer Beach Tee, Team Conrad Cousins Beach TShirt","5 out of 5 stars","https://i.etsystatic.com/7059083356/r/il/48637b/7059083356/il_340x270.7059083356_pm4y.jpg","https://www.etsy.com/listing/4342570512/team-conrad-junior-mint-bear-shirt?ref=shop_review"
"1781159631-14","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16","","Etsy buyer on Oct 1, 2025","","Etsy buyer","Green Bay Football Comfort Colors Shirt, Green Bay Cheese Head Shirt, Sundays Are Better In Green Bay, Football Game Day T Shirt","5 out of 5 stars","https://i.etsystatic.com/6200872614/r/il/cb4c5c/6200872614/il_340x270.6200872614_6u0a.jpg",""
"1781159637-15","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=17","Etsy buyer on Oct 1, 2025","Item is just as described, so cute in person and makes for a great gift!","Etsy buyer","Emily Henry Books Stamp Shirt Comfort Colors, Beach Read Shirt, Sunshine Falls Shirt, Happy Place Inspired Shirt, Book Lovers Tee","5 out of 5 stars","https://i.etsystatic.com/6913676244/r/il/617dbe/6913676244/il_340x270.6913676244_41p4.jpg","https://www.etsy.com/listing/4315416492/emily-henry-books-stamp-shirt-comfort?ref=shop_review"
"1781159637-16","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=17","Olivia on Oct 1, 2025","Great item and arrived on time","Olivia","Fourth Wing Dragon Comfort Colors Shirt,  Tairn & Andarna TShirt, Basgiath War College Tee, Dragon Rider Shirt, Bookish Gift for Readers","5 out of 5 stars","https://i.etsystatic.com/6617905583/r/il/110f98/6617905583/il_340x270.6617905583_1pgb.jpg","https://www.etsy.com/listing/1834444012/fourth-wing-dragon-comfort-colors-shirt?ref=shop_review"
"1781159637-17","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=17","Olivia on Oct 1, 2025","Great item and arrived on time","Olivia","Fourth Wing Dragon Comfort Colors Shirt,  Tairn & Andarna TShirt, Basgiath War College Tee, Dragon Rider Shirt, Bookish Gift for Readers","5 out of 5 stars","https://i.etsystatic.com/6617905583/r/il/110f98/6617905583/il_340x270.6617905583_1pgb.jpg","https://www.etsy.com/listing/1834444012/fourth-wing-dragon-comfort-colors-shirt?ref=shop_review"
"1781159637-18","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=17","Etsy buyer on Sep 30, 2025","Love this Team Conrad shirt.","Etsy buyer","Team Conrad Junior Mint Bear Shirt Comfort Colors, Cousins Beach TSITP Shirt, Summer Beach Tee, Team Conrad Cousins Beach TShirt","5 out of 5 stars","https://i.etsystatic.com/7059083356/r/il/48637b/7059083356/il_340x270.7059083356_pm4y.jpg","https://www.etsy.com/listing/4342570512/team-conrad-junior-mint-bear-shirt?ref=shop_review"
"1781159637-19","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=17","Amanda on Sep 30, 2025","Good quality shirt, and it arrived fast","Amanda","Pick Your Poison Vintage Comfort Colors Shirt, Princess Halloween TShirt, Kuzco Poison Apple Tee, Spooky Season, Villain Cartoon","5 out of 5 stars","https://i.etsystatic.com/7059086730/r/il/9879d3/7059086730/il_340x270.7059086730_mk6c.jpg","https://www.etsy.com/listing/4342572065/pick-your-poison-vintage-comfort-colors?ref=shop_review"
"1781159637-20","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=17","Danielle on Sep 30, 2025","Sizes run larger, I think, but that works perfect for me. The t-shirt is great quality and the images are very fun.","Danielle","Beware Of A Vampire Comfort Colors Shirt, Funny Astarion Game Fan T Shirt, Astarion Dark Humor BG3 Apparel, High Elf Game","5 out of 5 stars","https://i.etsystatic.com/6687113578/r/il/9ad386/6687113578/il_340x270.6687113578_joro.jpg","https://www.etsy.com/listing/1882605049/beware-of-a-vampire-comfort-colors-shirt?ref=shop_review"
"1781159637-21","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=17","Cristin on Sep 29, 2025","I loved this scene in the book and this teeshirt is adorable","Cristin","Velaris Starfall Festival Shirt Comfort Colors, SJM ACOTAR Merch T Shirt, The Night Court Tee, Rhysand Cassian Feyre Fan Apparel","5 out of 5 stars","https://i.etsystatic.com/7019058541/r/il/27746b/7019058541/il_340x270.7019058541_nszj.jpg","https://www.etsy.com/listing/4326355290/velaris-starfall-festival-shirt-comfort?ref=shop_review"
"1781159637-22","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=17","Ashley on Sep 28, 2025","So comfy and I love wearing this shirt. I went with a size up for a larger fit.","Ashley","Retro Spooky Island Shirt Comfort Colors,  Disco Skull Cartoon Halloween Movie T Shirt, The 90s SDWAY Tee, Halloween Skeleton Gift","5 out of 5 stars","https://i.etsystatic.com/7056537381/r/il/284e9c/7056537381/il_340x270.7056537381_8sr9.jpg","https://www.etsy.com/listing/4333147924/retro-spooky-island-shirt-comfort-colors?ref=shop_review"
"1781159637-23","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=17","Angela on Sep 27, 2025","First shirt came off centered and they remade it quickly for us!","Angela","Stars Hollow Where You Lead I Will Follow Comfort Colors Shirt, Lukes Diner Shirt, 2 Sided Stars Hollow, Retro Gilmore Girls Tee","5 out of 5 stars","https://i.etsystatic.com/6402185285/r/il/d9f1b8/6402185285/il_340x270.6402185285_mz4o.jpg","https://www.etsy.com/listing/1796473638/stars-hollow-where-you-lead-i-will?ref=shop_review"
"1781159637-24","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=17","Oliver on Sep 27, 2025","Love it so so much","Oliver","New Achievement Two-Sided Comfort Colors Shirt, Dungeon Crawler Carl T Shirt, Sci-Fi Book Lover Tee, Bookish Apparel for Book Lovers","5 out of 5 stars","https://i.etsystatic.com/6840644465/r/il/d37c18/6840644465/il_340x270.6840644465_lqum.jpg","https://www.etsy.com/listing/1903301547/new-achievement-two-sided-comfort-colors?ref=shop_review"
"1781159637-25","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=17","Mallory on Sep 27, 2025","","Mallory","Retro No Kings Since 1776 Shirt Comfort Colors, Rejecting Kings Shirt, No Kings In America 86/47, 4th Of July America Tee","5 out of 5 stars","https://i.etsystatic.com/6944028536/r/il/34a7c7/6944028536/il_340x270.6944028536_d1il.jpg",""
"1781159637-26","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=17","Madison on Sep 27, 2025","This was such a cute shirt I loved it so much!","Madison","Team Conrad Junior Mint Bear Shirt Comfort Colors, Cousins Beach TSITP Shirt, Summer Beach Tee, Team Conrad Cousins Beach TShirt","5 out of 5 stars","https://i.etsystatic.com/7059083356/r/il/48637b/7059083356/il_340x270.7059083356_pm4y.jpg","https://www.etsy.com/listing/4342570512/team-conrad-junior-mint-bear-shirt?ref=shop_review"
"1781159637-27","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=17","Brieanna on Sep 25, 2025","Wore this to Disney World and had many great interactions because of this shirt and even saw one other person with it on its soo cute🩷","Brieanna","Belle's Book Club Comfort Colors Shirt, Tale As Old As Time Belle’s Book Cafe Shirt, Belle Princess Book Tee, Book Lover Gift","5 out of 5 stars","https://i.etsystatic.com/6848416597/r/il/5da8f2/6848416597/il_340x270.6848416597_hpvs.jpg","https://www.etsy.com/listing/1904872515/belles-book-club-comfort-colors-shirt?ref=shop_review"
"1781159637-28","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=17","AJ on Sep 25, 2025","Was bought as a birthday gift and it came quickly, looks nice, and my friend LOVED it!! Great gift for your friends who love dark romance!","AJ","Run Little Mouse Comfort Colors Shirt, Rose Skeleton Shirt, Haunting Adeline Tshirt, Dark Romance Merch, Smut Reader, Book Lover Gifts","5 out of 5 stars","https://i.etsystatic.com/6654307922/r/il/50b192/6654307922/il_340x270.6654307922_skzi.jpg","https://www.etsy.com/listing/1861983874/run-little-mouse-comfort-colors-shirt?ref=shop_review"
"1781159643-29","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=18","Amy on Sep 25, 2025","The item is great would order again","Amy","Ridoc Quest Squad Comfort Colors Shirt, I Kept The Inside Thoughts Inside Tee, Onyx Storm Fourth Wing Shirt For Fans, Bookish Gift","5 out of 5 stars","https://i.etsystatic.com/6641562060/r/il/6cb091/6641562060/il_340x270.6641562060_ih0l.jpg","https://www.etsy.com/listing/1873237315/ridoc-quest-squad-comfort-colors-shirt-i?ref=shop_review"
"1781159643-30","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=18","Holly on Sep 25, 2025","love the coloring and details","Holly","Fourth Wing Dragon Comfort Colors Shirt,  Tairn & Andarna TShirt, Basgiath War College Tee, Dragon Rider Shirt, Bookish Gift for Readers","5 out of 5 stars","https://i.etsystatic.com/6617905583/r/il/110f98/6617905583/il_340x270.6617905583_1pgb.jpg","https://www.etsy.com/listing/1834444012/fourth-wing-dragon-comfort-colors-shirt?ref=shop_review"
"1781159643-31","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=18","Karissa on Sep 24, 2025","Turned out perfect for concert","Karissa","","5 out of 5 stars","",""
"1781159643-32","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=18","Andrew on Sep 24, 2025","Looks and feels good. Shipped just fine","Andrew","Jasmine Dragon Tea Shop Comfort Colors Shirt, Uncle Iroh Shirt Gift, Anime Lover's Gift, Uncle Iroh Tea Shop Inspired, Avatar TShirt","5 out of 5 stars","https://i.etsystatic.com/6557721462/r/il/128753/6557721462/il_340x270.6557721462_a4nm.jpg","https://www.etsy.com/listing/1842339560/jasmine-dragon-tea-shop-comfort-colors?ref=shop_review"
"1781159643-33","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=18","Lily on Sep 23, 2025","absolutely loved this shirt and it came very quickly!!!","Lily","TOG Book Stamps Comfort Colors Shirt, Terrasen The Thirteen T Shirt, Aelin Fireheart Tee, TOG Series Gift For Book Lover","5 out of 5 stars","https://i.etsystatic.com/7036747971/r/il/4eb391/7036747971/il_340x270.7036747971_p053.jpg","https://www.etsy.com/listing/4329603866/tog-book-stamps-comfort-colors-shirt?ref=shop_review"
"1781159643-34","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=18","Liz on Sep 23, 2025","So cute!! Love the design","Liz","The Parent Trap Camp Walden Comfort Colors Shirt, 90s Nostalgia TShirt, Hallie Annie Parker Birthday Gift, Camp Walden Vacation Shirt","5 out of 5 stars","https://i.etsystatic.com/7033861137/r/il/22bf99/7033861137/il_340x270.7033861137_qpff.jpg","https://www.etsy.com/listing/4329098307/the-parent-trap-camp-walden-comfort?ref=shop_review"
"1781159643-35","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=18","Mary on Sep 23, 2025","This is a gorgeous shirt! Looks just like the picture.","Mary","Bcba Neurodiversity Comfort Colors Shirt, Special Education Teacher Shirt, Mental Health TShirt, We Are Thrive Under Different Conditions","5 out of 5 stars","https://i.etsystatic.com/6950322456/r/il/1555b5/6950322456/il_340x270.6950322456_2ix0.jpg","https://www.etsy.com/listing/4322448509/bcba-neurodiversity-comfort-colors-shirt?ref=shop_review"
"1781159643-36","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=18","Etsy buyer on Sep 23, 2025","Looks great! My sister in law is going to love it!","Etsy buyer","Shadowsinger Night Court Comfort Color Shirts, Azriel SJM Book Merch Inspired, The Bat Boys Velraris Tee","5 out of 5 stars","https://i.etsystatic.com/6087147986/r/il/f15451/6087147986/il_340x270.6087147986_odir.jpg","https://www.etsy.com/listing/1738772906/shadowsinger-night-court-comfort-color?ref=shop_review"
"1781159643-37","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=18","Jennifer on Sep 23, 2025","Very well made, just like the photo.","Jennifer","Pick Your Poison Vintage Comfort Colors Shirt, Princess Halloween TShirt, Kuzco Poison Apple Tee, Spooky Season, Villain Cartoon","5 out of 5 stars","https://i.etsystatic.com/7059086730/r/il/9879d3/7059086730/il_340x270.7059086730_mk6c.jpg","https://www.etsy.com/listing/4342572065/pick-your-poison-vintage-comfort-colors?ref=shop_review"
"1781159643-38","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=18","Ashley on Sep 23, 2025","Hangman’s enduros ndjdjd Keenan’s Nanak","Ashley","Throne Of Glass Fan Comfort Colors Shirt, Aelin Galathynius Fireheart Aelin T Shirt, Kingsflame The Thirteen","5 out of 5 stars","https://i.etsystatic.com/6386807788/r/il/9f96f6/6386807788/il_340x270.6386807788_o382.jpg","https://www.etsy.com/listing/1803076530/throne-of-glass-fan-comfort-colors-shirt?ref=shop_review"
"1781159643-39","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=18","Tommi on Sep 23, 2025","I wish the shirt was softer, but all around amazing inspiring shirt.","Tommi","Fireheart TOG Fan Merch Comfort Colors Shirt, Aelin Galathynius Fireheart T Shirt, To Whatever End Tee, Bookish Gift, Fantasy Apparel","5 out of 5 stars","https://i.etsystatic.com/6689656254/r/il/1e0b90/6689656254/il_340x270.6689656254_ga2j.jpg","https://www.etsy.com/listing/1883106261/fireheart-tog-fan-merch-comfort-colors?ref=shop_review"
"1781159643-40","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=18","Molly on Sep 23, 2025","Great quality and perfect for football season!!!!","Molly","Green Bay Football Comfort Colors Shirt, Sunday Football Shirts, Green Bay Fan Tee, Sunday Funday Game Day TShirt","5 out of 5 stars","https://i.etsystatic.com/6295155771/r/il/b0498f/6295155771/il_340x270.6295155771_6nj1.jpg","https://www.etsy.com/listing/1774617902/green-bay-football-comfort-colors-shirt?ref=shop_review"
"1781159643-41","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=18","Robbie on Sep 22, 2025","Great message, quality, and design!","Robbie","Retro No Kings Since 1776 Shirt Comfort Colors, Rejecting Kings Shirt, No Kings In America 86/47, 4th Of July America Tee","5 out of 5 stars","https://i.etsystatic.com/6944028536/r/il/34a7c7/6944028536/il_340x270.6944028536_d1il.jpg","https://www.etsy.com/listing/4321251586/retro-no-kings-since-1776-shirt-comfort?ref=shop_review"
"1781159643-42","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=18","Robbie on Sep 22, 2025","Great message, quality, and design!","Robbie","Retro No Kings Since 1776 Shirt Comfort Colors, Rejecting Kings Shirt, No Kings In America 86/47, 4th Of July America Tee","5 out of 5 stars","https://i.etsystatic.com/6944028536/r/il/34a7c7/6944028536/il_340x270.6944028536_d1il.jpg","https://www.etsy.com/listing/4321251586/retro-no-kings-since-1776-shirt-comfort?ref=shop_review"
"1781159649-43","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=19","Etsy buyer on Sep 22, 2025","Nice tshirt. The printing is clear. Shipped on time.","Etsy buyer","Jasmine Dragon Tea Shop Comfort Colors Shirt, Uncle Iroh Shirt Gift, Anime Lover's Gift, Uncle Iroh Tea Shop Inspired, Avatar TShirt","5 out of 5 stars","https://i.etsystatic.com/6557721462/r/il/128753/6557721462/il_340x270.6557721462_a4nm.jpg","https://www.etsy.com/listing/1842339560/jasmine-dragon-tea-shop-comfort-colors?ref=shop_review"
"1781159649-44","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=19","Etsy buyer on Sep 22, 2025","Just as described, arrived on time","Etsy buyer","Fourth Wing Dragon Comfort Colors Shirt,  Tairn & Andarna TShirt, Basgiath War College Tee, Dragon Rider Shirt, Bookish Gift for Readers","5 out of 5 stars","https://i.etsystatic.com/6617905583/r/il/110f98/6617905583/il_340x270.6617905583_1pgb.jpg","https://www.etsy.com/listing/1834444012/fourth-wing-dragon-comfort-colors-shirt?ref=shop_review"
"1781159649-45","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=19","Amanda on Sep 22, 2025","Love this shirt got a medium fits great like the picture I’m 5’1” and weigh about 135 lbs.","Amanda","Retro Spooky Island Shirt Comfort Colors,  Disco Skull Cartoon Halloween Movie T Shirt, The 90s SDWAY Tee, Halloween Skeleton Gift","5 out of 5 stars","https://i.etsystatic.com/7056537381/r/il/284e9c/7056537381/il_340x270.7056537381_8sr9.jpg","https://www.etsy.com/listing/4333147924/retro-spooky-island-shirt-comfort-colors?ref=shop_review"
"1781159649-46","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=19","Kimberly on Sep 22, 2025","Fit perfectly and looks amazing!","Kimberly","Pick Your Poison Vintage Comfort Colors Shirt, Princess Halloween TShirt, Kuzco Poison Apple Tee, Spooky Season, Villain Cartoon","5 out of 5 stars","https://i.etsystatic.com/7059086730/r/il/9879d3/7059086730/il_340x270.7059086730_mk6c.jpg","https://www.etsy.com/listing/4342572065/pick-your-poison-vintage-comfort-colors?ref=shop_review"
"1781159649-47","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=19","Rachael on Sep 22, 2025","Got this as a gift for a friend and she loved it!","Rachael","Fourth Wing Dragon Comfort Colors Shirt,  Tairn & Andarna TShirt, Basgiath War College Tee, Dragon Rider Shirt, Bookish Gift for Readers","5 out of 5 stars","https://i.etsystatic.com/6617905583/r/il/110f98/6617905583/il_340x270.6617905583_1pgb.jpg","https://www.etsy.com/listing/1834444012/fourth-wing-dragon-comfort-colors-shirt?ref=shop_review"
"1781159649-48","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=19","Laura on Sep 21, 2025","Such a cute & comfy shirt!","Laura","Emily Henry Books Stamp Shirt Comfort Colors, Beach Read Shirt, Sunshine Falls Shirt, Happy Place Inspired Shirt, Book Lovers Tee","5 out of 5 stars","https://i.etsystatic.com/6913676244/r/il/617dbe/6913676244/il_340x270.6913676244_41p4.jpg","https://www.etsy.com/listing/4315416492/emily-henry-books-stamp-shirt-comfort?ref=shop_review"
