web_scraper_order,web_scraper_start_url,pagination,data,context,buyer,title,rating,image,url
"1781160308-12","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=28","","Katherine on Aug 30, 2025","Great quality and fits really nice!","Katherine","Suriel Tea Co Comfort Colors Shirt, New Acotar TShirt, Velaris The Night Court Gift, ACOTAR Suriel Tea Co Shirt, SJM Merch","5 out of 5 stars","https://i.etsystatic.com/6582586469/r/il/6b1003/6582586469/il_340x270.6582586469_ls00.jpg","https://www.etsy.com/listing/1837263638/suriel-tea-co-comfort-colors-shirt-new?ref=shop_review"
"1781160308-13","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=28","","Katherine on Aug 30, 2025","Great quality and fits really nice!","Katherine","Velaris The Night Court Acotar 2 Sided Comfort Colors Shirt, Velaris The Night Court Shirt, Court Of Dreams, Inner Circle Acotar Tee","5 out of 5 stars","https://i.etsystatic.com/6191051472/r/il/55c9c1/6191051472/il_340x270.6191051472_9fhf.jpg","https://www.etsy.com/listing/1762772738/velaris-the-night-court-acotar-2-sided?ref=shop_review"
"1781160308-14","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=28","","aaron on Aug 29, 2025","Love the look and it is awesome","aaron","Dungeon Crawler Carl Shirt Comfort Colors, New Achievement T Shirt, Princess Donut & Mongo Tee, Bookish Graphic Sci-Fi Reader Gift","5 out of 5 stars","https://i.etsystatic.com/7166499181/r/il/199cc8/7166499181/il_340x270.7166499181_hx2z.jpg","https://www.etsy.com/listing/4354087667/dungeon-crawler-carl-shirt-comfort?ref=shop_review"
"1781160315-15","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=28","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=29","Inactive account on Aug 29, 2025","I love it so much thank you","","Summer I Turned Pretty 2 Sided Comfort Color Shirt, Team Conrad Team Jeremiah, Cousins Beach Tee, Summer Vibes, Bookish Merch","5 out of 5 stars","https://i.etsystatic.com/7079156570/r/il/9aebf6/7079156570/il_340x270.7079156570_63li.jpg","https://www.etsy.com/listing/4346152227/summer-i-turned-pretty-2-sided-comfort?ref=shop_review"
"1781160315-16","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=28","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=29","Dyann on Aug 29, 2025","love it so much ff","Dyann","Pick Your Poison Vintage Comfort Colors Shirt, Princess Halloween TShirt, Kuzco Poison Apple Tee, Spooky Season, Villain Cartoon","5 out of 5 stars","https://i.etsystatic.com/7059086730/r/il/9879d3/7059086730/il_340x270.7059086730_mk6c.jpg","https://www.etsy.com/listing/4342572065/pick-your-poison-vintage-comfort-colors?ref=shop_review"
"1781160315-17","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=28","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=29","Kat on Aug 29, 2025","LOVE LOVE LOVE!! I am so happy with this mug! Perfect treat for myself!! Thanks so much!","Kat","Fourth Wing Series Mug For Fans, War College Ceramic Mug, Dragon Rider Bookish Coffee Mug, Book Lover Gift","5 out of 5 stars","https://i.etsystatic.com/6667512063/r/il/145178/6667512063/il_340x270.6667512063_b8p4.jpg","https://www.etsy.com/listing/1869211009/fourth-wing-series-mug-for-fans-war?ref=shop_review"
"1781160315-18","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=28","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=29","Sevi on Aug 29, 2025","Super cute and the quality of design is really nice, no peeling here!! Charcoal is really pretty if you’re a neutral girly.","Sevi","Fourth Wing Dragon Comfort Colors Shirt,  Tairn & Andarna TShirt, Basgiath War College Tee, Dragon Rider Shirt, Bookish Gift for Readers","5 out of 5 stars","https://i.etsystatic.com/6617905583/r/il/110f98/6617905583/il_340x270.6617905583_1pgb.jpg",""
"1781160315-19","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=28","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=29","Joanna on Aug 29, 2025","Great quality shirt, exactly as pictured. Super cute! Fits true to size.","Joanna","Belle's Book Club Comfort Colors Shirt, Tale As Old As Time Belle’s Book Cafe Shirt, Belle Princess Book Tee, Book Lover Gift","5 out of 5 stars","https://i.etsystatic.com/6848416597/r/il/5da8f2/6848416597/il_340x270.6848416597_hpvs.jpg","https://www.etsy.com/listing/1904872515/belles-book-club-comfort-colors-shirt?ref=shop_review"
"1781160315-20","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=28","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=29","Jessica on Aug 29, 2025","The t shirt met my expectations.","Jessica","Pick Your Poison Vintage Comfort Colors Shirt, Princess Halloween TShirt, Kuzco Poison Apple Tee, Spooky Season, Villain Cartoon","5 out of 5 stars","https://i.etsystatic.com/7059086730/r/il/9879d3/7059086730/il_340x270.7059086730_mk6c.jpg","https://www.etsy.com/listing/4342572065/pick-your-poison-vintage-comfort-colors?ref=shop_review"
"1781160315-21","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=28","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=29","Annak on Aug 28, 2025","Very cute shirt perfect for Lauren Roberts fans. Item looks exactly like it’s pictured very high quality print.","Annak","Powerless Bookish Comfort Colors Shirt For Fan, Kai Azer I Love You TShirt, Fearless Fan Shirt, Gift for Bookworms, Romantic Quotes","5 out of 5 stars","https://i.etsystatic.com/6815056717/r/il/5f9325/6815056717/il_340x270.6815056717_gd7r.jpg","https://www.etsy.com/listing/1884023784/powerless-bookish-comfort-colors-shirt?ref=shop_review"
"1781160315-22","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=28","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=29","Misty on Aug 28, 2025","Item looks exactly as pictured, love it and can’t wait to wear it!","Misty","Custom ACOTAR Fan Comfort Colors Shirt, Mist And Fury Book T Shirt, Girl Reading Book Graphic Tee, Gift For Book Lover","5 out of 5 stars","https://i.etsystatic.com/6295165307/r/il/d2aa7e/6295165307/il_340x270.6295165307_lzx3.jpg","https://www.etsy.com/listing/1788817387/custom-acotar-fan-comfort-colors-shirt?ref=shop_review"
"1781160315-23","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=28","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=29","Rachel on Aug 28, 2025","","Rachel","Pick Your Poison Vintage Comfort Colors Shirt, Princess Halloween TShirt, Kuzco Poison Apple Tee, Spooky Season, Villain Cartoon","5 out of 5 stars","https://i.etsystatic.com/7059086730/r/il/9879d3/7059086730/il_340x270.7059086730_mk6c.jpg",""
"1781160315-24","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=28","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=29","Olivia on Aug 28, 2025","Love the comfort colors quality of shirt. And the graphic itself looks fantastic","Olivia","Retro No Kings Since 1776 Shirt Comfort Colors, Rejecting Kings Shirt, No Kings In America 86/47, 4th Of July America Tee","5 out of 5 stars","https://i.etsystatic.com/6944028536/r/il/34a7c7/6944028536/il_340x270.6944028536_d1il.jpg","https://www.etsy.com/listing/4321251586/retro-no-kings-since-1776-shirt-comfort?ref=shop_review"
"1781160315-25","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=28","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=29","Rachel on Aug 28, 2025","Literally the only shirt i want to wear","Rachel","Funny Astarion Game Fan Sweatshirt, You’re Not Alone Crewneck, Astarion BG3 Shirts, High Elf Gaming Apparel, Dark Humor Tee","5 out of 5 stars","https://i.etsystatic.com/6468365712/r/il/71d2be/6468365712/il_340x270.6468365712_r432.jpg","https://www.etsy.com/listing/1819967338/funny-astarion-game-fan-sweatshirt-youre?ref=shop_review"
"1781160315-26","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=28","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=29","Emily on Aug 27, 2025","It’s awesome!!! Good quality. Love it","Emily","Velaris The Night Court Acotar 2 Sided Comfort Colors Shirt, Velaris The Night Court Shirt, Court Of Dreams, Inner Circle Acotar Tee","5 out of 5 stars","https://i.etsystatic.com/6191051472/r/il/55c9c1/6191051472/il_340x270.6191051472_9fhf.jpg","https://www.etsy.com/listing/1762772738/velaris-the-night-court-acotar-2-sided?ref=shop_review"
"1781160315-27","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=28","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=29","Sophie on Aug 27, 2025","Super comfy and cute in person. They ran out of the color I originally ordered, and the seller was super kind and made sure I got to pick another color I liked. Love my new shirt!","Sophie","Belle's Book Club Comfort Colors Shirt, Tale As Old As Time Belle’s Book Cafe Shirt, Belle Princess Book Tee, Book Lover Gift","5 out of 5 stars","https://i.etsystatic.com/6848416597/r/il/5da8f2/6848416597/il_340x270.6848416597_hpvs.jpg","https://www.etsy.com/listing/1904872515/belles-book-club-comfort-colors-shirt?ref=shop_review"
"1781160315-28","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=28","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=29","Nick on Aug 27, 2025","Great quality item and shopped quickly!","Nick","Gay The Pray Away Comfort Colors Shirt, Retro Gay Frog Shirt, Funny Gay Saying Shirt, Cottagecore Frog And Toad Shirt, Queer TShirt","5 out of 5 stars","https://i.etsystatic.com/6775444511/r/il/bc43b7/6775444511/il_340x270.6775444511_52cs.jpg","https://www.etsy.com/listing/1890471281/gay-the-pray-away-comfort-colors-shirt?ref=shop_review"
"1781160322-29","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=28","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=30","Alex on Aug 27, 2025","The shirt is comfy and fits well!","Alex","Jasmine Dragon Tea Shop Comfort Colors Shirt, Uncle Iroh Shirt Gift, Anime Lover's Gift, Uncle Iroh Tea Shop Inspired, Avatar TShirt","5 out of 5 stars","https://i.etsystatic.com/6557721462/r/il/128753/6557721462/il_340x270.6557721462_a4nm.jpg","https://www.etsy.com/listing/1842339560/jasmine-dragon-tea-shop-comfort-colors?ref=shop_review"
"1781160322-30","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=28","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=30","Adyson on Aug 27, 2025","Love this shirt so so much!","Adyson","Kai Azer I Love You In Powerless Comfort Colors Shirt, Kai Azer Powerless Shirt, Kai And Paedyn Shirt, Valentine Gift Shirt, Powerless Shirt","5 out of 5 stars","https://i.etsystatic.com/6582360066/r/il/a5d3cb/6582360066/il_340x270.6582360066_4a4b.jpg","https://www.etsy.com/listing/1834446532/kai-azer-i-love-you-in-powerless-comfort?ref=shop_review"
"1781160322-31","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=28","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=30","Etsy buyer on Aug 27, 2025","Even more beautiful in person!!","Etsy buyer","Velaris Starfall Festival Shirt Comfort Colors, SJM ACOTAR Merch T Shirt, The Night Court Tee, Rhysand Cassian Feyre Fan Apparel","5 out of 5 stars","https://i.etsystatic.com/7019058541/r/il/27746b/7019058541/il_340x270.7019058541_nszj.jpg",""
"1781160322-32","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=28","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=30","Kyle on Aug 26, 2025","High quality and fits great!!","Kyle","Princess Donut Comfort Colors Shirt, Dungeon Crawler Carl TShirt, Sci-Fi Book Lover Tee, Bookish Apparel for Book Lovers","5 out of 5 stars","https://i.etsystatic.com/6848334313/r/il/03cc8a/6848334313/il_340x270.6848334313_aqj2.jpg","https://www.etsy.com/listing/1904859467/princess-donut-comfort-colors-shirt?ref=shop_review"
"1781160322-33","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=28","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=30","Cassidy on Aug 26, 2025","Great shirt for book and dragon lovers! My coworker and I both bought these to match!","Cassidy","Dragon Book Comfort Colors Shirt, Bookworm Book Dragon Sweatshirt, Easily Distracted By Dragons And Books Shirts,Dragon Rider Fan Merch","5 out of 5 stars","https://i.etsystatic.com/6089318970/r/il/105dce/6089318970/il_340x270.6089318970_qlc3.jpg","https://www.etsy.com/listing/1753983331/dragon-book-comfort-colors-shirt?ref=shop_review"
"1781160322-34","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=28","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=30","heifrey on Aug 26, 2025","Soooo comfy and really nice quality printing too. The cotton feel is smooth and soft.","heifrey","New Achievement Two-Sided Comfort Colors Shirt, Dungeon Crawler Carl T Shirt, Sci-Fi Book Lover Tee, Bookish Apparel for Book Lovers","5 out of 5 stars","https://i.etsystatic.com/6840644465/r/il/d37c18/6840644465/il_340x270.6840644465_lqum.jpg","https://www.etsy.com/listing/1903301547/new-achievement-two-sided-comfort-colors?ref=shop_review"
"1781160322-35","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=28","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=30","Courtney on Aug 26, 2025","It’s perfect!! Love it so much. Great quality so glad me and my bestie have matching ones now 😊","Courtney","Team Conrad Junior Mint Bear Shirt Comfort Colors, Cousins Beach TSITP Shirt, Summer Beach Tee, Team Conrad Cousins Beach TShirt","5 out of 5 stars","https://i.etsystatic.com/7059083356/r/il/48637b/7059083356/il_340x270.7059083356_pm4y.jpg",""
"1781160322-36","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=28","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=30","Tiffany on Aug 26, 2025","My daughter loved her new Lions Gear and can’t wait to wear it for the Lions Games","Tiffany","Detroit Football Fan Comfort Colors Shirt, Detroit Game Day Shirts, Lions TShirt, Detroit T-Shirt, Funny Game Day Tee","5 out of 5 stars","https://i.etsystatic.com/6369274788/r/il/a3a260/6369274788/il_340x270.6369274788_bay0.jpg","https://www.etsy.com/listing/1813741701/detroit-football-fan-comfort-colors?ref=shop_review"
"1781160322-37","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=28","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=30","Riley on Aug 26, 2025","The quality is amazing and looks exactly like the listing, the shirt is so soft and the design is beautiful, I love it!","Riley","Fireheart TOG Fan Merch Comfort Colors Shirt, Aelin Galathynius Fireheart T Shirt, To Whatever End Tee, Bookish Gift, Fantasy Apparel","5 out of 5 stars","https://i.etsystatic.com/6689656254/r/il/1e0b90/6689656254/il_340x270.6689656254_ga2j.jpg",""
"1781160322-38","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=28","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=30","Riley on Aug 26, 2025","Very soft shirt, the quality of the design is amazing. I am so beyond pleased with this shirt 😊","Riley","Little Osha Butterfly Comfort Colors Shirt, Quicksilver Callie Hart Shirt, Saeris Fane Kingfisher Inspired Tee, Quicksilver Fan Tshirt","5 out of 5 stars","https://i.etsystatic.com/6630489915/r/il/bcee2e/6630489915/il_340x270.6630489915_p9fz.jpg",""
"1781160322-39","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=28","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=30","Alan on Aug 26, 2025","Beautiful shirt and fast shipping!!!","Alan","Moonbeam Ice Cream Cookie Comfort Colors Shirt, American Music Tour 2025 T Shirt, Mystical Magical, Concer Tour Tee","5 out of 5 stars","https://i.etsystatic.com/6982930684/r/il/bec016/6982930684/il_340x270.6982930684_oeh7.jpg","https://www.etsy.com/listing/4328550546/moonbeam-ice-cream-cookie-comfort-colors?ref=shop_review"
"1781160322-40","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=28","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=30","oookkay on Aug 26, 2025","cute and very comfy, love it!","oookkay","Team Conrad Cousins Beach Shirt Comfort Colors, Trendy Cousins Beach Tee, Summer I Turned Pretty Inspired T-Shirt, Team Jeremiah Shirt","5 out of 5 stars","https://i.etsystatic.com/7079165630/r/il/c7b4ad/7079165630/il_340x270.7079165630_qr7y.jpg","https://www.etsy.com/listing/4346153737/team-conrad-cousins-beach-shirt-comfort?ref=shop_review"
"1781160322-41","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=28","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=30","Etsy buyer on Aug 26, 2025","Such a great shirt! The print is good quality and it’s so comfortable!!! It’s one of my new favorite shirts","Etsy buyer","The Shire LOTR Comfort Colors Shirt For Fans, Fantasy Book Lover T Shirt, Funny Second Breakfast Tee, Gift For Book Lover","5 out of 5 stars","https://i.etsystatic.com/6569082793/r/il/7667c1/6569082793/il_340x270.6569082793_6jq3.jpg","https://www.etsy.com/listing/1833612946/the-shire-lotr-comfort-colors-shirt-for?ref=shop_review"
"1781160322-42","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=28","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=30","Janelle on Aug 26, 2025","The tshirt is good quality and washed up great","Janelle","Chestnut Springs Series Comfort Colors Shirt For Fan, Cowboy Romance Reader Club T Shirt, Bookish Gift for Country Girl, Wishing Well Ranch","5 out of 5 stars","https://i.etsystatic.com/6712156156/r/il/fa0082/6712156156/il_340x270.6712156156_iwl5.jpg","https://www.etsy.com/listing/1873365924/chestnut-springs-series-comfort-colors?ref=shop_review"
"1781160329-43","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=28","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=31","Megan on Aug 26, 2025","So cute and comfortable. Perfect to throw on and go","Megan","Salty Moms Beach Club Comfort Colors Shirt, The Beach Club Shirt, Aesthetic Beach Shirt, Mother’s Day Shirt Gift, Summer Vibes Tee","5 out of 5 stars","https://i.etsystatic.com/6831665069/r/il/b8b09d/6831665069/il_340x270.6831665069_dsub.jpg","https://www.etsy.com/listing/1887331632/salty-moms-beach-club-comfort-colors?ref=shop_review"
"1781160329-44","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=28","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=31","Brittany on Aug 25, 2025","High quality shirt and great graphics!","Brittany","Ridoc Quest Squad Comfort Colors Shirt, I Kept The Inside Thoughts Inside Tee, Onyx Storm Fourth Wing Shirt For Fans, Bookish Gift","5 out of 5 stars","https://i.etsystatic.com/6641562060/r/il/6cb091/6641562060/il_340x270.6641562060_ih0l.jpg","https://www.etsy.com/listing/1873237315/ridoc-quest-squad-comfort-colors-shirt-i?ref=shop_review"
"1781160329-45","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=28","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=31","Brittany on Aug 25, 2025","High quality shirt and great graphics!","Brittany","Onyx Storm Quest Squad Broccoli Comfort Colors Shirt, Fourth Wing Shirt, Broccoli Cat TShirt, Ridoc Romantasy Fan Shirt, Dragon Rider Tee","5 out of 5 stars","https://i.etsystatic.com/6639380422/r/il/a404db/6639380422/il_340x270.6639380422_5ak9.jpg","https://www.etsy.com/listing/1873254505/onyx-storm-quest-squad-broccoli-comfort?ref=shop_review"
"1781160329-46","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=28","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=31","Ansley on Aug 25, 2025","So great! Will get better with time!!","Ansley","Twilight Inspired City Of Forks Shirt Comfort Colors, Hoa Hoa Hoa Season T shirt, Forks Washington Tee, Book Lover Gift","5 out of 5 stars","https://i.etsystatic.com/6982881340/r/il/b24101/6982881340/il_340x270.6982881340_f9tk.jpg","https://www.etsy.com/listing/4326833603/twilight-inspired-city-of-forks-shirt?ref=shop_review"
"1781160329-47","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=28","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=31","Etsy buyer on Aug 25, 2025","100% Love it! buy it!","Etsy buyer","Villain Assistant Comfort Colors Shirt For Fan, Greeting From Rennedawn T Shirt, Villain Lover Tee, Funny Gift For Romantasy Book Lover","5 out of 5 stars","https://i.etsystatic.com/6567404770/r/il/5b3179/6567404770/il_340x270.6567404770_atc1.jpg","https://www.etsy.com/listing/1858558633/villain-assistant-comfort-colors-shirt?ref=shop_review"
"1781160329-48","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=28","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=31","Jaedan on Aug 25, 2025","Matches item description and quality is perfect!","Jaedan","Friend Vibes Comfort Colors Shirt, Famous Sitcom Shirt, Gift For Friends, I’ll Be There For You","5 out of 5 stars","https://i.etsystatic.com/6449876291/r/il/baeaed/6449876291/il_340x270.6449876291_o2oq.jpg","https://www.etsy.com/listing/1820293325/friend-vibes-comfort-colors-shirt-famous?ref=shop_review"
