web_scraper_order,web_scraper_start_url,pagination,data,context,buyer,title,rating,image,url
"1781161370-1","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=50","","Karibela on Aug 1, 2025","Came exactly like the photos great quality shirt. It’s super comfy easily my most pride possession right now. Thank you !","Karibela","Xaden Riorson Quote Comfort Colors Shirt, Fourth Wing Book Quotes, Xaddy Shirt, I Love You In Book Quotes, Romantasy Book Merch","5 out of 5 stars","https://i.etsystatic.com/6742952725/r/il/de8bd6/6742952725/il_340x270.6742952725_89sp.jpg",""
"1781161370-2","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=50","","Patricia on Aug 1, 2025","The shirt had a stain on it that wouldn’t wash out. Once I reached out, I was allowed to get it replaced! Stellar service and the shirt is perfect!","Patricia","We All Swim Together Comfort Colors Shirt, Teacher Back to School Tee, Ocean Animal Classroom Shirt, Underwater Turtle Outfit","5 out of 5 stars","https://i.etsystatic.com/7003017082/r/il/78dfae/7003017082/il_340x270.7003017082_mzuw.jpg","https://www.etsy.com/listing/4332038646/we-all-swim-together-comfort-colors?ref=shop_review"
"1781161370-3","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=50","","Caitlin on Aug 1, 2025","Really really enjoy this shirt! I immediately put it on as soon as it arrived. I think it may be my favorite shirt I own 🖤💙💛","Caitlin","Fourth Wing Dragon Comfort Colors Shirt,  Tairn & Andarna TShirt, Basgiath War College Tee, Dragon Rider Shirt, Bookish Gift for Readers","5 out of 5 stars","https://i.etsystatic.com/6617905583/r/il/110f98/6617905583/il_340x270.6617905583_1pgb.jpg","https://www.etsy.com/listing/1834444012/fourth-wing-dragon-comfort-colors-shirt?ref=shop_review"
"1781161370-4","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=50","","Amanda on Aug 1, 2025","I’m in love with this shirt. Will be getting more!","Amanda","Belle's Book Club Comfort Colors Shirt, Tale As Old As Time Belle’s Book Cafe Shirt, Belle Princess Book Tee, Book Lover Gift","5 out of 5 stars","https://i.etsystatic.com/6848416597/r/il/5da8f2/6848416597/il_340x270.6848416597_hpvs.jpg","https://www.etsy.com/listing/1904872515/belles-book-club-comfort-colors-shirt?ref=shop_review"
"1781161370-5","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=50","","Melanie on Aug 1, 2025","high quality item, held up to washing","Melanie","Hotter Than A Hoochie Coochie Comfort Colors Shirt, Retro Summer Vacation Tshirt, Hoochie Coochie Meme Shirt, 90s Country Music Lover Gift","5 out of 5 stars","https://i.etsystatic.com/7016282377/r/il/0f7219/7016282377/il_340x270.7016282377_gkw5.jpg","https://www.etsy.com/listing/4325848111/hotter-than-a-hoochie-coochie-comfort?ref=shop_review"
"1781161370-6","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=50","","Kimberly on Aug 1, 2025","Love this shirt, my boyfriend will too!","Kimberly","I Love My Cougar Girlfriend Comfort Colors Shirt, Two Sided Shirt For Boyfriend, Funny Cougar Girlfriend Tee, Gift For Him","5 out of 5 stars","https://i.etsystatic.com/6638484511/r/il/41de36/6638484511/il_340x270.6638484511_4xzf.jpg","https://www.etsy.com/listing/1863284009/i-love-my-cougar-girlfriend-comfort?ref=shop_review"
"1781161370-7","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=50","","Alicia on Aug 1, 2025","This shirt is perfect, it's so comfortable. I love wearing a nod to one of my favorite shows of all time.","Alicia","Jasmine Dragon Tea Shop Comfort Colors Shirt, Uncle Iroh Shirt Gift, Anime Lover's Gift, Uncle Iroh Tea Shop Inspired, Avatar TShirt","5 out of 5 stars","https://i.etsystatic.com/6557721462/r/il/128753/6557721462/il_340x270.6557721462_a4nm.jpg","https://www.etsy.com/listing/1842339560/jasmine-dragon-tea-shop-comfort-colors?ref=shop_review"
"1781161370-8","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=50","","Kristyna on Aug 1, 2025","Love to have this shirt!","Kristyna","Fourth Wing Dragon Comfort Colors Shirt,  Tairn & Andarna TShirt, Basgiath War College Tee, Dragon Rider Shirt, Bookish Gift for Readers","5 out of 5 stars","https://i.etsystatic.com/6617905583/r/il/110f98/6617905583/il_340x270.6617905583_1pgb.jpg","https://www.etsy.com/listing/1834444012/fourth-wing-dragon-comfort-colors-shirt?ref=shop_review"
"1781161370-9","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=50","","Missdanak on Jul 31, 2025","Super cozy, i ordered up a size and use it as a lounging around home shirt","Missdanak","Villain Assistant Comfort Colors Shirt For Fan, Kingsley the Frog Halp T Shirt, Villain Lover Tee, Funny Gift For Romantasy Book Lover","5 out of 5 stars","https://i.etsystatic.com/6595581977/r/il/e23fc8/6595581977/il_340x270.6595581977_i2yv.jpg","https://www.etsy.com/listing/1840192726/villain-assistant-comfort-colors-shirt?ref=shop_review"
"1781161370-10","https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=50","","Mary on Jul 31, 2025","Yes it match the description","Mary","Wicked Together We’re Unlimited Comfort Colors Shirt, Defy Gravity Broomstick Magic Wand Tee, Wicked The Musical,  Wizard Movie Fan Tee","5 out of 5 stars","https://i.etsystatic.com/6441989036/r/il/236ec3/6441989036/il_340x270.6441989036_tvlw.jpg","https://www.etsy.com/listing/1814326026/wicked-together-were-unlimited-comfort?ref=shop_review"
