web_scraper_order,web_scraper_start_url,pagination,data,review_date,review_count,context,buyer,title,rating,image,url,listing_id
1781159631-3,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16,,"Etsy buyer on Oct 8, 2025",2025-10-08,5.0,"gift for my boyfriend, great quality and shipped fast",,"I Love My Cougar Girlfriend Comfort Colors Shirt, Two Sided Shirt For Boyfriend, Funny Cougar Girlfriend Tee, Gift For Him",5 out of 5 stars,https://i.etsystatic.com/6638484511/r/il/41de36/6638484511/il_340x270.6638484511_4xzf.jpg,https://www.etsy.com/listing/1863284009/i-love-my-cougar-girlfriend-comfort?ref=shop_review,1863284009
1781159631-7,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16,,"Megan on Oct 6, 2025",2025-10-06,1.0,Love the shirt! Made well and super comfortable!,Megan,"Stars Hollow Luke's Diner Comfort Colors Shirt, Luke’s Coffee Mug Tee, Stars Hollow Connecticut Long Sleeve, Autumn Festival Gift",5 out of 5 stars,https://i.etsystatic.com/7085016294/r/il/71051e/7085016294/il_340x270.7085016294_bnv2.jpg,https://www.etsy.com/listing/4347273296/stars-hollow-lukes-diner-comfort-colors?ref=shop_review,4347273296
1781159631-8,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16,,"Alyssa on Oct 3, 2025",2025-10-03,8.0,I love this shirt and wear it maybe too often?,Alyssa,"Villain Assistant Comfort Colors Shirt For Fan, Greeting From Rennedawn T Shirt, Villain Lover Tee, Funny Gift For Romantasy Book Lover",5 out of 5 stars,https://i.etsystatic.com/6567404770/r/il/5b3179/6567404770/il_340x270.6567404770_atc1.jpg,https://www.etsy.com/listing/1858558633/villain-assistant-comfort-colors-shirt?ref=shop_review,1858558633
1781159631-9,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16,,"Cyrina on Oct 2, 2025",2025-10-02,1.0,"super cute, arrived quickly. does have a bit of a chemical smell but hoping that goes away in the wash",Cyrina,"Fourth Wing Books Stamp Shirt Comfort Colors, Fourth Wing Inspired Shirt, Dragon Rider Shirt, Romantasy Fan Shirt, Book Lovers Tee",5 out of 5 stars,https://i.etsystatic.com/7030864639/r/il/4069d7/7030864639/il_340x270.7030864639_8fvq.jpg,https://www.etsy.com/listing/4328546006/fourth-wing-books-stamp-shirt-comfort?ref=shop_review,4328546006
1781159637-20,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=17,"Danielle on Sep 30, 2025",2025-09-30,1.0,"Sizes run larger, I think, but that works perfect for me. The t-shirt is great quality and the images are very fun.",Danielle,"Beware Of A Vampire Comfort Colors Shirt, Funny Astarion Game Fan T Shirt, Astarion Dark Humor BG3 Apparel, High Elf Game",5 out of 5 stars,https://i.etsystatic.com/6687113578/r/il/9ad386/6687113578/il_340x270.6687113578_joro.jpg,https://www.etsy.com/listing/1882605049/beware-of-a-vampire-comfort-colors-shirt?ref=shop_review,1882605049
1781159637-22,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=17,"Ashley on Sep 28, 2025",2025-09-28,2.0,So comfy and I love wearing this shirt. I went with a size up for a larger fit.,Ashley,"Retro Spooky Island Shirt Comfort Colors,  Disco Skull Cartoon Halloween Movie T Shirt, The 90s SDWAY Tee, Halloween Skeleton Gift",5 out of 5 stars,https://i.etsystatic.com/7056537381/r/il/284e9c/7056537381/il_340x270.7056537381_8sr9.jpg,https://www.etsy.com/listing/4333147924/retro-spooky-island-shirt-comfort-colors?ref=shop_review,4333147924
1781159637-23,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=17,"Angela on Sep 27, 2025",2025-09-27,16.0,First shirt came off centered and they remade it quickly for us!,Angela,"Stars Hollow Where You Lead I Will Follow Comfort Colors Shirt, Lukes Diner Shirt, 2 Sided Stars Hollow, Retro Gilmore Girls Tee",5 out of 5 stars,https://i.etsystatic.com/6402185285/r/il/d9f1b8/6402185285/il_340x270.6402185285_mz4o.jpg,https://www.etsy.com/listing/1796473638/stars-hollow-where-you-lead-i-will?ref=shop_review,1796473638
1781159637-28,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=17,"AJ on Sep 25, 2025",2025-09-25,9.0,"Was bought as a birthday gift and it came quickly, looks nice, and my friend LOVED it!! Great gift for your friends who love dark romance!",AJ,"Run Little Mouse Comfort Colors Shirt, Rose Skeleton Shirt, Haunting Adeline Tshirt, Dark Romance Merch, Smut Reader, Book Lover Gifts",5 out of 5 stars,https://i.etsystatic.com/6654307922/r/il/50b192/6654307922/il_340x270.6654307922_skzi.jpg,https://www.etsy.com/listing/1861983874/run-little-mouse-comfort-colors-shirt?ref=shop_review,1861983874
1781159643-29,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=18,"Amy on Sep 25, 2025",2025-09-25,20.0,The item is great would order again,Amy,"Ridoc Quest Squad Comfort Colors Shirt, I Kept The Inside Thoughts Inside Tee, Onyx Storm Fourth Wing Shirt For Fans, Bookish Gift",5 out of 5 stars,https://i.etsystatic.com/6641562060/r/il/6cb091/6641562060/il_340x270.6641562060_ih0l.jpg,https://www.etsy.com/listing/1873237315/ridoc-quest-squad-comfort-colors-shirt-i?ref=shop_review,1873237315
1781159643-32,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=18,"Andrew on Sep 24, 2025",2025-09-24,40.0,Looks and feels good. Shipped just fine,Andrew,"Jasmine Dragon Tea Shop Comfort Colors Shirt, Uncle Iroh Shirt Gift, Anime Lover's Gift, Uncle Iroh Tea Shop Inspired, Avatar TShirt",5 out of 5 stars,https://i.etsystatic.com/6557721462/r/il/128753/6557721462/il_340x270.6557721462_a4nm.jpg,https://www.etsy.com/listing/1842339560/jasmine-dragon-tea-shop-comfort-colors?ref=shop_review,1842339560
1781159643-33,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=18,"Lily on Sep 23, 2025",2025-09-23,1.0,absolutely loved this shirt and it came very quickly!!!,Lily,"TOG Book Stamps Comfort Colors Shirt, Terrasen The Thirteen T Shirt, Aelin Fireheart Tee, TOG Series Gift For Book Lover",5 out of 5 stars,https://i.etsystatic.com/7036747971/r/il/4eb391/7036747971/il_340x270.7036747971_p053.jpg,https://www.etsy.com/listing/4329603866/tog-book-stamps-comfort-colors-shirt?ref=shop_review,4329603866
1781159643-34,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=18,"Liz on Sep 23, 2025",2025-09-23,2.0,So cute!! Love the design,Liz,"The Parent Trap Camp Walden Comfort Colors Shirt, 90s Nostalgia TShirt, Hallie Annie Parker Birthday Gift, Camp Walden Vacation Shirt",5 out of 5 stars,https://i.etsystatic.com/7033861137/r/il/22bf99/7033861137/il_340x270.7033861137_qpff.jpg,https://www.etsy.com/listing/4329098307/the-parent-trap-camp-walden-comfort?ref=shop_review,4329098307
1781159643-36,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=18,"Etsy buyer on Sep 23, 2025",2025-09-23,15.0,Looks great! My sister in law is going to love it!,Etsy buyer,"Shadowsinger Night Court Comfort Color Shirts, Azriel SJM Book Merch Inspired, The Bat Boys Velraris Tee",5 out of 5 stars,https://i.etsystatic.com/6087147986/r/il/f15451/6087147986/il_340x270.6087147986_odir.jpg,https://www.etsy.com/listing/1738772906/shadowsinger-night-court-comfort-color?ref=shop_review,1738772906
1781159643-38,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=18,"Ashley on Sep 23, 2025",2025-09-23,3.0,Hangman’s enduros ndjdjd Keenan’s Nanak,Ashley,"Throne Of Glass Fan Comfort Colors Shirt, Aelin Galathynius Fireheart Aelin T Shirt, Kingsflame The Thirteen",5 out of 5 stars,https://i.etsystatic.com/6386807788/r/il/9f96f6/6386807788/il_340x270.6386807788_o382.jpg,https://www.etsy.com/listing/1803076530/throne-of-glass-fan-comfort-colors-shirt?ref=shop_review,1803076530
1781159643-39,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=18,"Tommi on Sep 23, 2025",2025-09-23,17.0,"I wish the shirt was softer, but all around amazing inspiring shirt.",Tommi,"Fireheart TOG Fan Merch Comfort Colors Shirt, Aelin Galathynius Fireheart T Shirt, To Whatever End Tee, Bookish Gift, Fantasy Apparel",5 out of 5 stars,https://i.etsystatic.com/6689656254/r/il/1e0b90/6689656254/il_340x270.6689656254_ga2j.jpg,https://www.etsy.com/listing/1883106261/fireheart-tog-fan-merch-comfort-colors?ref=shop_review,1883106261
1781159643-40,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=18,"Molly on Sep 23, 2025",2025-09-23,14.0,Great quality and perfect for football season!!!!,Molly,"Green Bay Football Comfort Colors Shirt, Sunday Football Shirts, Green Bay Fan Tee, Sunday Funday Game Day TShirt",5 out of 5 stars,https://i.etsystatic.com/6295155771/r/il/b0498f/6295155771/il_340x270.6295155771_6nj1.jpg,https://www.etsy.com/listing/1774617902/green-bay-football-comfort-colors-shirt?ref=shop_review,1774617902
1781159643-42,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=18,"Robbie on Sep 22, 2025",2025-09-22,29.0,"Great message, quality, and design!",Robbie,"Retro No Kings Since 1776 Shirt Comfort Colors, Rejecting Kings Shirt, No Kings In America 86/47, 4th Of July America Tee",5 out of 5 stars,https://i.etsystatic.com/6944028536/r/il/34a7c7/6944028536/il_340x270.6944028536_d1il.jpg,https://www.etsy.com/listing/4321251586/retro-no-kings-since-1776-shirt-comfort?ref=shop_review,4321251586
1781159649-52,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=19,"Morgan on Sep 21, 2025",2025-09-21,45.0,I loveeee this shirt! Very well made and arrived quickly!,Morgan,"Little Osha Butterfly Comfort Colors Shirt, Quicksilver Callie Hart Shirt, Saeris Fane Kingfisher Inspired Tee, Quicksilver Fan Tshirt",5 out of 5 stars,https://i.etsystatic.com/6630489915/r/il/bcee2e/6630489915/il_340x270.6630489915_p9fz.jpg,https://www.etsy.com/listing/1861685575/little-osha-butterfly-comfort-colors?ref=shop_review,1861685575
1781159649-53,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=19,"Angelica on Sep 20, 2025",2025-09-20,1.0,10/10 I keep coming back 🫶,Angelica,"Crescent City Fans Comfort Colors Shirt, Lunathion Light It Up Shirts, SJM Inspired T Shirt, Gift For Book Lover",5 out of 5 stars,https://i.etsystatic.com/6437698277/r/il/87f413/6437698277/il_340x270.6437698277_pfxi.jpg,https://www.etsy.com/listing/1817839499/crescent-city-fans-comfort-colors-shirt?ref=shop_review,1817839499
1781159649-54,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=19,"Lauryn on Sep 20, 2025",2025-09-20,7.0,Was exactly what I expected! got it for a friend for their bday and she loved it.  What excellent boiled potatoes!,Lauryn,"Excellent Boiled Potatoes Comfort Colors Shirt, Pride and Prejudice Fan T Shirt, Funny Jane Austen Tee, Gift For Book Lovers",5 out of 5 stars,https://i.etsystatic.com/6778448958/r/il/918a85/6778448958/il_340x270.6778448958_onfx.jpg,https://www.etsy.com/listing/1875249568/excellent-boiled-potatoes-comfort-colors?ref=shop_review,1875249568
1781159649-56,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=19,"Kayla on Sep 20, 2025",2025-09-20,18.0,"My favorite shirt now, i love it very comfortable",Kayla,"Jelly Jubilee Crescent City Comfort Colors Shirt, Bryce Quinlan Merch, Crescent City SJM Shirt, Jelly Jubilee Fan Club, 2 Sided Shirt",5 out of 5 stars,https://i.etsystatic.com/6150645837/r/il/70f998/6150645837/il_340x270.6150645837_byus.jpg,https://www.etsy.com/listing/1742663608/jelly-jubilee-crescent-city-comfort?ref=shop_review,1742663608
1781159655-57,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=20,"Etsy buyer on Sep 20, 2025",2025-09-20,1.0,Very cute! My sister loved it.,Etsy buyer,"Princess Donut & Mongo Shirt Comfort Colors, New Achievement Shirt, Dungeon Crawler Carl T Shirt, Bookish Apparel for Book Lovers",5 out of 5 stars,https://i.etsystatic.com/6995158969/r/il/3fe9a2/6995158969/il_340x270.6995158969_czpt.jpg,https://www.etsy.com/listing/4321846549/princess-donut-mongo-shirt-comfort?ref=shop_review,4321846549
1781159655-59,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=20,"Lydia on Sep 19, 2025",2025-09-19,1.0,"So cute and comfortable, love wearing it around the house!!",Lydia,"Cat Biscuit Maker Shirt Comfort Colors, Retro Kitty Kneading T-Shirt, Cat Lover Gift, Baking Cat Shirt, Kitty Biscuits Bakery Tee",5 out of 5 stars,https://i.etsystatic.com/6939844863/r/il/4310dd/6939844863/il_340x270.6939844863_h924.jpg,https://www.etsy.com/listing/4311241305/cat-biscuit-maker-shirt-comfort-colors?ref=shop_review,4311241305
1781159655-62,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=20,"Etsy buyer on Sep 19, 2025",2025-09-19,2.0,Absolutely love my new shirt,Etsy buyer,"I Still Read Fairy Tales Shirt Comfort Colors, Spicy Bookish Tee, Fantasy Dark Romance Smut Shirt, Book Lover Gift For Her, Bookworm Gift",5 out of 5 stars,https://i.etsystatic.com/6908845923/r/il/b663a2/6908845923/il_340x270.6908845923_gt2q.jpg,https://www.etsy.com/listing/4305201691/i-still-read-fairy-tales-shirt-comfort?ref=shop_review,4305201691
1781159655-67,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=20,"Amy on Sep 18, 2025",2025-09-18,2.0,Great shirt. I get compliments every time I wear it.,Amy,"The Thirteen Throne Of Glass Comfort Colors Shirt, Abraxos Dragon TShirt, Fantasy Floral Dragon T-Shirt, SJM Fan Gift, Bookish Merch",5 out of 5 stars,https://i.etsystatic.com/6930759387/r/il/24f45a/6930759387/il_340x270.6930759387_qg8o.jpg,https://www.etsy.com/listing/4309512488/the-thirteen-throne-of-glass-comfort?ref=shop_review,4309512488
1781159655-69,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=20,"bernice on Sep 17, 2025",2025-09-17,1.0,As described. Great shirt quality,bernice,"Shadow Daddy Romantasy Comfort Colors Shirt, Shadow Daddy Book Club T shirt, Dark Romance Tee, Gift For Book Lover",5 out of 5 stars,https://i.etsystatic.com/6825699176/r/il/0c77a7/6825699176/il_340x270.6825699176_bbel.jpg,https://www.etsy.com/listing/4298157013/shadow-daddy-romantasy-comfort-colors?ref=shop_review,4298157013
1781159655-70,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=20,"bernice on Sep 17, 2025",2025-09-17,1.0,As described. Great shirt quality,bernice,"It’s A Good Day To Read Shirt Comfort Colors, Cute Book Lover T-Shirt, Aesthetic Reading Tee, Bookish Gift For Readers, Teacher Shirt",5 out of 5 stars,https://i.etsystatic.com/6964632851/r/il/5dd1ed/6964632851/il_340x270.6964632851_ocq8.jpg,https://www.etsy.com/listing/4315987438/its-a-good-day-to-read-shirt-comfort?ref=shop_review,4315987438
1781159661-71,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=21,"Eleonor on Sep 17, 2025",2025-09-17,2.0,Didn’t received the item and although the money was refunded there was no prior indication that the store was having issues and that they were aware that the item was not going to be deliver.,Eleonor,"Ruhn Danaan Knew Three Things Crescent City Comfort Colors Shirt, Ruhn Danaan Shirt, Crescent City Sjm Merch,  Valbaran Fae Crown Prince",1 out of 5 stars,https://i.etsystatic.com/6184534568/r/il/be468f/6184534568/il_340x270.6184534568_h95g.jpg,https://www.etsy.com/listing/1761365400/ruhn-danaan-knew-three-things-crescent?ref=shop_review,1761365400
1781159667-85,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=22,"William on Sep 15, 2025",2025-09-15,4.0,Love the character!  Had to have this design!,William,"Xaden Riorson Comfort Colors Shirt, Funny Fourth Wing Dragon Rider Quote T Shirt, Well The Aware Tee, Gift For Book Lover",5 out of 5 stars,https://i.etsystatic.com/6806451734/r/il/9a903a/6806451734/il_340x270.6806451734_7kf5.jpg,https://www.etsy.com/listing/1906065927/xaden-riorson-comfort-colors-shirt-funny?ref=shop_review,1906065927
1781159667-86,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=22,"Margot on Sep 14, 2025",2025-09-14,2.0,Printing of the design is very light and not solid.,Margot,"TSITP Cousins Beach Shirt Comfort Colors, Cousins Beach Tee, Summer I Turned Pretty Inspired Shirt, TSITP Quotes, Team Conrad Team Jeramiah",4 out of 5 stars,https://i.etsystatic.com/7059078058/r/il/75ca94/7059078058/il_340x270.7059078058_no26.jpg,https://www.etsy.com/listing/4342569946/tsitp-cousins-beach-shirt-comfort-colors?ref=shop_review,4342569946
1781159667-87,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=22,"Kristie on Sep 14, 2025",2025-09-14,1.0,Little bit of a shipping issue but seller rectified it and love the shirt.,Kristie,"Fruit of the Spirit Shirt Comfort Colors, Christian Bible Verse Fruit T Shirt, Vintage Faith Tee, Galatians Religious Faith Apparel",5 out of 5 stars,https://i.etsystatic.com/7091212364/r/il/494606/7091212364/il_340x270.7091212364_sffp.jpg,https://www.etsy.com/listing/4348446438/fruit-of-the-spirit-shirt-comfort-colors?ref=shop_review,4348446438
1781159667-88,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=22,"Amy on Sep 14, 2025",2025-09-14,49.0,Looks great - fits perfect,Amy,"Onyx Storm Quest Squad Broccoli Comfort Colors Shirt, Fourth Wing Shirt, Broccoli Cat TShirt, Ridoc Romantasy Fan Shirt, Dragon Rider Tee",5 out of 5 stars,https://i.etsystatic.com/6639380422/r/il/a404db/6639380422/il_340x270.6639380422_5ak9.jpg,https://www.etsy.com/listing/1873254505/onyx-storm-quest-squad-broccoli-comfort?ref=shop_review,1873254505
1781159667-91,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=22,"Etsy buyer on Sep 13, 2025",2025-09-13,27.0,Good quality and met my expectations,Etsy buyer,"Basgiath War College 2 Sided Comfort Colors Shirt, Vintage Dragon Rider TShirt,  Fourth Wing Riders Quadrant,Trendy Book Merch,Bookish Gifts",5 out of 5 stars,https://i.etsystatic.com/6572047861/r/il/c15703/6572047861/il_340x270.6572047861_4vw6.jpg,https://www.etsy.com/listing/1834454236/basgiath-war-college-2-sided-comfort?ref=shop_review,1834454236
1781159667-93,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=22,"Aliya on Sep 13, 2025",2025-09-13,5.0,"Love this print, it’s a pretty great quality T-shirt as well, feels great on. 10/10 recommend",Aliya,"Aelin Galathynius Fireheart Comfort Colors Shirt, Terrasen TOG TShirt, SJM Inspire Two Sides, Kingsflame The Thirteen, Book Merch",5 out of 5 stars,https://i.etsystatic.com/6232606867/r/il/309059/6232606867/il_340x270.6232606867_nf3a.jpg,https://www.etsy.com/listing/1761371890/aelin-galathynius-fireheart-comfort?ref=shop_review,1761371890
1781159667-94,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=22,"Amber on Sep 13, 2025",2025-09-13,6.0,"Shipped quickly, love the shirt have enjoyed wearing it.",Amber,"Mr Darcy Pride and Prejudice Comfort Colors Shirt, You Have Bewitched Me T Shirt, Pemberley Jane Austen Merch, Fitzwilliam Darcy Tee Gift",5 out of 5 stars,https://i.etsystatic.com/6781110960/r/il/6e0543/6781110960/il_340x270.6781110960_g7lr.jpg,https://www.etsy.com/listing/1899972965/mr-darcy-pride-and-prejudice-comfort?ref=shop_review,1899972965
1781159673-99,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=23,"Emma on Sep 12, 2025",2025-09-12,1.0,"Love this shirt, I wear it as often as possible ^-^",Emma,"Montague Muffins Leather And Lark Comfort Colors Shirt, Butcher And Blackbird Book Series TShirt For Fan, Gift For Book Lover",5 out of 5 stars,https://i.etsystatic.com/6831672719/r/il/9ca773/6831672719/il_340x270.6831672719_qnjg.jpg,https://www.etsy.com/listing/1901515435/montague-muffins-leather-and-lark?ref=shop_review,1901515435
1781159673-108,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=23,"Kacie on Sep 10, 2025",2025-09-10,3.0,"I love this shirt, thank you so much!",Kacie,"Banned Books Club Comfort Colors Shirt, I'm With The Banned T Shirt, Dark Academia Librarian Tee, Gift For Book Lover, Bookish Shirt",5 out of 5 stars,https://i.etsystatic.com/6277501505/r/il/4210c6/6277501505/il_340x270.6277501505_qps0.jpg,https://www.etsy.com/listing/1785333617/banned-books-club-comfort-colors-shirt?ref=shop_review,1785333617
1781159679-117,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=24,"Tiffany on Sep 9, 2025",2025-09-09,13.0,Bought so many shirts and they’re all soooo cute!!!,Tiffany,"Violet Apothecary Comfort Colors Shirt, Basgiath War College Merch, Fourth Wing Shirts, Riders Quadrant, Bookish Tee, Gift For Book Lover",5 out of 5 stars,https://i.etsystatic.com/6104605440/r/il/093db7/6104605440/il_340x270.6104605440_93cg.jpg,https://www.etsy.com/listing/1757274509/violet-apothecary-comfort-colors-shirt?ref=shop_review,1757274509
1781159679-118,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=24,"Alyssa on Sep 8, 2025",2025-09-08,2.0,LOVE THIS SHOW AND THIS SHIRT!,Alyssa,"Stars Hollows Connecticut Stamps Shirt Comfort Colors, Luke's Coffee T Shirt, No Cell Phone Dragonfly Inn, TV Show Fans Gift",5 out of 5 stars,https://i.etsystatic.com/7066249029/r/il/908aea/7066249029/il_340x270.7066249029_qet4.jpg,https://www.etsy.com/listing/4335124845/stars-hollows-connecticut-stamps-shirt?ref=shop_review,4335124845
1781159679-120,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=24,"Jessica on Sep 7, 2025",2025-09-07,4.0,Fast shipping. The shirt was as described. I get lots of laughs from it,Jessica,"Funny Fans Comfort Colors Shirt, Only Fans Inspired Meme T Shirt, Fan Of Fans, Funny Gift For Friends, Trendy Shirt",5 out of 5 stars,https://i.etsystatic.com/6354137316/r/il/db5574/6354137316/il_340x270.6354137316_9bib.jpg,https://www.etsy.com/listing/1796480438/funny-fans-comfort-colors-shirt-only?ref=shop_review,1796480438
1781159679-121,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=24,"Etsy buyer on Sep 7, 2025",2025-09-07,5.0,High quality! Beautiful graphic. Very happy with the shirt.,Etsy buyer,"Night Owl Reader Shirt Comfort Colors, Late Night Reading Book Club Shirt, Trendy Book Shirt, Book Lover Gift, Cute Bookworm Tee",5 out of 5 stars,https://i.etsystatic.com/6874975428/r/il/6a2a38/6874975428/il_340x270.6874975428_1ytr.jpg,https://www.etsy.com/listing/4307978357/night-owl-reader-shirt-comfort-colors?ref=shop_review,4307978357
1781159679-122,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=24,"Alexis on Sep 7, 2025",2025-09-07,1.0,The comfiest shirt ever. It’s also super pretty in the lilac color,Alexis,"Progress Is Not Linear Teacher Comfort Colors Shirt, SPED Teacher Gift, Mental Health Awareness TShirt, Special Education Teacher Shirts",5 out of 5 stars,https://i.etsystatic.com/6980357924/r/il/ad133d/6980357924/il_340x270.6980357924_ph7k.jpg,https://www.etsy.com/listing/4328067058/progress-is-not-linear-teacher-comfort?ref=shop_review,4328067058
1781159679-126,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=16,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=24,"Alejandra on Sep 6, 2025",2025-09-06,2.0,Super cute and great quality,Alejandra,"Acotar The Night Court Comfort Colors Shirt, Acotar Velaris Night Court Shirt, City Of Starlight Court Of Dreams, Inner Circle Acotar Tee",5 out of 5 stars,https://i.etsystatic.com/6871158809/r/il/af7882/6871158809/il_340x270.6871158809_1k11.jpg,https://www.etsy.com/listing/4297649211/acotar-the-night-court-comfort-colors?ref=shop_review,4297649211
