web_scraper_order,web_scraper_start_url,pagination,data,review_date,review_count,context,buyer,title,rating,image,url,listing_id
1781160350-89,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=28,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=34,"Sarah on Aug 22, 2025",2025-08-22,2.0,Came in pretty quickly. I liked the design,Sarah,"Lilo And Stitch Pudge Controls The Weather Shirt Comfort Colors, Pudge Fish T-Shirt, Family Matching Shirt, Magic Kingdom Trip Tee",4 out of 5 stars,https://i.etsystatic.com/6984584463/r/il/f0ef2c/6984584463/il_340x270.6984584463_9v9h.jpg,https://www.etsy.com/listing/4319880515/lilo-and-stitch-pudge-controls-the?ref=shop_review,4319880515
1781160350-94,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=28,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=34,"Jennifer on Aug 21, 2025",2025-08-21,1.0,Love this design. Turned out perfect.,Jennifer,"Acotar All Booked for Christmas Comfort Colors Shirt, SJM Book Lover Shirt,Throne of Glass, Bookish Xmas Gift, Christmas Book Lover TShirt",5 out of 5 stars,https://i.etsystatic.com/6340709218/r/il/7d092e/6340709218/il_340x270.6340709218_2tzo.jpg,https://www.etsy.com/listing/1808232499/acotar-all-booked-for-christmas-comfort?ref=shop_review,1808232499
1781160350-97,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=28,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=34,"Britton on Aug 21, 2025",2025-08-21,6.0,Great quality and looks amazing.,Britton,"Leather and Lark Dark Romance Comfort Colors Shirt, Multiple Deleters Club T Shirt, Brynne Inspired Book Shirt, Gift For Book Lover",5 out of 5 stars,https://i.etsystatic.com/6861870259/r/il/440c08/6861870259/il_340x270.6861870259_s7m0.jpg,https://www.etsy.com/listing/4295845473/leather-and-lark-dark-romance-comfort?ref=shop_review,4295845473
1781160357-99,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=28,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=35,"Emily on Aug 21, 2025",2025-08-21,1.0,Absolutely perfect. Got a couple sizes up for a more oversized fit,Emily,"Xaden Riorson House Comfort Colors Shirt, Xaddy Shirt, Dragon Rider 2-Sided Shirt, Fourth Wing Fan Merch, Onyx Storm,Romantasy Bookish Gifts",5 out of 5 stars,https://i.etsystatic.com/6709352192/r/il/55d7d9/6709352192/il_340x270.6709352192_k9be.jpg,https://www.etsy.com/listing/1872822500/xaden-riorson-house-comfort-colors-shirt?ref=shop_review,1872822500
1781160357-101,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=28,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=35,"Madison on Aug 21, 2025",2025-08-21,1.0,This is a great shirt. I love the quality of it and it looks just like the pictures. Would 100% recommend.,Madison,"It’s All In The Hip Comfort Colors Shirt, Funny Happy Golf Movie Inspired T Shirt, 90s Golf Movie Tee, Just Tap It In",4 out of 5 stars,https://i.etsystatic.com/7065440812/r/il/05a746/7065440812/il_340x270.7065440812_j9nc.jpg,https://www.etsy.com/listing/4343710881/its-all-in-the-hip-comfort-colors-shirt?ref=shop_review,4343710881
1781160357-102,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=28,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=35,"Allison on Aug 20, 2025",2025-08-20,1.0,These are rhe perfect book tees!!,Allison,"Manon The Kin Slayer Comfort Colors Shirt, The Thirteen Two Sided TShirt For Fan, TOG From Now Until The Darkness, Gift For Book Lover",5 out of 5 stars,https://i.etsystatic.com/6538112078/r/il/586449/6538112078/il_340x270.6538112078_5qrp.jpg,https://www.etsy.com/listing/1838116926/manon-the-kin-slayer-comfort-colors?ref=shop_review,1838116926
1781160364-116,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=28,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=36,"Caroline on Aug 20, 2025",2025-08-20,2.0,Super fast and looks just like the picture advertised,Caroline,"Acotar Ghost Reading Book Comfort Colors Shirt, SJM Book Shirt, Bookish Ghost Tee, Throne of Glass, SJM Book Reader, Halloween Book Lover",4 out of 5 stars,https://i.etsystatic.com/6257887963/r/il/af4fc6/6257887963/il_340x270.6257887963_dw0z.jpg,https://www.etsy.com/listing/1781190023/acotar-ghost-reading-book-comfort-colors?ref=shop_review,1781190023
1781160364-119,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=28,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=36,"Etsy buyer on Aug 19, 2025",2025-08-19,3.0,I loved it soo much! Everything I wanted,Etsy buyer,"Kelce Football Comfort Colors Shirt, Miss Americana Football T Shirt, Karma Is The Guy On The Chiefs, Kelce’s Tight End ,Game Day Football",5 out of 5 stars,https://i.etsystatic.com/6389626874/r/il/0bce55/6389626874/il_340x270.6389626874_v6bc.jpg,https://www.etsy.com/listing/1803645934/kelce-football-comfort-colors-shirt-miss?ref=shop_review,1803645934
1781160364-121,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=28,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=36,"Eva on Aug 19, 2025",2025-08-19,1.0,"This shirt is amazing, nice quality and soft",Eva,"Boys Of Tommen Books Stamp Comfort Colors Shirt, Tommen College Shirt, Kavanagh 13 Tshirt, Trendy College Shirt, Bookish Merch",5 out of 5 stars,https://i.etsystatic.com/7085020848/r/il/5ab314/7085020848/il_340x270.7085020848_531s.jpg,https://www.etsy.com/listing/4347279519/boys-of-tommen-books-stamp-comfort?ref=shop_review,4347279519
1781160371-127,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=28,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=37,"trudy on Aug 18, 2025",2025-08-18,6.0,Great shirt; my daughter will be so excited!,trudy,"Foxfire Academy Comfort Colors Shirt, Keeper Of The Lost Cities Symbols Shirt, KOTLC TShirt, Bookish Gifts, Foxfire Academy Merch",5 out of 5 stars,https://i.etsystatic.com/6297903671/r/il/5c0d6a/6297903671/il_340x270.6297903671_il6s.jpg,https://www.etsy.com/listing/1775195040/foxfire-academy-comfort-colors-shirt?ref=shop_review,1775195040
1781160371-128,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=28,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=37,"Jessica on Aug 18, 2025",2025-08-18,1.0,Exactly as pictured and described! So incredibly pleased with my purchase! Will definitely be buying from this shop again!,Jessica,"Multiple Deleters Club Comfort Colors Shirt, Feckin Catastrophe T Shirt, Leather and Lark Dark Romance Tee, Brynne Inspire, Bookish Gift",5 out of 5 stars,https://i.etsystatic.com/6887399571/r/il/45f1ef/6887399571/il_340x270.6887399571_tje8.jpg,https://www.etsy.com/listing/4300885698/multiple-deleters-club-comfort-colors?ref=shop_review,4300885698
1781160371-138,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=28,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=37,"Jodi on Aug 17, 2025",2025-08-17,1.0,Love it! Ready for baseball season(s)!,Jodi,"Baseball Mom Take Me Out To The Ballgame Comfort Colors Shirt, Funny Baseball Mom Shirt, Baseball Season Tee, Game Day Apparel, Sport Mom",5 out of 5 stars,https://i.etsystatic.com/6770103767/r/il/53d844/6770103767/il_340x270.6770103767_otu0.jpg,https://www.etsy.com/listing/1889438405/baseball-mom-take-me-out-to-the-ballgame?ref=shop_review,1889438405
1781160371-140,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=28,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=37,"CoriAnn on Aug 17, 2025",2025-08-17,2.0,"This shirt is so well made! The picture on the front seems to be a part of the actual shirt instead of just stuck on. The only “negative” thing I could say about it is, the fit of the shirt isn’t as oversized as I was going for.",CoriAnn,"Scythe & Sparrow Silveria Circus Comfort Colors Shirt, Butcher And Blackbird Inspired Tshirt, Dark Romance Book Merch,Brynne Weaver Apparel",4 out of 5 stars,https://i.etsystatic.com/6742562806/r/il/29c5e6/6742562806/il_340x270.6742562806_moyo.jpg,https://www.etsy.com/listing/1879169364/scythe-sparrow-silveria-circus-comfort?ref=shop_review,1879169364
1781160385-155,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=28,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=39,"Michelle on Aug 15, 2025",2025-08-15,3.0,The shirt came as pictured!,Michelle,"Enemies To Lovers Comfort Colors Shirt, Romantasy T Shirt, Dark Romance Reader, Book Club Shirt, Gift For Book Lover",5 out of 5 stars,https://i.etsystatic.com/6265636431/r/il/534cd5/6265636431/il_340x270.6265636431_r8nq.jpg,https://www.etsy.com/listing/1782823527/enemies-to-lovers-comfort-colors-shirt?ref=shop_review,1782823527
1781160385-158,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=28,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=39,"Amber on Aug 15, 2025",2025-08-15,1.0,Lovely shirt will enjoy wearing,Amber,"Society Of Obstinate Headstrong Girls Comfort Colors Shirt, Strong Girl Shirt, Feminist Shirt, Women’s Rights TShirt",5 out of 5 stars,https://i.etsystatic.com/6468384610/r/il/8e168c/6468384610/il_340x270.6468384610_m436.jpg,https://www.etsy.com/listing/1819970866/society-of-obstinate-headstrong-girls?ref=shop_review,1819970866
1781160392-173,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=28,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=40,"Chelsea on Aug 14, 2025",2025-08-14,8.0,Great quality and love the shirt,Chelsea,"Twilight Inspired Comfort Colors Shirt, Vampire Wolf Romance Shirt, Twilight Saga Fan Apparel, Edward Bella Fan Merch, Gift for Book Lover",5 out of 5 stars,https://i.etsystatic.com/6845910167/r/il/8c36d3/6845910167/il_340x270.6845910167_ivhg.jpg,https://www.etsy.com/listing/1904375381/twilight-inspired-comfort-colors-shirt?ref=shop_review,1904375381
1781160392-177,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=28,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=40,"Lily on Aug 13, 2025",2025-08-13,1.0,Perfect. Super happy with the product!!!,Lily,"Girl Dad Club Shirt Comfort Colors, Custom Girl Dad Est Shirt, Fathers Day Gifts, Dad Of Girls Tee, Girl Dad Est Year Tee,Father's Day Shirt",5 out of 5 stars,https://i.etsystatic.com/6866027776/r/il/2c6686/6866027776/il_340x270.6866027776_l59i.jpg,https://www.etsy.com/listing/4306205309/girl-dad-club-shirt-comfort-colors?ref=shop_review,4306205309
1781160392-180,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=28,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=40,"Courtney on Aug 13, 2025",2025-08-13,6.0,love my twilight shirt excellent quality,Courtney,"Twilight Inspired Shirt Comfort Colors, Book Cover Aesthetic TShirt, Twilight Saga Fan Gift, Vampires Wolves Romance Unisex Shirt",5 out of 5 stars,https://i.etsystatic.com/6839476834/r/il/f106c6/6839476834/il_340x270.6839476834_rgtw.jpg,https://www.etsy.com/listing/4300893580/twilight-inspired-shirt-comfort-colors?ref=shop_review,4300893580
1781160399-187,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=28,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=41,"lauren on Aug 12, 2025",2025-08-12,1.0,Super helpful with wanting to change up my order! Great quality and super cute,lauren,"The Thirteen Throne Of Glass Comfort Colors Shirt, From Now Until The Darkness Claims Us, Throne Of Glass SJM Merch, We Are The Thirteen",5 out of 5 stars,https://i.etsystatic.com/6190953544/r/il/efa619/6190953544/il_340x270.6190953544_s57c.jpg,https://www.etsy.com/listing/1776950463/the-thirteen-throne-of-glass-comfort?ref=shop_review,1776950463
1781160399-188,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=28,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=41,"lauren on Aug 12, 2025",2025-08-12,2.0,Love love love! I have too many now,lauren,"Terrasen TOG Comfort Colors Shirt, Fireheart Shirts, House Galathynius SJM T Shirt, To Whatever End Tee, Gift For Bookish Fan",5 out of 5 stars,https://i.etsystatic.com/6756806206/r/il/bf70b1/6756806206/il_340x270.6756806206_73yf.jpg,https://www.etsy.com/listing/1896144909/terrasen-tog-comfort-colors-shirt?ref=shop_review,1896144909
1781160399-189,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=28,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=41,"lauren on Aug 12, 2025",2025-08-12,7.0,I LOVE these shirts! So creative and comfy.,lauren,"Fourth Wing Dragon Comfort Colors Shirt, Basgiath War Codex TShirt, Tairn & Andarna Tail TShirt, Dragon Rider Shirt, Bookish Gifts",5 out of 5 stars,https://i.etsystatic.com/6572481826/r/il/6d5c3b/6572481826/il_340x270.6572481826_gsfi.jpg,https://www.etsy.com/listing/1845452922/fourth-wing-dragon-comfort-colors-shirt?ref=shop_review,1845452922
1781160399-190,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=28,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=41,"Sallie on Aug 12, 2025",2025-08-12,1.0,"Cute design, easily customized & fast shipping!",Sallie,"I Got My Sea Legs At Fishbowl Comfort Colors Shirt, Emily Henry Great Big Beautiful Life Shirt, Little Crescent Island, Gift For Book Lover",4 out of 5 stars,https://i.etsystatic.com/6910955564/r/il/8e786d/6910955564/il_340x270.6910955564_a10x.jpg,https://www.etsy.com/listing/4314864136/i-got-my-sea-legs-at-fishbowl-comfort?ref=shop_review,4314864136
1781160406-199,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=28,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=42,"Alyssa on Aug 11, 2025",2025-08-11,1.0,"Love the shirts, great quality!!",Alyssa,"I Love You In TSITP Comfort Colors Shirt, Cousins Beach T Shirt, Team Conrad Belly Jeremiah Tee, Bookish Movie Merch For Fans",5 out of 5 stars,https://i.etsystatic.com/7107026579/r/il/4afe1b/7107026579/il_340x270.7107026579_s9ap.jpg,https://www.etsy.com/listing/4342570121/i-love-you-in-tsitp-comfort-colors-shirt?ref=shop_review,4342570121
1781160406-201,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=28,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=42,"Jayde on Aug 11, 2025",2025-08-11,4.0,"The shirt is great quality and looks just like the picture! I love it, It's one of my favorite shirts now!",Jayde,"Lunathion Crescent City Comfort Colors Shirt,  Bryce Tattoo, Bryce Quinlan Merch, Crescent City Sjm Merch, House Of Earth And Blood",5 out of 5 stars,https://i.etsystatic.com/6161166361/r/il/7c8b8c/6161166361/il_340x270.6161166361_244n.jpg,https://www.etsy.com/listing/1759162351/lunathion-crescent-city-comfort-colors?ref=shop_review,1759162351
1781160406-206,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=28,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=42,"Romy on Aug 11, 2025",2025-08-11,1.0,Awesome shirt! I bought it for my daughter and she absolutely loves it! Very cool shirt for any Heartstopper Fan! Highly recommend!,Romy,"I Love You Charlie And Nick Comfort Colors Shirt,  LGBTQ Pride Month Movie T Shirt, LGBTQ+ Pride Apparel, LGBT Support Tee, Gift For Friend",5 out of 5 stars,https://i.etsystatic.com/6849527580/r/il/cd07ad/6849527580/il_340x270.6849527580_9q8h.jpg,https://www.etsy.com/listing/4302919305/i-love-you-charlie-and-nick-comfort?ref=shop_review,4302919305
1781160741-7,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=43,,"Samantha on Aug 9, 2025",2025-08-09,3.0,"I really want to give this product a 5* rating. When I received the shirt in the mail I was absolutely floored by how beautiful it was in person! However I've not even gotten a chance to wear it yet. My uncle needing clothes to make a full load of laundry, asked if he could grab some of mine while I was at work. When I got home I noticed the design was completely stuck together. Even with me being careful it ruined the design. Im not sure what kind of settings was on the washer or dryer for that to happen. However that was my first graphic tee to do that. Im sad I didn't even get to try it on to see how it looked.",Samantha,"Jasmine Dragon Tea Shop Comfort Colors Shirt, Uncle Iroh Shirt Gift, Anime Lover's Gift, Uncle Iroh Tea Shop Inspired, Avatar TShirt",3 out of 5 stars,https://i.etsystatic.com/6557721462/r/il/128753/6557721462/il_340x270.6557721462_a4nm.jpg,https://www.etsy.com/people/ip6lnc5uwh4ukq62,
1781160749-15,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=43,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=44,"Codi on Aug 8, 2025",2025-08-08,2.0,"Quick arrival, great quality, true to size! The design is clear and bright and doesn't seem to be the type to chip off in the wash. Overall, very pleased with my puchase!",Codi,"Born to Jest Forced to Joust Comfort Colors Shirt, Sarcastic Humor T Shirt, Medieval Middle Ages Tee Gift,  Funny Meme Tee",5 out of 5 stars,https://i.etsystatic.com/6639270754/r/il/4994e9/6639270754/il_340x270.6639270754_flcc.jpg,https://www.etsy.com/listing/1873236175/born-to-jest-forced-to-joust-comfort?ref=shop_review,1873236175
1781160749-16,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=43,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=44,"Kristi on Aug 8, 2025",2025-08-08,1.0,Comfort colors are my favorite shirts and the design is so cute! And came so fast!,Kristi,"Halloweentown Est 1998 Comfort Colors Shirt, Retro Halloweentown University Graphic T Shirt, Spooky Apparel, Funny Fall Shirt Gift",5 out of 5 stars,https://i.etsystatic.com/7011109032/r/il/8f140b/7011109032/il_340x270.7011109032_hieb.jpg,https://www.etsy.com/listing/4333685733/halloweentown-est-1998-comfort-colors?ref=shop_review,4333685733
1781160749-21,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=43,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=44,"Heather on Aug 8, 2025",2025-08-08,1.0,"Great quality shirt, received many compliments from other book moms!",Heather,"Tired Moms Book Club Comfort Colors Shirt,  Funny Coffee Chaos Reading T Shirt, Mom LifeBookish Apparel, Gift For Book Lover",5 out of 5 stars,https://i.etsystatic.com/6915964180/r/il/1c4a93/6915964180/il_340x270.6915964180_sl71.jpg,https://www.etsy.com/listing/4315867471/tired-moms-book-club-comfort-colors?ref=shop_review,4315867471
1781160749-23,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=43,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=44,"Aliyah on Aug 8, 2025",2025-08-08,4.0,"Lovely design, and arrived quickly!",Aliyah,"Basgiath War College Comfort Colors Shirt, Fourth Wing 2 Sided Shirt, Xaden Riorson Fan, Dragon Rider Merch, Rebecca Yarros",5 out of 5 stars,https://i.etsystatic.com/6526962638/r/il/4e5a2a/6526962638/il_340x270.6526962638_oxcl.jpg,https://www.etsy.com/listing/1849548553/basgiath-war-college-comfort-colors?ref=shop_review,1849548553
1781160749-25,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=43,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=44,"Katherine on Aug 8, 2025",2025-08-08,6.0,My mom loves the shirt! The shirt is soft and the print is amazing.,Katherine,"Fourth Wing Basgiath War College Comfort Colors Shirt, Xaden Riorson Riders Quadrant Tee, Dragon Rider, Violet Sorrengail, Bookish Shirt",5 out of 5 stars,https://i.etsystatic.com/6547471002/r/il/82c80a/6547471002/il_340x270.6547471002_qnqe.jpg,https://www.etsy.com/listing/1840194412/fourth-wing-basgiath-war-college-comfort?ref=shop_review,1840194412
1781160757-29,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=43,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=45,"Yasmine on Aug 6, 2025",2025-08-06,3.0,"Love the shirt so much , so cute and comfy",Yasmine,"Powerless Series Lauren Roberts Comfort Colors Shirt, Kai Azer & Paedyn Gray Shirt, Fantasy Bookish Shirt, Powerful Book Shirt, Bookish Gift",5 out of 5 stars,https://i.etsystatic.com/6812144683/r/il/8bc1bf/6812144683/il_340x270.6812144683_4bcs.jpg,https://www.etsy.com/listing/1883474650/powerless-series-lauren-roberts-comfort?ref=shop_review,1883474650
1781160757-35,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=43,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=45,"Rachael on Aug 6, 2025",2025-08-06,1.0,I love this shirt and this quote so much. I can’t wait to wear it,Rachael,"LOTR I Am No Man Comfort Colors Shirt, Fantasy Reader Apparel, The Ring Book TShirt, Gift For Book Lover",5 out of 5 stars,https://i.etsystatic.com/6587522124/r/il/8ef198/6587522124/il_340x270.6587522124_tswz.jpg,https://www.etsy.com/listing/1848489404/lotr-i-am-no-man-comfort-colors-shirt?ref=shop_review,1848489404
1781160757-39,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=43,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=45,"Rachael on Aug 6, 2025",2025-08-06,39.0,Shirt turned out great! I like the way the pattern was adhered to the shirt. It’s so much better than all the other shirts I’ve seen on Etsy,Rachael,"Wicked Together We’re Unlimited Comfort Colors Shirt, Defy Gravity Broomstick Magic Wand Tee, Wicked The Musical,  Wizard Movie Fan Tee",5 out of 5 stars,https://i.etsystatic.com/6441989036/r/il/236ec3/6441989036/il_340x270.6441989036_tvlw.jpg,https://www.etsy.com/listing/1814326026/wicked-together-were-unlimited-comfort?ref=shop_review,1814326026
1781160765-44,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=43,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=46,"Brenna on Aug 6, 2025",2025-08-06,1.0,Love this shirt! Just what I was looking for :) so soft and got here quick! Can’t wait to wear it!,Brenna,"Tired Moms Book Club Shirt Comfort Colors, Book Lover Tee, Funny Coffee Chaos Reading Momlife Gift, Bookish Apparel, Literary Graphic Tshirt",5 out of 5 stars,https://i.etsystatic.com/6842048072/r/il/d25b4f/6842048072/il_340x270.6842048072_c013.jpg,https://www.etsy.com/listing/4301406623/tired-moms-book-club-shirt-comfort?ref=shop_review,4301406623
1781160773-58,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=43,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=47,"Chantal on Aug 5, 2025",2025-08-05,1.0,Comfortable tees with fun design.,Chantal,"In July We Wear Red White And Blue Comfort Colors Shirt, 4th of July American Memorial T Shirt, Independence Day Gift",5 out of 5 stars,https://i.etsystatic.com/6889442940/r/il/c55cd2/6889442940/il_340x270.6889442940_odsq.jpg,https://www.etsy.com/listing/4310814948/in-july-we-wear-red-white-and-blue?ref=shop_review,4310814948
1781160773-61,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=43,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=47,"Kiki on Aug 5, 2025",2025-08-05,13.0,"This is my second t shirt from the shop, so that says it all! Great fit, quality material, comfy, fabulous design that doesn’t look cheap. Great for any fourth wing book lover!",Kiki,"Fourth Wing Series Two Sided Comfort Colors Shirt For Fans, War College T-Shirt, Dragon Rider Bookish Shirt, Book Merch Gift",5 out of 5 stars,https://i.etsystatic.com/6490092703/r/il/e92e8a/6490092703/il_340x270.6490092703_6seh.jpg,https://www.etsy.com/listing/1814326778/fourth-wing-series-two-sided-comfort?ref=shop_review,1814326778
1781160773-70,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=43,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=47,"Etsy buyer on Aug 4, 2025",2025-08-04,4.0,"Love my shirt.  Only disappointment is that the navy is not nearly as dark as shown in the picture for shirt color choices.  I had to double check that I had indeed ordered navy blue, not the denim blue. That is my only complaint.",Etsy buyer,"Anti Social Book Club Comfort Colors Shirt, Book Club TShirt, Book Lover Gift, Bookish Christmas Reading Gift, Librarian Xmas Gifts",4 out of 5 stars,https://i.etsystatic.com/6490084537/r/il/199e80/6490084537/il_340x270.6490084537_t6pt.jpg,https://www.etsy.com/listing/1828516667/anti-social-book-club-comfort-colors?ref=shop_review,1828516667
1781160781-74,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=43,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=48,"Molly on Aug 4, 2025",2025-08-04,2.0,Super cute! I got one for myself and one for my mom to wear on the 4th of July; we got lots of compliments!,Molly,"Retro Party In The Usa Comfort Colors Shirt, 4th Of July Graphic Shirt, Patriotic Independence Day Tee, Cute Patriotic Shirt,  Usa Pride",5 out of 5 stars,https://i.etsystatic.com/6892495529/r/il/26a0d5/6892495529/il_340x270.6892495529_nt1i.jpg,https://www.etsy.com/listing/4301914757/retro-party-in-the-usa-comfort-colors?ref=shop_review,4301914757
1781160781-79,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=43,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=48,"Samantha on Aug 3, 2025",2025-08-03,5.0,I reached out to do a special one and they were able to make it happen! Quick in responding. Will definitely order again.,Samantha,"My Custom Will Kill You Comfort Colors Shirt, Custom Funny Gag Boyfriend T Shirt, Gift For Valentine’s Day, Cute Couple's Gift",5 out of 5 stars,https://i.etsystatic.com/6525193072/r/il/dbdbec/6525193072/il_340x270.6525193072_2x2q.jpg,https://www.etsy.com/listing/1834841724/my-custom-will-kill-you-comfort-colors?ref=shop_review,1834841724
1781160789-89,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=43,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=49,"Etsy buyer on Aug 3, 2025",2025-08-03,2.0,Exactly as pictured. Fast shipping. Thank you!,Etsy buyer,"Halloweentown Est 1998 Comfort Colors Shirt, Halloweentown University Shirts, Spooky Season Shirt, Gift For Friends",5 out of 5 stars,https://i.etsystatic.com/6257994923/r/il/07c6da/6257994923/il_340x270.6257994923_lul3.jpg,https://www.etsy.com/listing/1781208285/halloweentown-est-1998-comfort-colors?ref=shop_review,1781208285
1781160789-92,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=43,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=49,"Jonna on Aug 2, 2025",2025-08-02,4.0,"Soft, great color and comfortable",Jonna,"Book Club Comfort Colors Shirt, Book Lover Gifts, Reading Book, Bookworm Gift, Bookish Shirt, A Book A Day Keep The Mental Breakdown Away",5 out of 5 stars,https://i.etsystatic.com/6161133903/r/il/b3d3b2/6161133903/il_340x270.6161133903_ik9l.jpg,https://www.etsy.com/listing/1759154615/book-club-comfort-colors-shirt-book?ref=shop_review,1759154615
