shop_name,listing_id,title,tags,image_1,image_2,image_3,image_4,image_5,image_6,image_7,image_8,image_9,image_10,image_11,image_12,image_13,image_14,image_15,image_16,image_17,image_18,image_19,image_20
Replace Mockup,4332038646,"We All Swim Together Comfort Colors Shirt, Teacher Back to School Tee, Ocean Animal Classroom Shirt, Underwater Turtle Outfit","Gift For Teacher, Back To School Shirt, Funny Teacher Shirts, Teacher Appreciation, Teacher Life Shirt, Kindergarten Teacher, Comfort Colors Shirt, Teacher Gift Shirt, Teacher T Shirts, Ocean Teacher Shirt, Teacher Tshirt, Teacher Teaching, Preschool Teacher",D:\Intern\Code\topcv-data-pipeline\output\single\4332038646_pose_A1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\4332038646_pose_A2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\4332038646_pose_B1_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\4332038646_pose_B2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\4332038646_pose_C1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\4332038646_pose_C2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\4332038646_pose_D1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\4332038646_pose_D2_white_single.png,,,,,,,,,,,,
Replace Mockup,1869970326,"Xaden Riorson Quote Comfort Colors Shirt, Fourth Wing Book Quotes, Xaddy Shirt, I Love You In Book Quotes, Romantasy Book Merch","Violet Sorrengail, I Love You Shirt, Fourth Wing Merch, Love In Book Quote, Dragon Rider Shirt, Xaden Riorson Shirt, Violent Little Thing, Comfort Colors Shirt, Xaddy Fourth Wing, Bookish Merch, Fourth Wing Xaden, Bookish TShirt, Romantasy Book",D:\Intern\Code\topcv-data-pipeline\output\single\1869970326_pose_A1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1869970326_pose_A2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1869970326_pose_B1_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1869970326_pose_B2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1869970326_pose_C1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1869970326_pose_C2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1869970326_pose_D1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1869970326_pose_D2_white_single.png,,,,,,,,,,,,
Replace Mockup,1744959908,"SJM Tour Comfort Colors Shirt, The Mass Tour Shirt, Acotar Shirt, Crescent City Merch, Throne Of Glass Shirt Merch, SJM Merch","The Maas Tour, Throne Of Glass, Acotar Merch, The Night Court, Crescent City, Sjm Merch, Sarah J Maas Merch, Sarah J Maas Shirt, Bookish Merch, The Eras Tour Merch, Feyre And Rhysand, Acotar Velaris Shirt, Trendy Booktok",D:\Intern\Code\topcv-data-pipeline\output\single\1744959908_pose_A1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1744959908_pose_A2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1744959908_pose_B1_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1744959908_pose_B2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1744959908_pose_C1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1744959908_pose_C2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1744959908_pose_D1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1744959908_pose_D2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1744959908_pose_D4_white_single.png,,,,,,,,,,,
Replace Mockup,1743087718,"The Thirteen Throne Of Glass Comfort Colors Shirt, Sjm Merch, From Now Until The Darkness Claims Us Shirt, We Are The Thirteen, Bookish Gift","Darkness Claims Us, Booktok Merch, The Thirteen Shirt, Bookish Quote, Book Lover Shirt, Bookish Shirt, From Now Until The, We Are The Thirteen, Dark Academia Tshirt, Throne Of Glass Tee, Sarah J Maas Shirt, Manon Blackbeak  Tee, Bookish Merch",D:\Intern\Code\topcv-data-pipeline\output\single\1743087718_pose_A1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1743087718_pose_A2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1743087718_pose_B1_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1743087718_pose_B2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1743087718_pose_C1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1743087718_pose_C2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1743087718_pose_D1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1743087718_pose_D2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1743087718_pose_D4_white_single.png,,,,,,,,,,,
Replace Mockup,1863063802,"Plated Prisoner Comfort Colors Shirt For Fan, Auren Goldfinch T Shirt, Gold Cage Tee, Gift For Book Lover","Goldfinch Shirt, Gild Glint Gleam, Commander Rip, King Ravinger, Glow Shirt, Auren And Slade, Villain For You, Auren Rip Slade, Bookish Gift, Fantasy Books, Plated Prisoner Gift, Auren Shirt, Goldfinch Sweatshirt",D:\Intern\Code\topcv-data-pipeline\output\single\1863063802_pose_A1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1863063802_pose_A2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1863063802_pose_B1_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1863063802_pose_B2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1863063802_pose_C1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1863063802_pose_C2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1863063802_pose_D1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1863063802_pose_D2_white_single.png,,,,,,,,,,,,
Replace Mockup,1834163623,"Funny Astarion Game Fan Comfort Colors Shirt, You’re Not Alone T Shirt, Astarion BG3 Shirts, High Elf Gaming Apparel, Dark Humor Tee","karlach bg3, baldurs gate 3 shirt, Dungeon Master Shirt, Astarion Juice Box, dungeon and dragon, video game shirt, baldur s gate 3, gamer shirt, game shirt women, Astarion Merch, outdoor adventure, Youre not alone, dnd shirt",D:\Intern\Code\topcv-data-pipeline\output\single\1834163623_pose_A1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1834163623_pose_A2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1834163623_pose_B1_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1834163623_pose_B2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1834163623_pose_C1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1834163623_pose_C2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1834163623_pose_D1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1834163623_pose_D2_white_single.png,,,,,,,,,,,,
Replace Mockup,4319880515,"Lilo And Stitch Pudge Controls The Weather Shirt Comfort Colors, Pudge Fish T-Shirt, Family Matching Shirt, Magic Kingdom Trip Tee","Comfort Colors Shirt, Kid Toddler Shirt, Comfort Color Shirt, Disneyland Trip Tee, Family Matching Tee, Animal Kingdom Tee, Disneyland Shirt, Lilo And Stitch Tee, Stitch Trip Shirt, Disney Stitch Shirt, Pudge The Fish Shirt, Disney Pudge Shirt",D:\Intern\Code\topcv-data-pipeline\output\single\4319880515_pose_A1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\4319880515_pose_A2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\4319880515_pose_B1_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\4319880515_pose_B2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\4319880515_pose_C1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\4319880515_pose_C2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\4319880515_pose_D1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\4319880515_pose_D2_white_single.png,,,,,,,,,,,,
Replace Mockup,1808232499,"Acotar All Booked for Christmas Comfort Colors Shirt, SJM Book Lover Shirt,Throne of Glass, Bookish Xmas Gift, Christmas Book Lover TShirt","Christmas Book Tree, Christmas TShirt, Acotar Series, Book Lover Gift, Throne Of Glass, SJM Book Tour, Comfort Colors Shirt, Acotar Merch Shirt, Velaris Tee, Christmas Gift, Sjm Merch, Crescent City Series, Funny Christmas Tree",D:\Intern\Code\topcv-data-pipeline\output\single\1808232499_pose_A1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1808232499_pose_A2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1808232499_pose_B1_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1808232499_pose_B2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1808232499_pose_C1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1808232499_pose_C2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1808232499_pose_D1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1808232499_pose_D2_white_single.png,,,,,,,,,,,,
Replace Mockup,4295845473,"Leather and Lark Dark Romance Comfort Colors Shirt, Multiple Deleters Club T Shirt, Brynne Inspired Book Shirt, Gift For Book Lover","Brynne Weaver, Butcher Blackbird, Dark Romance Books, Romance Book Merch, Ruinous Love Trilogy, Gift For Book Lover, Smut Merch, Butcher And, Scythe And Sparrow, Book Reader Shirt, Leather And Lark Tee, Blackbird Shirt, Rowan And Sloane",D:\Intern\Code\topcv-data-pipeline\output\single\4295845473_pose_A1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\4295845473_pose_A2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\4295845473_pose_B1_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\4295845473_pose_B2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\4295845473_pose_C1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\4295845473_pose_C2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\4295845473_pose_D1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\4295845473_pose_D2_white_single.png,,,,,,,,,,,,
Replace Mockup,1872822500,"Xaden Riorson House Comfort Colors Shirt, Xaddy Shirt, Dragon Rider 2-Sided Shirt, Fourth Wing Fan Merch, Onyx Storm,Romantasy Bookish Gifts","Comfort Colors Tee, Fourth Wing Shirt, Xaddy Shirt, Xaden Riorson House, Wingleader Shirt, Violent Little Thing, Fourth Wing Merch, Riorson House Aretia, Dragon Rider, Bookish Merch, Violet Sorrengail, Bookish Gift, Onyx Storm Merch",D:\Intern\Code\topcv-data-pipeline\output\single\1872822500_pose_A1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1872822500_pose_A2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1872822500_pose_B1_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1872822500_pose_B2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1872822500_pose_C1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1872822500_pose_C2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1872822500_pose_D1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1872822500_pose_D2_white_single.png,,,,,,,,,,,,
Replace Mockup,4343710881,"It’s All In The Hip Comfort Colors Shirt, Funny Happy Golf Movie Inspired T Shirt, 90s Golf Movie Tee, Just Tap It In","Retro gilmore shirt, happy Golf Shirt, gilmore Movie Shirt, memorabilia, graphic tee, funny golf shirt, golf gift, 90s movie, adam sandler, shooter mcgavin, 90s t shirt, chubbs peterson, funny golf gift",D:\Intern\Code\topcv-data-pipeline\output\single\4343710881_pose_A1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\4343710881_pose_A2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\4343710881_pose_B1_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\4343710881_pose_B2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\4343710881_pose_C1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\4343710881_pose_C2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\4343710881_pose_D1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\4343710881_pose_D2_white_single.png,,,,,,,,,,,,
Replace Mockup,1838116926,"Manon The Kin Slayer Comfort Colors Shirt, The Thirteen Two Sided TShirt For Fan, TOG From Now Until The Darkness, Gift For Book Lover","The Thirteen Shirt, Aelin Galathynius, Bookish Merch, Booktok Merch, Rowan Whitethorn, Sarah J Maas Merch, Bookish Shirt, Acotar Merch, Tog Merch, Acotar Shirt, Throne Of Glass Tee, Sarah J Maas Shirt, Darkness Claims Us",D:\Intern\Code\topcv-data-pipeline\output\single\1838116926_pose_A1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1838116926_pose_A2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1838116926_pose_B1_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1838116926_pose_B2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1838116926_pose_C1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1838116926_pose_C2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1838116926_pose_D1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1838116926_pose_D2_white_single.png,,,,,,,,,,,,
Replace Mockup,1781190023,"Acotar Ghost Reading Book Comfort Colors Shirt, SJM Book Shirt, Bookish Ghost Tee, Throne of Glass, SJM Book Reader, Halloween Book Lover","Bookworm Tee, Crescent City Series, Comfort Colors Shirt, Throne Of Glass, Spooky Ghost, SJM Book Tour, Velaris Tee, Ghost Reading, Book Lover, Acotar Merch Tshirt, Sjm Merch, Sjm Shirt, Ghost Tshirt",D:\Intern\Code\topcv-data-pipeline\output\single\1781190023_pose_A1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1781190023_pose_A2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1781190023_pose_B1_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1781190023_pose_B2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1781190023_pose_C1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1781190023_pose_C2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1781190023_pose_D1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1781190023_pose_D2_white_single.png,,,,,,,,,,,,
Replace Mockup,1803645934,"Kelce Football Comfort Colors Shirt, Miss Americana Football T Shirt, Karma Is The Guy On The Chiefs, Kelce’s Tight End ,Game Day Football","Kansas City Football, Kelce Comfort Tee, Kelce Kansas, Kansas City Chiefs, Travis Kelce 87, The Eras Tour, Travis Kelce T shirt, Football Shirt, Kansas City Shirt, NFL Sweater, America Football, Travis Kelce Eras, Kelce Fan Shirt",D:\Intern\Code\topcv-data-pipeline\output\single\1803645934_pose_A1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1803645934_pose_A2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1803645934_pose_B1_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1803645934_pose_B2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1803645934_pose_C1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1803645934_pose_C2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1803645934_pose_D1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1803645934_pose_D2_white_single.png,,,,,,,,,,,,
Replace Mockup,1775195040,"Foxfire Academy Comfort Colors Shirt, Keeper Of The Lost Cities Symbols Shirt, KOTLC TShirt, Bookish Gifts, Foxfire Academy Merch","Foxfire Academy, Bookish Shirt, Shannon Messenger, Book Lover Shirt, Sophie Foster, Team Foster-Keefe, Keeper Of Lost City, Book Lover Fan Gifts, Team Keefe, Sophie Elizabeth, Lost Cities Symbols, Keeper Of The, Comfort Colors Shirt",D:\Intern\Code\topcv-data-pipeline\output\single\1775195040_pose_A1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1775195040_pose_A2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1775195040_pose_B1_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1775195040_pose_B2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1775195040_pose_C1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1775195040_pose_C2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1775195040_pose_D1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1775195040_pose_D2_white_single.png,,,,,,,,,,,,
Replace Mockup,1889438405,"Baseball Mom Take Me Out To The Ballgame Comfort Colors Shirt, Funny Baseball Mom Shirt, Baseball Season Tee, Game Day Apparel, Sport Mom","Game Day Shirt, Baseball Mama Shirt, Baseball Game Day, Baseball Season, Baseball Team Shirt, Baseball Sweatshirt, Baseball Peanut, Sports Mom Shirt, Baseball Mom Gift, Mothers Day Gift, Gift For Mom, Comfort Colors Shirt, Baseball Aunt Shirt",D:\Intern\Code\topcv-data-pipeline\output\single\1889438405_pose_A1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1889438405_pose_A2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1889438405_pose_B1_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1889438405_pose_B2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1889438405_pose_C1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1889438405_pose_C2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1889438405_pose_D1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1889438405_pose_D2_white_single.png,,,,,,,,,,,,
Replace Mockup,1879169364,"Scythe & Sparrow Silveria Circus Comfort Colors Shirt, Butcher And Blackbird Inspired Tshirt, Dark Romance Book Merch,Brynne Weaver Apparel","Scythe Sparrow, Book Lover Gift, Book Reader Shirt, Smut Reader, Dark Romance Books, Romance Book Merch, Booktok Tshirt, Silveria Circus, Butcher Blackbird, Brynne Weaver, The Ruinous, Love Trilogy, Comfort Colors Shirt",D:\Intern\Code\topcv-data-pipeline\output\single\1879169364_pose_A1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1879169364_pose_A2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1879169364_pose_B1_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1879169364_pose_B2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1879169364_pose_C1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1879169364_pose_C2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1879169364_pose_D1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1879169364_pose_D2_white_single.png,,,,,,,,,,,,
Replace Mockup,1819970866,"Society Of Obstinate Headstrong Girls Comfort Colors Shirt, Strong Girl Shirt, Feminist Shirt, Women’s Rights TShirt","Strong Girl Shirt, Jane Austen Shirt, Comfort Colors Shirt, Feminist Shirt, Feminism Shirt, Gift For Her, Gift For Women, Jane Austen, Feminist Tee, Jane Austen Gift, Bookish Shirt, Jane Austen Fan, Obstinate Headstrong",D:\Intern\Code\topcv-data-pipeline\output\single\1819970866_pose_A1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1819970866_pose_A2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1819970866_pose_B1_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1819970866_pose_B2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1819970866_pose_C1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1819970866_pose_C2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1819970866_pose_D1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1819970866_pose_D2_white_single.png,,,,,,,,,,,,
Replace Mockup,4306205309,"Girl Dad Club Shirt Comfort Colors, Custom Girl Dad Est Shirt, Fathers Day Gifts, Dad Of Girls Tee, Girl Dad Est Year Tee,Father's Day Shirt","Comfort Colors Shirt, Custom Dad Is Shirt, Dad Announcement, New Dad Shirt, From Daughter To Dad, Dad Daughter Shirt, Dad This Year Shirt, Daughter Dad, Custom Dad Shirt, Dad Of Girls, Daughter Gift Idea, Cool Dads Club, Personalized Dad",D:\Intern\Code\topcv-data-pipeline\output\single\4306205309_pose_A1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\4306205309_pose_A2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\4306205309_pose_B1_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\4306205309_pose_B2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\4306205309_pose_C1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\4306205309_pose_C2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\4306205309_pose_D1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\4306205309_pose_D2_white_single.png,,,,,,,,,,,,
Replace Mockup,4300893580,"Twilight Inspired Shirt Comfort Colors, Book Cover Aesthetic TShirt, Twilight Saga Fan Gift, Vampires Wolves Romance Unisex Shirt","Vampire Aesthetic, Bookish Fashion, Twilight Gift, Book Lover, Comfort Colors Shirt, Twilight Fan Tee, Fantasy Lover, Book Club, New Moon Eclipse, Breaking Dawn, The Twilight Saga, Twilight Book Covers, Vampire Movie Tee",D:\Intern\Code\topcv-data-pipeline\output\single\4300893580_pose_A1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\4300893580_pose_A2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\4300893580_pose_B1_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\4300893580_pose_B2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\4300893580_pose_C1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\4300893580_pose_C2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\4300893580_pose_D1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\4300893580_pose_D2_white_single.png,,,,,,,,,,,,
Replace Mockup,1776950463,"The Thirteen Throne Of Glass Comfort Colors Shirt, From Now Until The Darkness Claims Us, Throne Of Glass SJM Merch, We Are The Thirteen","Darkness Claims Us, Booktok Merch, The Thirteen Shirt, From Now Until The, We Are The Thirteen, Dark Academia Tshirt, Throne Of Glass Tee, Sarah J Maas Shirt, Manon Blackbeak  Tee, Bookish Merch, Aelin Galathynius, Dragon Lover, Comfort Colors Shirt",D:\Intern\Code\topcv-data-pipeline\output\single\1776950463_pose_A1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1776950463_pose_A2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1776950463_pose_B1_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1776950463_pose_B2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1776950463_pose_C1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1776950463_pose_C2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1776950463_pose_D1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1776950463_pose_D2_white_single.png,,,,,,,,,,,,
Replace Mockup,1896144909,"Terrasen TOG Comfort Colors Shirt, Fireheart Shirts, House Galathynius SJM T Shirt, To Whatever End Tee, Gift For Bookish Fan","Terrasen Shirt, Throne Of Glass Fan, Kings Flame, Acotar Velaris Shirt, To Whatever End, Crescent City Shirt, Sarah J Maas Shirt, The Thirteen Shirt, Sjm Merch, Bookish Merch, Bookish Shirt, AelinGalathynius, Aelin Galathynius",D:\Intern\Code\topcv-data-pipeline\output\single\1896144909_pose_A1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1896144909_pose_A2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1896144909_pose_B1_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1896144909_pose_B2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1896144909_pose_C1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1896144909_pose_C2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1896144909_pose_D1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1896144909_pose_D2_white_single.png,,,,,,,,,,,,
Replace Mockup,1845452922,"Fourth Wing Dragon Comfort Colors Shirt, Basgiath War Codex TShirt, Tairn & Andarna Tail TShirt, Dragon Rider Shirt, Bookish Gifts","Fourth Wing Shirt, Basgiath War College, Tairn Andarna Dragon, Fourth Wing Merch, Xaden Riorson, Bookish Shirt, Gifts For Readers, Dragon Rider Shirt, Bookish Merch, Dragon Tail, Dragon Lover Shirt, The Empyrean Series, Comfort Colors Shirt",D:\Intern\Code\topcv-data-pipeline\output\single\1845452922_pose_A1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1845452922_pose_A2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1845452922_pose_B1_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1845452922_pose_B2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1845452922_pose_C1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1845452922_pose_C2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1845452922_pose_D1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\1845452922_pose_D2_white_single.png,,,,,,,,,,,,
Replace Mockup,4314864136,"I Got My Sea Legs At Fishbowl Comfort Colors Shirt, Emily Henry Great Big Beautiful Life Shirt, Little Crescent Island, Gift For Book Lover","emily henry merch, happy place book, great big beautiful, little croissant, bookish merch, summer bookish, book lover shirt, emily henry book, little crescent ga, alice and hayden, new emily henry, comfort colors, emhen merch",D:\Intern\Code\topcv-data-pipeline\output\single\4314864136_pose_A1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\4314864136_pose_A2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\4314864136_pose_B1_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\4314864136_pose_B2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\4314864136_pose_C1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\4314864136_pose_C2_white_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\4314864136_pose_D1_dark_single.png,D:\Intern\Code\topcv-data-pipeline\output\single\4314864136_pose_D2_white_single.png,,,,,,,,,,,,
