product	shop_name	price	listing_age	total_views	views_per_month	total_reviews	total_favorites	avg_reviews	shop_age	total_shop_sales	category	listing_type
"Large Humpback whale Diver Night light, Epoxy Resin Wood Table lamps, Winter gift, Home decor, Father's Day Gift for Him"	ResinArtYPCShop	$146.00 	60	"222,948"	3715.8	181	"9,595"	3	64		Home & Living	
"Leaf Floor Lamp 107 cm (3'6) On Wire Stand, Handmade in Prague, Modern Living Room Decor, Eco Friendly Packaging | Organic Resin Paper"	Moodoo	$204.25 	174	"215,244"	1237	149	"12,613"	1			Home & Living	
"Octopus and Diver Epoxy Resin lamp, Turtle resin Lamp, unique ocean lamp for kids, home decor for kids, summer light"	GiftSymphony	$99.80 	34	"214,490"	6308.5	179	"8,176"	5			Home & Living	
"Fire Dragon and Ice Dragon Resin Lamp, Dragon lamp for home decor, Ancient Red Dragon, gift for him"	GiftSymphony	$99.80 	26	"213,018"	8193	230	"11,981"	9			Home & Living	
"Whale Shark Cube Resin Lamp, Home Decor, Personalized Gifts, Halloween Gifts, Christmas Gifts, Handmade Gifts for Kids, Divers Crafts"	CraftGiftsLJ	$89.90 	34	"211,134"	6209.8	235	"7,322"	7			Home & Living	
"Ocean Resin Wooden Shark Lamp, Diver Night Light, Wood Desk Decor, Father's Day Gift for Him"	ResinArtYPCShop	$146.00 	57	"209,670"	3678.4	158	"7,914"	3			Home & Living	
"Diorama Lamp Custom, Christmas Gift, Lamp custom resin, green resin epoxy, bedside lamp wood, art deco diorama, Custom Night Light"	BreakWooden	$158.66 	48	"208,440"	4342.5	288	"8,511"	6			Home & Living	
"Too.thl.ess Dragon resin lamp ver 2, HTTYD Night lamp, Light Fury lamp, Unique Gift, resin art, Housewarming Gifts Bedroom lamp"	Hirosart	$137.25 	17	"190,049"	11179.4	126	"7,752"	7			Home & Living	
"Dark Tyrant Diorama Lamp, Galaxy Wars, Resin Desk Decor, Home Decor Night Light, Epoxy art, Gift idea Christmas, gift for him"	ResinLampMadebyRV	$109.80 	19	"186,808"	9832	249	"6,868"	13			Home & Living	
"INTERSTELLAR EPOXY LAMP, Space Galaxy Resin and Wood Night Light, Astronaut Resin Wood Art Lamp, Spacecraft Custom Night Light"	BreakWooden	$157.00 	35	"181,807"	5194.5	340	"8,310"	10			Home & Living	
"Handmade Fire and Ice Dragon Lamp: 3D Resin Wood Home Decor, Lighting Home Decor, Valentines Day gift, Christmas gift, Fantasy Decor"	ResinLampMadebyRV	$109.80 	44	"180,535"	4103.1	371	"12,867"	8			Home & Living	
"Ocean Explorer Resin Wood Lamp - Featuring Whale Shark and Divers - Perfect for Nautical Decor and Gifts, Father's Day Gift for Him"	ResinArtYPCShop	$146.00 	57	"168,554"	2957.1	173	"7,661"	3			Home & Living	
"Epoxy Resin Ocean Lamp, Manta Ray & Diver Diorama Night Light , Unique Christmas, Gift for him, desk lamp, ocean gift"	ResinLampMadebyRV	$109.80 	43	"166,517"	3872.5	264	"6,521"	6			Home & Living	
"Toothless & Light Fury Resin Lamp, How to train your dragon night lights - Personalized Mother's Day Gift for mom"	GiftSymphony	$99.80 	10	"165,603"	16560.3	164	"5,869"	16			Home & Living	
"Astronaut Galaxy Lamp – Resin Wood Space Age Night Light | Outer Space Shuttle Scene | Sci-Fi Decor Gift for Him or Kids, Father's Day Gift"	ResinArtYPCShop	$146.00 	45	"160,471"	3566	295	"9,596"	7			Home & Living	
Personalized Super Hero Night light Custom Hero Resin Lamp figure Terrarium Personalized Night Light Bedroom lamp diorama resin epoxy	Hirosart	$137.25 	20	"158,782"	7939.1	116	"2,715"	6			Home & Living	
"Space Galaxy Lamp made of resin and wood, Space Night Lights, Epoxy Night Lamp for Spacecraft, Interstellar resin lamp, Christmas Gift, lamp"	ResinArtisanStudio	$135.00 	23	"158,524"	6892.3	258	"8,831"	11			Home & Living	
"CLEARANCE night light, Custom anime Night Lamp, epoxy resin lamp, Handmade Resin & Wood Lamp, Custom Night Light, Handcrafted Gift"	MelodicArtisan	$91.42 	22	"153,668"	6984.9	167	"2,685"	8			Home & Living	
"Submarine Diorama Resin Lamp, Military Warship Explosion Decoration, Type B, Unique Gifts"	moonman25	$395.00 	59	"149,107"	2527.2	17	"4,174"	0			Art & Collectibles	
"Diorama Ring lamp, Custom Epoxy Resin Lamp, Lighting Home Decor, Resin Night Light, Christmas gifts, gift for him, halloween"	ResinLampMadebyRV	$109.80 	20	"149,021"	7451.1	248	"5,093"	12			Home & Living	
Hammerhead Shark and Diver Resin Night Light Epoxy and Wooden Lamp Epoxy Resin Wood Rustic Creative Handmade Furniture and Decor	Hirosart	$123.75 	45	"147,487"	3277.5	189	"7,249"	4			Home & Living	
Diorama Zombie Spinosaurus and Couple divers Night Light Lamp Ocean Diorama Modern Table Lamp Epoxy Resin Handmade Furniture And Decor Gifts	Hirosart	$152.40 	35	"147,113"	4203.2	37	"3,718"	1			Home & Living	
"Fire breath dragon resin lamp, resin art, dragon art,dragon statue,table lamp,gift for him, gaming decoration, dragon lamp as Halloween gift"	ResinMion	$99.90 	19	"143,610"	7558.4	213	"6,265"	11			Home & Living	
"Handmade Ocean Resin Lamps – A Gift for Son, Bedroom Decor Night Light"	CraftGiftsZZ	$89.99 	31	"139,967"	4515.1	176	"3,456"	6			Home & Living	
"Jungle Epoxy Resin Wooden Lamp | 16 Colours Changing Resin Wood lamp | Decorative Lamp, Resin Art | Resin Lamp | Table Lamp | Gift for..."	DanestVN	$165.99 	47	"139,570"	2969.6	30	"6,112"	1			Home & Living	
"Handmade Beast Diorama Lamp – Epoxy Resin Night Light, godzilla resin lamp, godzilla gift wooden box"	ResinEpic	$99.80 	26	"135,054"	5194.4	148	"3,590"	6			Home & Living	
"To.oth.less Night Lights, T.ooth.less and l.ight fu.ry Epoxy lamp Table Lamp HTTYD night lamp, Home Decor Boho Birthday gifts for friend"	Hirosart	$137.25 	36	"133,677"	3713.2	180	"8,259"	5			Home & Living	
"Scuba Diver Resin Lamp, Handmade LED Wood & Resin Night Light for Diving Lovers, Ocean art"	Smartyleowlstore	$52.00 	51	"125,413"	2459.1	77	"2,847"	2			Home & Living	
"Mother's day Gift, Epoxy resin wood lamp famous anime, epoxy resin lamp, Custom Night Light, Housewarming gift, Birthday Gift, Father's day"	ResinArtisanStudio	$135.00 	26	"122,352"	4705.8	123	"8,452"	5			Home & Living	
"Dandelion Night Light, Real Dandelion puff Paperweight, Flower Epoxy Resin Nightlight, Epoxy Resin Wood Table Lamp Valentine Gifts idea"	Hirosart	$69.00 	55	"113,692"	2067.1	210	"9,173"	4			Home & Living	
Kodama Forest Resin Lamp - Japan Themed Zen Desk Art	LayeredIllusions	$96.89 	27	"112,950"	4183.3	54	"6,785"	2			Art & Collectibles	
"Resin lamp eevee evolution, pokemon gifts, custom night light, resin night light, resin lamp, epoxy lamp, epoxy resin lamp, pokemon birthday"	WoodResinPhoneCases	$137.98 	36	"112,410"	3122.5	86	"5,194"	2			Home & Living	
