product,shop_name,price,listing_age,total_views,views_per_month,total_reviews,total_favorites,avg_reviews,shop_age,total_shop_sales,category,listing_type
"Jesus Resin Wood Nitht lights Desk Decor: Christian Bedside / Table lamps and Headphone Stand, Easter gifts, Father's Day Gift for Him",,$128.00,37,"20,599",556.7,28,754,1,64,"20,210",Home & Living,Physical
"Atomic Bomb Resin Diorama Sculpture, Custom City Lamp",,$430.40,29,"20,598",710.3,8,480,0,53,408,Art & Collectibles,Physical
"Diorama Monster Resin Lamp, Custom Night Light, Halloween Epoxy Resin Lamp, King of the Monsters Lamp, Gift For him, Christmas gift",,$20.00,20,"20,592",1029.6,17,266,1,50,"10,764",Home & Living,Physical
"Dandelion Accent Light | Handmade Resin Craft with Real Dandelion Inside - Flower Sphere Lamp, Home Décor Night Light Vanity Living Room",,$50.00,33,"20,556",622.9,60,"1,866",2,124,"17,234",Home & Living,Physical
"Dolphin Ocean Resin Lamp, blue tang resin night light, home decoration, gift for girlfriend, mother's day gifts",,$99.90,20,"20,551",1027.5,21,522,1,34,"16,179",Home & Living,Physical
"TORII GATE beside Stream Resin Lamp, Custom Epoxy Resin Lamp, Resin Wood Art Lamp, Desk Lamp, Custom Night Light, Personalized Night Light",,$179.66,30,"20,529",684.3,19,921,1,66,"55,400",Home & Living,Physical
"Ring Night Light, Resin Wood Light, Ocean lamp, Wedding Gift, Home decor, wedding gift couple unique, Father's Day Gift for Him",,$146.00,48,"20,509",427.3,5,852,0,64,"20,210",Home & Living,Physical
"Lost Atlantis city Resin Wood Night light, Diver & Dunkleosteus Desk Decor, Gifts for Diver, Father's Day Gift for Him",,$148.00,28,"20,498",732.1,6,575,0,64,"20,210",Home & Living,Physical
"Darth Lord Vader Resin Lamp, Star wars handmade night light, Epoxy Resin Lamp gift, Game gift for him, Birthday gift for him",,$80.00,8,"20,385",2548.1,32,695,4,25,"2,204",Home & Living,Physical
Galaxy Headphone Holder Galaxy Headphone Stand Astronaut Night Light Astronaut and Rocket Resin Wood Lamp Home Decor Gift,,$109.00,36,"20,341",565.0,25,908,1,64,"62,570",Home & Living,Physical
"Dragon couple Night Light: Resin Wood Art Lamp with RGB LED, Handmade Flying Duo Light, Fantasy Gift for Her or Kids, graduation gift",,$109.80,19,"20,295",1068.2,21,"1,362",1,54,"31,299",Home & Living,Physical
"Whale Shark Resin Lamp: Ocean Epoxy Wood Night Light,Unique Christmas, Gift for him",,$129.44,25,"20,282",811.3,22,"1,061",1,38,837,Home & Living,Physical
"Fallout Inspired Resin Lamp – War Never Changes, nuke lamp fallout, Storm Cloud Lamp, Nuclear Bomb Explosion Resin Lamp",,$88.00,32,"20,163",630.1,17,644,1,39,"17,432",Home & Living,Physical
"Handmade resin lamp, Epoxy and Wooden Night Lights,home decoration,table lamp,Birthday Gift,best handmade gift Video game, Wolf Figure",,$135.00,31,"20,161",650.4,5,233,0,39,"20,551",Art & Collectibles,Physical
"Silicone Mold Alphabet 4'', letter mold, 26 letters, alphabet resin molds,DIY Epoxy Mold letter mold, led light lamp mold,candle mold",,$6.80,47,"20,106",427.8,99,740,2,53,"70,183",Craft Supplies & Tools,Physical
Hummingbird Resin Night Light | Handmade Round with Wooden Base | Romantic Nature Decor & Unique Gift,,$93.00,7,"20,106",2872.3,42,"1,004",6,22,"2,416",Home & Living,Physical
"Mystical Forest Snake Girl Table Lamp: Handcrafted Ambient Night Light, Unique Wood and Resin Artwork, Eco-Friendly Home Decor, Perfect Gift",,$90.00,34,"20,099",591.1,10,458,0,64,"20,210",Home & Living,Physical
"SCUBA DIVER Resin Lamp, Ocean Desk Lamp, Custom Table Lamp, Custom Night Light, Art Decor Lamp, Resin Wood Lamp, Personalized Night Light",,$163.33,33,"20,095",608.9,46,766,1,66,"55,400",Home & Living,Physical
"Lu.cy & John.ny artisan resin lamp, cyberpunk lamp, character handmade resin lamp, artisan lamp, idea gift, table lamp",,$144.74,29,"20,068",692.0,20,707,1,54,"22,721",Home & Living,Physical
"SPACESHIPS & ASTRONAUT in INTERSTELLAR Resin Lamp, Galaxy Space Resin and Wood Epoxy Lamp, Spacecraft Custom Night Light, Handmade gift",,$50.00,31,"20,031",646.2,37,874,1,66,"55,400",Home & Living,Physical
"Sea Turtles Resin Wood Night Light Ocean Lamp, Father's Day Gift for Him",,$146.00,42,"19,916",474.2,49,"1,486",1,64,"20,210",Home & Living,Physical
"Handmade Orca Resin Light: Walnut Wood & Ocean Glow, Diver Gift",,$38.98,69,"19,906",288.5,43,922,1,107,"5,158",Home & Living,Physical
Silikonform / Gießform beleuchteter Sockel „Landschaft“ für Lichthäuser/ Leuchtsockel für LED Lichterkette / Leuchtsockel / Raysin,,$17.29,19,"19,901",1047.4,28,305,1,26,"16,660",Home & Living,Physical
"Esquie Clair Obscur Expedition 33 Resin Lamp, Epoxy Night Light, Gustave, Paintress Figure, Game Room Decor,Game of the Year, Gift for Gamer",,$123.82,5,"19,849",3969.8,13,524,3,33,"6,921",Home & Living,Physical
"IN THIS House We.. Halloween Lamp Decor home,Lamp, Halloween Horror lamp, Chucky, Jason, Michael Myers, Freddy, PENNYWISE, Halloween Gift",,$145.00,21,"19,767",941.3,20,996,1,39,"20,551",Home & Living,Physical
3D Sphere Silicone Mold-Large Sphere Resin Mold-Crystal Sphere Mold-Planet Ball Mold-Sphere Lamp Mold-Epoxy Resin Art Mold-Home Decor Mold,,$1.28,44,"19,761",449.1,57,882,1,93,"95,327",Craft Supplies & Tools,Physical
"Chrysanthemum Night Light, Real Flower Crystal , Flower Epoxy Resin Night light Epoxy Wood Rustic Table Lamp Room decor gift for her",,$69.00,55,"19,676",357.7,43,"1,380",1,64,"62,570",Home & Living,Physical
"Handcrafted Jason Resin Light, Masked Killer Chained Beneath the Lake Scene with LED Smoke Effect | Creepy Halloween Decor",,$98.00,8,"19,643",2455.4,24,"1,250",3,16,513,Home & Living,Physical
"Real Rose Flower Night Light, Flower Epoxy Resin Night light Unique Gifts For Women Who Has Everything Engagement Gifts For Couple Valentine",,$69.00,54,"19,508",361.3,38,"1,255",1,64,"62,570",Home & Living,Physical
"Custom resin lamp, lucario pokemon epoxy lamp, pokemon gift, pokemon birthday, epoxy night light, custom epoxy lamp, desk lamp",,$117.98,25,"19,499",780.0,16,929,1,59,"12,310",Home & Living,Physical
"Star Trek USS Voyager NCC-74656 figure, USS voyager ncc-74656 statue, star trek model, spaceship lights, Diorama Ncc 1701C, Home Decoration",,$99.90,10,"19,489",1948.9,39,"1,025",4,43,"15,304",Home & Living,Physical
"Sea Turtle and Little Mermaid Resin night lights - home decor for kids, gift for kids, Little Mermaid miniature, mother's day gifts",,$60.00,33,"19,423",588.6,17,532,1,34,"16,179",Home & Living,Physical
"Scuba Diver Resin Wood Lamp Ocean, Custom Resin Night Light, Resin Epoxy Art Lamp, Table Lamp Handmade Gift, Personalized Gift, Gift For Dad",,$163.40,20,"19,311",965.5,40,622,2,58,"2,032",Home & Living,Physical
"Diorama Anime Resin Epoxy Lamp, Custom ANIME Night LightHome Decor Light, Unique Gift, Birthday Gift, Christmas Custom Gift.",,$67.65,9,"19,271",2141.2,6,139,1,46,330,Home & Living,Physical
Little Mermaid & Diver Resin Wood Lamp: Ocean Night Light,,$109.80,44,"19,258",437.7,23,853,1,54,"31,299",Home & Living,Physical
"Jinx & Vi Le.ague of Le.ge.nds Lamp| LOL Gift, Gamer Room Decor, Arca.ne LOL Resin figures Table lamp Custom Gamer Gift –LoL Fan Merchandise",,$137.25,9,"19,097",2121.9,27,787,3,64,"62,570",Home & Living,Physical
"PKM Evolution Resin Lamp, Custom PKM Epoxy Lamp, Custom Night Light, Diorama Lamp Resin, Custom Anime Lamp, Birthday Gift, Christmas gift",,$103.00,13,"19,058",1466.0,20,970,2,50,"10,764",Home & Living,Physical
"Custom Great white shark & Couple Diver wood lamp, Ocean Lamp, Deep Blue Sea, Kids gift, Unique Summer Gift, Home decor, Fathers day gift",,$109.80,35,"19,028",543.7,33,645,1,54,"31,299",Home & Living,Physical
"Hornet Silksong Resin Lamp, Handmade Epoxy Diorama, Hornet Hollow Knight Lamp, Gamer Desk Decor, Valentine Gift for Him",,$137.25,6,"19,021",3170.2,37,477,6,64,"62,570",Home & Living,Physical
"Ghibli Inspired Anime Forest Resin Lamp, Customer Anime Resin Lamp, Hot Anime, Epoxy Resin Lamp, Gift for Kids, Gift for mom, Gift for dad",,$135.00,16,"18,970",1185.6,26,"1,073",2,39,"20,551",Home & Living,Physical
Dark Lord Ring Lamp: Handmade Epoxy Resin Night Light,,$169.53,13,"18,956",1458.2,5,117,0,17,171,Home & Living,Physical
U.S. Sherman Fury Tank Resin Diorama Lamp - Handcrafted Military Art - Battlefield Scene Night Light - Unique Gift for Military Enthusiasts,,$395.00,16,"18,926",1182.9,5,292,0,94,677,Art & Collectibles,Physical
"Scuba Diver's Night Light, Scuba Diving Resin Light, Personalised Epoxy Wooden Light, Unique Home Decor Gift, Birhtday Gifts,Gift for Him",,$119.90,25,"18,902",756.1,25,374,1,66,"5,455",Home & Living,Physical
"Christmas Gift, Game Gift, Decor Game Room, Handmade gift, Game Figure, Birthday Gift, Gift for boyfriend, Christmas Gift, Gift for kids",,$135.00,24,"18,802",783.4,24,821,1,39,"20,551",Art & Collectibles,Physical
"Pocket Monster Night Light – Handmade Epoxy Resin Lamp, Kids Bedroom Decor, Anime Night Light, Personalized Gift, Christmas Gift",,$90.00,6,"18,722",3120.3,9,652,2,10,351,Home & Living,Physical
"Handmade Dragon Born Resin Lamp, Home Decor Skyrim Night Light Gift",,$88.00,14,"18,508",1322.0,13,756,1,63,"6,112",Home & Living,Physical
"Axolotl Mexican Salamander resin night light, Ocean desk lamp for bedroom, Unique luxury corporate gifts for kids, mother's day gifts",,$99.80,21,"18,396",876.0,17,882,1,34,"16,179",Home & Living,Physical
"Gojo Satoru resin night light, Jujutsu Kaisen-Inspired Collectible, Otaku Room Decor Gift, Jotaro Kujo Resin Lamp, JoJo Anime Night Light",,$99.80,6,"18,323",3053.8,7,256,1,39,"17,432",Home & Living,Physical
"Diorma Sephi.roth vs Cloud Stri.fe Lamp Night Light, Custom FFVII Epoxy Lamp, Gaming Resin Lamp, Unique Gift, Valentine Gift for him",,$137.25,6,"18,313",3052.2,28,654,5,64,"62,570",Home & Living,Physical
"Handmade Resin Lamp, Game Gift, gift for him ,homedecor",,$109.80,19,"18,271",961.6,12,334,1,54,"31,299",Home & Living,Physical
"MANTA RAYS Epoxy Lamp, Custom Epoxy Resin Lamp, Resin and Wood Night Light, Resin Wood Art Lamp, Custom Night Light,Personalized Night Light",,$163.66,42,"18,270",435.0,34,617,1,66,"55,400",Home & Living,Physical
"Diorama Spinosaurus vs T-rex Dinosaur lamp, Customer Jurassic night light, Dinosaur statue, halloween gift, Christmas gift, Animal model",,$109.80,7,"18,246",2606.6,29,939,4,54,"31,299",Home & Living,Physical
"Octopus Kraken Skeleton Resin Wood Night Light – Handmade Gothic Ocean Decor, Horror Desk Lamp, Father's Day Gift for Him",,$128.00,26,"18,226",701.0,6,617,0,64,"20,210",Home & Living,Physical
"Epoxy Resin Ocean Lamp,Shark and diver resin wood lamp,Epoxy and Wooden Night Lights, Home Deco,Birthday Gifts,Gifts for Dad,gift for her",,$99.80,36,"18,097",502.7,21,467,1,43,"15,304",Home & Living,Physical
"Diorama Zombie Spinosaurus and Couple divers Night Light Lamp, Ocean Diorama Table Lamp, Handmade Furniture Gifts, handmade light shade",,$135.00,33,"18,073",547.7,6,617,0,39,"20,551",Home & Living,Physical
"Dolphin blue-tang Resin lamp - Sea Creatures, Unique Gift for Couple, resin night lights, mothers day gift",,$99.90,19,"18,060",950.5,20,625,1,34,"16,179",Home & Living,Physical
"Fire Dragon Resin Lamp, Dragon Legend Diorama, Dragon figures, Dragon lamp unique night lamp, gifts for boyfriend, Dragon miniature",,$137.25,15,"18,056",1203.7,10,894,1,64,"62,570",Home & Living,Physical
"Diorama Windtraders Jake Sully VS Nightwraith Varang Avatar 3 Resin figure Night Light, Avatar 3 fire and ash Figure gift, Unique Desk Lamp",,$135.00,5,"18,003",3600.6,10,"1,238",2,39,"20,551",Home & Living,Physical
"SCUBA DIVER Epoxy Lamp, Custom Epoxy Resin Lamp, Resin Night Light, Ocean Desk Lamp, Table Lamp, Resin Wood Art Lamp, Custom Night Light",,$163.33,48,"17,971",374.4,15,991,0,66,"55,400",Home & Living,Physical
"Space Galaxy Resin Lamp: Wood & Epoxy Night Light, Epoxy Night Lamp for Spacecraft, Interstellar resin lamp, Hallowen Gift",,$109.80,20,"17,944",897.2,34,"1,125",2,54,"31,299",Home & Living,Physical
Wizard Rings Resin Lamp: Handmade Epoxy Night Light with LED Staff,,$120.00,9,"17,943",1993.7,31,638,3,60,668,Home & Living,Physical
"Flying Httyd Toothless Dragon Resin Lamp, Fantasy Httyd Night Light with Black & White Dragons, Glowing Forest lamp gift for him",,$121.11,10,"17,938",1793.8,43,885,4,58,"22,719",Home & Living,Physical
"Anime Resin Lamp Anime Hat LED Anime Resin Night Light, Luffy Inspired Ocean Scene Lamp, King Ship Lamp, Anime gifts Lamp",,$80.00,10,"17,914",1791.4,6,801,1,13,"1,127",Home & Living,Physical
"Halloween Epoxy Lamp,Halloween Pumpkin Led Light Lamp,Epoxy and Wooden Night Lights,Halloween Decor,Kids gift,gift for him,horror gift",,$99.80,33,"17,902",542.5,19,"1,178",1,43,"15,304",Home & Living,Physical
"Warrior Turtle Lamp Diorama, Handmade Resin & Wood Night Light, Samurai Turtle Decor, Hero Sewer Lamp Gift, Christmas, gift for him",,$109.80,7,"17,855",2550.7,23,641,3,54,"31,299",Home & Living,Physical
"Turtles and Mermaid Resin night lights- home decor, gift for kids, birthday gifts, graduation gift, Mermaid figure",,$99.80,33,"17,849",540.9,31,740,1,34,"16,179",Home & Living,Physical
"Astronaut cat epoxy lamp, Space Galaxy Resin and Wood Night Light, Custom Astronaut Resin Wood Art Lamp, Spacecraft Custom Night Light",,$87.61,30,"17,786",592.9,16,543,1,54,"22,721",Home & Living,Physical
"PINE FOREST Epoxy Lamp, Custom Epoxy Resin Lamp, Resin and Wood Night Light, Resin Wood Art Lamp, Custom Night Light, Personalized Light",,$157.50,38,"17,706",465.9,27,884,1,66,"55,400",Home & Living,Physical
Resin Ocean Lamp: Humpback Whale & Divers Night Light,,$109.80,46,"17,685",384.5,17,730,0,54,"31,299",Home & Living,Physical
"Hero knight Resin Lamp, handmade Elden ring night light, Elden Ring Resin Lamp gift, Game room decor gift",,$80.00,17,"17,649",1038.2,26,489,2,25,"2,204",Home & Living,Physical
"Alien in stasis tank, Green LED lamp, Extra terrestrial figure, Area-51 Epoxy resin sculpture, Book nook",,$155.00,33,"17,597",533.2,20,959,1,33,52,Art & Collectibles,Physical
Alien Epoxy lamp Space Monster Resin Lamp Galaxy Terrarium Personalized Night Light diorama Gaming Decor Christmas Gifts for him,,$99.90,6,"17,566",2927.7,12,445,2,43,"15,304",Home & Living,Physical
Shark vs Kraken Fight Diorama Megalodon Hunting Ocean Theme Epoxy Lamp Desk Lamp Epoxy Resin Handmade Furniture And Decor Room decor Gifts,,$162.24,31,"17,513",564.9,7,680,0,64,"62,570",Home & Living,Physical
"Master sword and shield lamp, Li.nk Zel.da Resin Lamp, Link Ze.ld.a Resin Table lamp Totk lamp Valentine's day Gift idea Master Sword Lamp",,$137.25,18,"17,472",970.7,25,691,1,64,"62,570",Home & Living,Physical
"Custom real flower color night light,Personalized dried flower resin letter name lamp, Mother's Day Gifts for Mom",,$45.60,57,"17,420",305.6,26,697,0,65,"5,221",Home & Living,Physical
"Custom Resin Diorama Lamp, Custom Diorama Kit, Gifts and Table Lamp for Christmas Decor, Personalized Gift for Her",,$87.00,30,"17,413",580.4,14,933,0,66,"55,400",Home & Living,Physical
"Real flower name lamp,custom color letter dried flower resin nightlight with nice gift box for friend family mom dad",,$45.60,60,"17,375",289.6,32,617,1,65,"5,221",Home & Living,Physical
"Darth Vader Resin Lamp, Star Wars Night Light, Vader Stormtrooper Lamp, X-wing Starfighter, MiIllennium Falcon lamp, Space ship statue",,$99.80,20,"17,334",866.7,30,805,2,39,"17,432",Home & Living,Physical
Handmade Galaxy Resin Lamp: Astronaut & Rocket Night Light,,$109.80,37,"17,281",467.1,11,"1,164",0,54,"31,299",Home & Living,Physical
Legendary Fighters Night Lamp Epoxy lamp handmade from wood and resin Custom Anime Night Light wood lamp Christmas Decor Gift for gamers,,$147.50,6,"17,268",2878.0,34,294,6,64,"62,570",Home & Living,Physical
"Humpback whales Night Lights , Epoxy Resin Wood Light Lamp, Home decor, Gifts for dad, Father's Day Gift for Him",,$158.00,58,"17,259",297.6,10,740,0,64,"20,210",Home & Living,Physical
"Millennium Falcon Resin Lamp: Star Wars Diorama Night Light, X-Wing and TIE Fighter",,$94.00,9,"17,248",1916.4,34,887,4,22,"2,416",Home & Living,Physical
"Real Cherry Blossom Night Light, Resin Ornaments, Resin Paperweight, Gift for Her, Mother's Day Gift, Real Flower Gift",,$65.00,29,"17,220",593.8,35,"1,476",1,62,"4,205",Home & Living,Physical
"LOTR Resin Lamp – Handmade Lord of the Rings Diorama Light, The One Ring Scene Night Lamp, Fantasy Decor & Gift for Tolkien Fans",,$67.01,9,"17,218",1913.1,10,170,1,21,712,Home & Living,Physical
Christmas/Hanukkah Gift! LED Resin Night Light with Glitter-Holiday Gifts-Resin Letters-Personalized Name Lamp-Name Nightlight-Resin Name,,$40.00,52,"17,217",331.1,72,482,1,73,681,Craft Supplies & Tools,Physical
Personalized Astronaut Resin Night Lamp: Starry Sky Spaceship Decor,,$109.80,44,"17,094",388.5,21,998,0,54,"31,299",Home & Living,Physical
"Space Astronaut Epoxy Lamp, Resin Art decor for bedroom, Galaxy Night light, Space Night Lights, mothers day gift",,$99.80,18,"17,079",948.8,21,831,1,39,"17,432",Home & Living,Physical
"Separate stands and shades by Moodoo - Design original hand made paper floor lamps, made of organic resin paper standing on a wire stand",,$102.12,51,"17,018",333.7,19,325,0,187,"1,530",Home & Living,Physical
"Blue Rose Night light, Blue Rose Keepsake Gift, gift for girlfriend, gift for wife, gift for women, 50th wedding anniversary gifts for mom",,$69.00,50,"16,905",338.1,20,928,0,64,"62,570",Home & Living,Physical
ONE UV Flashlight for UV Resin Crafts (batteries not included),,$7.50,109,"16,770",153.9,35,"1,643",0,142,"1,099,780",Craft Supplies & Tools,Physical
"MAGICAL Resin Lamp Egg, Epoxy Resin Art, Handcrafted Resin Wood Eggs Decoration, Personalized Gift for Decor Home",,$47.50,31,"16,763",540.7,10,933,0,66,"55,400",Home & Living,Physical
"Book nook handmade home of the dwarf, handmade book nook lamp, special gift, H.0.bb.it house book nook lamp decor for your home.",,$159.85,12,"16,679",1389.9,10,"1,405",1,19,"1,353",--,Physical
Diorama Fantasy Dragon Night Light Custom Famous Anime Epoxy Lamp Handmade Resin Lights Lamp Desk Lamp Table Christmas gifts Decor Gaming,,$121.11,17,"16,673",980.8,30,442,2,58,"22,719",Home & Living,Physical
"Handmade Go.ku Resin Lamp, Super Fighter Energy Beam, Wood & Epoxy, Anime Warrior Resin Night Light, Fantasy Epoxy Lamp, Unique Gift",,$98.00,9,"16,672",1852.4,23,575,3,16,513,Home & Living,Physical
"Sunflower resin lamp, birth flower epoxy lamp, sunflower lights shine brightly in the night, flower resin lamp, flower epoxy lamp",,$121.98,14,"16,630",1187.9,28,894,2,59,"12,310",Home & Living,Physical
"Goku resin lamp, Anime Warrior vs Healing Pod Resin Lamp - anime resin night light, playroom decore for him",,$99.90,12,"16,612",1384.3,6,473,1,39,"17,432",Home & Living,Physical
"Esquie From Clair Obscur Expedition 33 Resin lamp, Handmade Resin & Wood Lamp, Unique Gift For Gamer",,$95.54,8,"16,537",2067.1,29,470,4,25,"1,770",Home & Living,Physical
"Silksong Hornet Resin Lamp Hollow Knight Epoxy Lamp, Handmade Silksong Night Light, Gothic Table Decor, Unique Gift, Valentine gift",,$137.25,8,"16,479",2059.9,40,520,5,64,"62,570",Home & Living,Physical
"Wood Resin Galaxy Night Light, Handmade Cosmos Diorama",,$250.00,74,"16,397",221.6,2,"1,109",0,169,"2,599",Home & Living,Physical
"JJK wood box night light, JJK Led night light, JJK poster decor room, wood lamp, floor lamp, jjk game theme decor, jjk game character Poster",,$115.00,11,"16,389",1489.9,30,"1,073",3,39,"20,551",Home & Living,Physical
"Hanging Floral Lamp, Handmade Flower Chandelier, Dining Room Ceiling Light, Bedroom Lighting",,$489.00,9,"16,285",1809.4,1,399,0,166,"11,545",Home & Living,Physical
"Dar.th Vader, Star.War Resin Lamp | Sci-Fi Villain Inspired Epoxy Night Light | Unique Table Lamp & Christmas Gift for Kids",,$108.00,6,"16,256",2709.3,7,102,1,10,386,Home & Living,Physical
"Custom resin lamp, Epoxy and Wooden Night Lights, Handmade gift, Home Decor, Ocean Resin Lamp, Birthday Gifts, Gifts for dad, boyfriend gift",,$135.00,29,"16,216",559.2,19,396,1,39,"20,551",Home & Living,Physical
"Sephiroth Resin Lamp Diorama | Handmade Final Fantasy 7 Night Light, ff5 resin lamp, father's day gift ideas, gift for him",,$99.80,18,"16,214",900.8,11,658,1,39,"17,432",Home & Living,Physical
"Anime lamp Decoration, Custom anime Night Lamp, epoxy resin lamp, Handmade Resin & Wood Lamp, Custom Night Light, Handcrafted Gift",,$114.27,30,"16,198",539.9,22,787,1,54,"22,721",Home & Living,Physical
"Leon S Kennedy Resin Lamp, Resident Evil 9 Requiem, Epoxy Night Light, Gaming Room Decor, Diorama Lamp, Gift for Gamers,RE, Grace Ashcroft",,$123.82,2,"16,195",8097.5,9,816,5,33,"6,921",Home & Living,Physical
"DANDELION EPOXY LAMP, Custom Epoxy Resin Lamp, Table Lamp, Resin Art Lamp, Custom Night Light, Personalized Night Light, Meaningful Gifts",,$115.00,58,"16,148",278.4,33,"1,124",1,66,"55,400",Home & Living,Physical
Torii Gate Resin Lamp: Spring Artisan Wood & Epoxy Diorama,,$81.67,34,"16,146",474.9,10,"1,066",0,54,"31,299",Home & Living,Physical
Large 4.7'' & 7'' inch Alphabet Mold Jumbo Letter Silicone Mold Large Alphabet Candle Mold Resin specimen Molds DIY Lamp Letters Epoxy Mould,,$4.38,38,"16,114",424.1,83,334,2,105,"126,278",Craft Supplies & Tools,Physical
"Fire-Themed Dragon Resin Lamp – Fantasy Night Light, Glowing Epoxy Art Lamp,Bedroom Decor,Unique Gift,Housewarming Gift,Handmade Dragon Lamp",,$179.70,5,"16,103",3220.6,31,666,6,20,406,Home & Living,Physical
"Star W.ars Dar.th Re.van epoxy lamp, Darth Va.der diorama lamp, Custom S.tar Wars Epoxy Night Light Planet Wars lamp resin lamp Christmas",,$121.11,19,"16,075",846.1,29,617,2,58,"22,719",Home & Living,Physical
"Vegeta Super Saiyan Resin Lamp, Dragon Ball Z Night Light, Super Saiyan Battle Lamp, Anime Epoxy Lamp",,$99.80,6,"16,023",2670.5,18,258,3,34,"16,179",Home & Living,Physical
Natural glowing jellyfish,,$350.00,73,"16,009",219.3,3,541,0,73,570,Art & Collectibles,Physical
Baby Godzilla egg lamp,,$80.00,31,"16,000",516.1,21,875,1,82,"3,482",Home & Living,Physical
Autumn Bonsai Tree Resin Lamp – Fall Foliage Night Light Sculpture,,$96.89,9,"15,986",1776.2,20,995,2,41,"3,019",Art & Collectibles,Physical
"Otter couple Resin night light -Unique Baby Shower Gift for her, Turtles epoxy lamp, mother's day gifts",,$99.80,18,"15,946",885.9,34,972,2,34,"16,179",Home & Living,Physical
Floral Resin Ceiling Light: Multicolored Flower Pendant Lamp,,$199.00,126,"15,878",126.0,10,798,0,166,"11,545",Home & Living,Physical
"Pennywise Horror Resin Lamp, Spooky Handmade Decor, Pumpkin Epoxy Light, The Nightmare Before Christma, Halloween decor, jack and sally lamp",,$99.80,9,"15,875",1763.9,21,946,2,34,"16,179",Home & Living,Physical
"Dragon Resin Night Light, dragon art, dragon statue, Fire Dragon and Ice Dragon Lamp,Table lamp, 3D Dragon, Lighting Home decor,resin art",,$99.90,18,"15,858",881.0,25,731,1,43,"15,304",Home & Living,Physical
"Manta Rays and Diver Night Light, Manta Rays Epoxy & Wooden Night Lights, Epoxy Resin Wood Table Lamp, Gift for Birthday, Christmas gift",,$30.99,37,"15,756",425.8,7,292,0,50,"10,764",Home & Living,Physical
"Real Sunflower Resin Lamp Handmade Resin Craft with Sunflower, Sunflower Ornament Forever Sunflower Birthday Gifts for her",,$198.89,21,"15,752",750.1,26,449,1,58,"22,719",Home & Living,Physical
Crow Tree Halloween Resin Lamp - Creepy Full Moon Epoxy Sculpture,,$96.89,20,"15,696",784.8,28,"1,349",1,41,"3,019",Art & Collectibles,Physical
Mini Resin Lamp | LED Wire Tree Unique Christmas Birthday Gift | Battery or USB Operated 10x6cm Epoxy Resin Night Light (Batteries included),,$35.00,66,"15,696",237.8,45,680,1,82,150,Home & Living,Physical
"Whale shark and Octopus Night Light, Epoxy Resin Wood Rustic, Home decor unique gift, handmade gift,gift for that person,Father day gift",,$99.90,43,"15,457",359.5,44,583,1,43,"15,304",Home & Living,Physical
"Silicone Mold, Cube, Resin Mold, Cube Lamp, Epoxy Resin, Supplies, 1cm - 10cm",,$2.00,52,"15,448",297.1,126,738,2,53,"70,183",Craft Supplies & Tools,Physical
Custom Resin Night Light: Whale Shark & Turtle Personalized Lamp,,$38.00,62,"15,429",248.9,13,525,0,62,"2,469",Home & Living,Physical
"Mewtwo resin night light, pokemon lamp for kids Unique Gamer Gift, Bedroom & Playroom Decor, christmas gift for kids",,$99.90,12,"15,427",1285.6,9,352,1,39,"17,432",Home & Living,Physical
"Avatar 3 Ash and Fire Night Light, Ilu ft Kiri Avatar 3, Resin Lamp, Xmas Nigth Light Gift, Avatar 3 Gift, Avatar 2 figure, Avatar 3 statue",,$135.00,29,"15,375",530.2,5,520,0,39,"20,551",Home & Living,Physical
3D Sphere Silicone Mold-Crystal Sphere Resin Mold-Round Ball Mold-Planet Ball Mold-Sphere Lamp Mold-Candle Soap Mold-Epoxy Resin Art Mold,,$1.80,42,"15,374",366.0,36,803,1,81,"35,691",Craft Supplies & Tools,Physical
"Whale Shark Scuba Divers Epoxy Resin Night Light,Handmade Ocean Diver Shark Resin Wood Lamp Gifts,Birthday Gifts Valentine's Gifts",,$99.90,31,"15,364",495.6,26,599,1,66,"5,455",Home & Living,Physical
"Jeff the Shark Display Figure Resin Lamp - Night Light, Room Decor",,$120.00,8,"15,362",1920.2,56,862,7,60,668,Home & Living,Physical
Jinx Arcane Epoxy Lamp LOL figure Night Light Custom Home Decor Night Light Epoxy art Custom Gift idea gamer Gifts,,$143.33,14,"15,317",1094.1,15,784,1,58,"22,719",Home & Living,Physical
Baby Breath Flower in Glass Night Lamp Gypsophila Paniculata lamp Unique Gifts for Anniversary and Wedding Valentine gifts for her,,$69.00,47,"15,292",325.4,32,"1,250",1,64,"62,570",Home & Living,Physical
"Whale Shark and Shipwreck Divers Resin Wood Night Light - Perfect Gift for Sea Lovers. Miniscule Worlds Lamp, Father's Day Gift for Him",,$146.00,36,"15,280",424.4,23,566,1,64,"20,210",Home & Living,Physical
"Anime night light, Custom anime Night Lamp, epoxy resin lamp, Handmade Resin & Wood Lamp, Custom Night Light, Handcrafted Gift",,$190.45,30,"15,201",506.7,30,564,1,54,"22,721",Home & Living,Physical
Custom Mahogany & Epoxy Resin Floor Lamp: LED Standing Lamp,,$240.00,48,"15,174",316.1,7,602,0,62,"1,053",Home & Living,Physical
"Masked Slasher Horror Resin Lamp, Handmade Epoxy Desk Decor, Dark Forest Scene Display, Unique Valentine Gift",,$137.25,9,"15,055",1672.8,29,298,3,64,"62,570",Home & Living,Physical
