product,shop_name,price,listing_age,total_views,views_per_month,total_reviews,total_favorites,avg_reviews,shop_age,total_shop_sales,category,listing_type
"Lamp wolf epoxy resin, epoxy resin wood, custom resin epoxy lamp, red black lamp, Wolf decor art, table lamp night light, bedside lamp wood",,$149.50,19,"8,973",472.3,23,720,1,60,"3,695",Home & Living,Physical
"King Monster resin epoxy lamp- unique handmade desk lamp for home decoration, God.zilla lamp, christmas gift for him",,$99.80,26,"8,972",345.1,19,295,1,34,"16,179",Home & Living,Physical
"Epoxy Resin Ocean Lamp: Diver Night Light, Wood Decor",,$98.98,46,"8,940",194.3,23,367,1,107,"5,158",Home & Living,Physical
Padico Modena White 60g Resin Clay from Japan - Flowers / lamp shade with the translucent light / sweets / accessories. 303117,,$5.00,134,"8,899",66.4,71,425,1,196,"71,776",Craft Supplies & Tools,Physical
"Explosion Bomb Resin Lamp Fallout 4 Nuke lamp, Atomic bomb lamp diorama, Mushroom Cloud Lamp",,$88.00,34,"8,894",261.6,10,369,0,34,"16,179",Home & Living,Physical
"Scuba Fire Dargon Ice Dragon Epoxy Resin Night Light,Handmade Wood Resin Table Lamp,Personalized Resin Lamp, Birthday Gifts,Custom Gifts",,$99.90,21,"8,893",423.5,29,429,1,66,"5,455",Home & Living,Physical
"Hallowen idea Gift, Epoxy resin lamp, Epoxy resin night light, handmade lamp, Game Figure, Unique lamp, playroom decor, Sword Night Light",,$135.00,25,"8,882",355.3,13,332,1,39,"20,551",Home & Living,Physical
Galaxy Paperweight Northern Lights Paperweight Decor Resin Wood Globe Northern Lights Gift Aurora Borealis Home Decor Paperweight Gifts,,$75.75,21,"8,878",422.8,8,520,0,58,"22,719",Art & Collectibles,Physical
"Ocean Diver Resin Lamp – Epoxy Wood LED Light, Underwater Scene Night Lamp, Unique Diver Gift, Nautical Home Decor, Handmade Desk Light",,$64.99,9,"8,869",985.4,14,414,2,10,458,Home & Living,Physical
"Pe.rcy Ja.cks.on Riptide Sword Lamp From Sea of Monsters Anaklusmos sword Pe.rcy J.acks.on Epoxy Lamp, Custom Night Light Christmas gift",,$121.11,19,"8,860",466.3,12,627,1,58,"22,719",Home & Living,Physical
"Hero Resin Lamp, Academia Battle Lamp, Led Night Light, Custom Handcrafted Decor, Room Decor, Anime Resin Lamp",,$86.09,3,"8,840",2946.7,13,428,4,24,528,Home & Living,Physical
"Octopus and mermaid resin night light, room decoration, art lamp, custom night light, Christmas gifts for him, birthday gift for her",,$83.16,20,"8,823",441.1,8,575,0,23,"3,641",Home & Living,Physical
Handmade Dragon Resin Lamp – Toothless & Light Fury Night Light – Fantasy Epoxy Sculpture with Castle Scene – Anime Inspired LED Decor,,$64.99,9,"8,794",977.1,37,574,4,10,458,Home & Living,Physical
"Pokemon starter resin lamp, squirtle pokemon resin lamp, pokemon gift, pokemon birthday, resin night light, custom resin lamp, bedside lamp",,$117.98,25,"8,793",351.7,11,365,0,59,"12,310",Home & Living,Physical
"Middle Eastern Architectural Style Table Lamp, Original Handmade Artistic Home Decoration, Yellow Minimalist Sculpture Lamp, Abstract Light.",,$234.99,22,"8,791",399.6,5,710,0,22,54,Home & Living,Physical
"German U-Boat Resin Diorama, Underwater Explosion Sculpture, Small Lamp",,$430.40,32,"8,765",273.9,4,255,0,53,408,Art & Collectibles,Physical
"Shadow Warrior Resin Lamp – Fantasy Duo Night Light, Gaming Decor, Solo Leveling Shadow Warrior Resin Lamp – Sung Jin-Woo, mothers day gift",,$99.80,11,"8,761",796.5,5,210,0,39,"17,432",Home & Living,Physical
"Manatee Family resin wood lamp, resin art,minimalist decor,gift for home,Gift for Kid,Unique Christmas, Gift for him,desk lamp, gift for him",,$99.90,20,"8,759",437.9,24,539,1,43,"15,304",Home & Living,Physical
"Godzilla Resin Lamp: Handmade Monster Night Light, Epoxy Wood Decoration",,$69.46,7,"8,745",1249.3,29,387,4,8,248,Home & Living,Physical
Horizon Epoxy Resin Lamp: Handmade Oak Wood Nightstand Light,,$265.00,41,"8,735",213.0,5,247,0,62,"1,053",Home & Living,Physical
"X-Wings Star War Epoxy lamp Lamp, Resin Wood Lamp, Ambient Light, Geek Room Decor, Gift for brother christmas",,$121.11,6,"8,720",1453.3,6,286,1,58,"22,719",Home & Living,Physical
"Dragon Resin Lamp, Toothless Dragon Handmade Decor Epoxy Resin Lamp, Unique Handmade Dragon Gift for Room Decor, Resin Night light gift",,$80.00,17,"8,716",512.7,15,423,1,25,"2,204",Home & Living,Physical
"Ho.llow Knig.ht Lamp, Kn.ig.ht Epoxy Lamp, Diorama Resin Lamp, Epoxy Resin Lamp, Personalized Night Light Diorama Lamp, Father's Day Gift",,$30.99,10,"8,709",870.9,0,494,0,50,"10,764",Home & Living,Physical
"Scuba Diver Epoxy Resin Night Light,Ocean Resin Night Lamp,Personalized Handmade Night Light, Unique Home Decor Gifts,Custom Birthday Gifts",,$179.41,14,"8,702",621.6,11,280,1,17,303,Home & Living,Physical
Fire Dragon Resin Lamp – Epoxy Wood Dragon Lamp | Handmade Fantasy Night Light | Dragon Figure Decor | Unique Gift for Gamers & Collectors,,$90.00,10,"8,691",869.1,10,469,1,10,"1,774",Home & Living,Physical
"Lamp Bomb epoxy resin wood, custom resin lamp,red resin lamp,3d print lamp,christmas gift,Boyfriend gift,halloween decor gift, handmade gift",,$158.00,32,"8,667",270.8,10,293,0,63,"6,117",Home & Living,Physical
"Diorama Expedition game lamp, Reloy and Paintwitch Night lamp, Handmade Resin & Wood Lamp, Xmas Gift for Gamer, Unique Light, Gamer gifts",,$109.80,6,"8,657",1442.8,11,260,2,54,"31,299",Home & Living,Physical
"X-Wing Galaxy Lamp, Star Wars Decor, Galaxy Night Light, Space Lamp Home Decor, Valentine Gift for Him Her, Bedroom Light Night",,$137.25,7,"8,650",1235.7,13,428,2,64,"62,570",Home & Living,Physical
"Orca Shark and Couple Diver Resin Night Lights - Whale Shark and Humpback whale Resinlamp, Ocean Lamp, Handcrafted Home Decor, gift for home",,$99.80,32,"8,642",270.1,13,328,0,34,"16,179",Home & Living,Physical
"Mother's day Gift, Customer Anime Resin Lamp, Epoxy Resin Lamp, Gift for Kids, Gift for Girlfriend's, Gift for mom, Gift for dad, Desk Decor",,$99.80,13,"8,616",662.8,9,694,1,43,"15,304",Home & Living,Physical
"DIY Epoxy Resin Molds: Earrings, Pendant, Necklace, Dried Flower (11pcs)",,$36.75,41,"8,613",210.1,3,409,0,168,"1,943",Craft Supplies & Tools,Physical
"Mar.io & Yo.shi Adventure Resin Lamp, Handmade Nintendo Decor, Gamer Night Light, Unique Collector Gift, Retro Game Lovers, Xmas gift 2025",,$98.00,6,"8,588",1431.3,5,424,1,14,316,Home & Living,Physical
"Gustave from Clair Obscur: Expedition 33 Night Light, Resin Wood Lamp, Gaming Lamp, Geek Gift, Halloween Decor, Maelle, Esquie, Verso",,$88.02,9,"8,560",951.1,11,174,1,20,"1,089",Home & Living,Physical
Handmade Jesus Statue Resin Lamp: Christian Easter Decor,,$81.67,33,"8,557",259.3,6,336,0,54,"31,299",Home & Living,Physical
"Christmas Tree Silicone Mold: Ornament, Candle, Resin, Plaster, Concrete",,$7.01,33,"8,546",259.0,25,354,1,41,"5,663",Craft Supplies & Tools,Physical
"Baby Breath Flower In Crystal Ball Night Light, Real Flower Epoxy Lamp, Baby Breath Flower Resin Lamp, Gift For Mom, Christmas gift",,$58.33,34,"8,538",251.1,11,392,0,50,"10,764",Home & Living,Physical
"Toothless & Light Fury Resin Lamp, Handmade Epoxy Diorama, Dragon HTTYD Night Light gaming decor, christmas gift for him Christmas Decor",,$57.00,5,"8,531",1706.2,1,203,0,6,121,Home & Living,Physical
Dragon Slayer Ornstein Dark Souls 3 Resin LED Figurine | Collectible Hand-Painted Figure | Unique Boss Gift | Dark Souls Display Statue,,$158.33,19,"8,511",447.9,14,241,1,37,"1,149",Toys & Games,Physical
"Diorama Cyberpunk 2077 Resin Night Light, David Martinez and Lucy cyberpunk Figure resin Gift, Valentine Idea gift, Custom Night light, Lamp",,$135.00,5,"8,491",1698.2,5,190,1,39,"20,551",Home & Living,Physical
"Mecha Warrior LED Lamp, Handmade Resin Epoxy Diorama",,$197.00,17,"8,485",499.1,12,298,1,20,335,Home & Living,Physical
"MAGIC LANDSCAPE Epoxy Lamp, Custom Epoxy Resin Lamp, Resin Night Light, Resin Wood Art Lamp, Custom Reindeer Night Light, Personalized Light",,$157.50,38,"8,482",223.2,7,435,0,66,"55,400",Home & Living,Physical
"TOTODILE Resin Diorama Lamp, Custom Diorama Kit, Gifts and Table Lamp for Christmas Decor, Personalized Gift for Her",,$87.00,28,"8,454",301.9,8,412,0,66,"55,400",Home & Living,Physical
Orange Mushroom Lamp | Retro LED Table Lamp | Mid-Century Modern Nightlight | Vintage Room Decor,,$110.52,7,"8,454",1207.7,17,745,2,18,446,Home & Living,Physical
"Nuclear Submarine Attacked Lamp, Atomic Bomb Resin Night Light, Diorama Explosion Bomb Resin Lamp, Storm Cloud Lamp, Christmas gift",,$30.99,32,"8,453",264.2,3,271,0,50,"10,764",Home & Living,Physical
"Raptor Dinosaur figurine Raptor Dinosaur night lamp, Custom Epoxy Resin Art Lamp, Custom Dinosaur Night Light, Table Lamp, Halloween gifts",,$176.67,20,"8,444",422.2,3,262,0,58,"22,719",Home & Living,Physical
"Real Large Four Leaf Clover Cube, Lucky Clover Objet, Night Light, Gift for Luck, Resin Paperweight, Shamrock, Luck Charm,St. Patrick’s Day",,$80.00,48,"8,437",175.8,39,479,1,62,"4,205",Home & Living,Physical
Silikonform / Gießform Leuchtpilz / Pilz für LED Lichterkette / Glückspilz / Neujahr / Herbst / Raysin,,$11.49,20,"8,397",419.9,67,181,3,26,"16,660",Home & Living,Physical
"Dragon Resin Lamp Fantasy Night Light, Gift for Him, Personalized Dragon Lamp, Medieval Decor, Unique Boyfriend Gift, Cool Bedroom Light",,$83.98,11,"8,337",757.9,7,285,1,16,598,Home & Living,Physical
"Koi & Goldfish Whirlpool Resin Sculpture, Zen pond light",,$96.89,36,"8,333",231.5,5,754,0,41,"3,019",Art & Collectibles,Physical
"Fantasy Sword Resin Lamp Decor, Desk lamp, Epoxy Resin Art, Handcrafted Resin Wood Eggs, Broken Sword, Personalized Gift, Gift for Father's",,$122.50,32,"8,324",260.1,20,554,1,66,"55,400",Home & Living,Physical
Decorative Unique Hen Egg Night Lamp | Chicken Egg Lamp | Small Bed Lamp | Room Decor | Home Decor Table Lamp,,$39.00,5,"8,320",1664.0,3,746,1,9,188,Home & Living,Physical
"Silksong Hornet Resin Lamp, Handmade Hollow Knight Silksong Figure, PC Decor Lamp, Handmade Gamer Gift, Halloween & Christmas Decor Light",,$88.02,7,"8,296",1185.1,16,236,2,20,"1,089",Home & Living,Physical
"Jellyfish and Divers Night Light, Ocean Resin Art, Jellyfish Epoxy Lamp, Epoxy Diorama Lamp, Home Decor, Handmade Gift",,$19.29,25,"8,290",331.6,2,318,0,33,"6,921",Home & Living,Physical
"Light box, plastic wooden light box, custom box lamp, gift decor light for him",,$209.22,27,"8,288",307.0,5,439,0,49,"1,820",Home & Living,Physical
"Handmade Resin Flower Night Light, Crystal Ball Lamp",,$21.32,14,"8,268",590.6,12,315,1,16,551,Home & Living,Physical
MADE TO ORDER Personalized D20 Led Lamp - Custom Color Rpg Decor - Dungeons & Dragons Gift,,$192.00,150,"8,247",55.0,0,"1,184",0,173,"1,168",Toys & Games,Physical
"Custom anime lamp, famous anime Resin Lamp, handmade Night Light, Housewarming gift, Japan hot anime, Christmas gift, halloween gift",,$109.80,7,"8,237",1176.7,10,531,1,54,"31,299",Home & Living,Physical
Twilight Princess Resin Lamp Midna & Wolf Link Resin Night Light Zelda-Inspired LED Night Lamp Geeky Gamer Decor Handmade Fantasy Gift,,$80.00,10,"8,226",822.6,14,665,1,13,"1,127",Home & Living,Physical
"ER Blaidd Half-Wolf Royal Greatsword and Guardian Wolf Resin Wood Night Light — Fantasy Decor for Gamers, Father's Day Gift for Him",,$128.00,19,"8,191",431.1,5,260,0,64,"20,210",Home & Living,Physical
"Fire and Ice Dragons Resin Lamp – Handcrafted Night Light, Fantasy Duo Dragon Gift, Custom Room Decor",,$99.00,32,"8,190",255.9,21,341,1,39,"17,432",Home & Living,Physical
"Wood Resin Lamp, Resin Night Light, Ocean-Inspired Resin Lamps, Scuba Diving Gifts",,$52.00,52,"8,188",157.5,13,283,0,80,"1,782",Home & Living,Physical
"Handmade Ancient Mammoth Lamp,Custom Epoxy Resin Lamp, Resin Night Light, Resin Wood Art Lamp, Ice Age, Christmas Gifts, Halloween Decor",,$109.80,33,"8,185",248.0,7,484,0,54,"31,299",Home & Living,Physical
"Custome Anime night light, Hot Anime figure-best night light 2026, Resin night light, Handmade night light, LED Light decor room, Game decor",,$135.00,11,"8,181",743.7,4,46,0,13,"1,013",Home & Living,Physical
"Bodhi Leaf Mandala Night Light, Lotus Resin Lamp, Meditation Yoga, Home Desk Decor Gift",,$78.93,17,"8,176",480.9,30,502,2,17,97,Home & Living,Physical
"Mewtwo Poke.mon Lamp, Custom Poke.mon Resin Lamp, Custom Epoxy Resin Lamp, Custom Night Light, Christmas Gift",,$35.00,17,"8,171",480.6,7,254,0,61,"5,510",Home & Living,Physical
SEA TURTLE and KRAKEN Night Lights Ocean resin lamp Sea Turtle Epoxy Resin Table Lamp Home Decoration GrandMom Birthday Gifts Dad,,$121.11,30,"8,156",271.9,5,273,0,58,"22,719",Home & Living,Physical
Clear Resin Flower Chandelier: Handmade Hanging Ceiling Lamp,,$369.00,133,"8,138",61.2,3,673,0,166,"11,545",Home & Living,Physical
"Robot Diorama Lamp, custom Iron robot, Giant of Steel Handmade Wood Resin, Robot Art , Christmas gift",,$109.80,19,"8,135",428.2,9,426,0,54,"31,299",Home & Living,Physical
"Lamp Galaxy astronaut Resin, astronaut resin epoxy, Lamp custom resin, epoxy resin lamp, purple lamp, night light wood, table lamp wood",,$59.00,31,"8,134",262.4,17,352,1,60,"3,695",Home & Living,Physical
Penguin Resin Cube Night Light: Miniature Ocean Landscape Ornament,,$67.00,60,"8,126",135.4,7,400,0,62,"2,469",Home & Living,Physical
"Resin Wood Night light, Orca, Shipwreck, Jellyfish, Scuba Diver, Ocean Bedside lamp, Killer whale Table lamp, Father's Day Gift for Him",,$146.00,37,"8,126",219.6,7,465,0,64,"20,210",Home & Living,Physical
"Lamp Axolotl resin epoxy, epoxy resin lamp, night light wood, custom resin lamp, table lamp night light,christmas gift, home decor resin",,$179.70,19,"8,094",426.0,7,378,0,63,"6,117",Home & Living,Physical
"Link zelda Resin Lamp, handmade night light, epoxy lamp gift, Resin Lamp gift, Game gift for him, Birthday gift for him",,$80.00,10,"8,084",808.4,9,156,1,25,"2,204",Home & Living,Physical
"Diorama Metal suit superhero Night Light, Comics Superhero Resin Art Lamp, Gift For Him, Room Decor, Custom Figure resin , desk decor",,$77.98,7,"8,081",1154.4,6,321,1,49,"1,820",Home & Living,Physical
"Mao Mao Jinshi Inspired Resin Lamp | Handcrafted Wood Epoxy Night Light, Anime Desk, Unique Gift for Fans",,$73.71,5,"8,079",1615.8,10,439,2,21,712,Home & Living,Physical
"TLOZ Master Sword Night Light - Handmade Resin Wood Lamp - TOTK Game Decoration and Gift, Father's Day Gift for Him",,$161.14,23,"8,058",350.3,19,459,1,27,"3,140",Home & Living,Physical
"Otter Couple Resin Lamp: Unique Baby Shower Gift, mother's day gifts, Gif for kids",,$99.00,18,"8,056",447.6,10,352,1,34,"16,179",Home & Living,Physical
"Handmade Dragon Resin Night Light: Fantasy Home Decor, Handmade Fire and Ice Dragon Gift, mother's day gift ideas",,$99.80,15,"8,052",536.8,16,417,1,34,"16,179",Home & Living,Physical
Schleierkraut Resin Nachttischlampe mit LED Sockel,,$55.90,53,"8,034",151.6,7,348,0,59,40,Home & Living,Physical
Phone Powered UV LED Nail Polish Curing Light - Type C or Lightning,,$13.98,47,"8,024",170.7,17,928,0,53,"44,882",Bath & Beauty,Physical
"Wolf princess Lamp, hot Anime Night Light, Anime Gift, Handmade Gift, Customer Anime Lamp, Gift for Kids, Gift for Friend",,$109.80,7,"7,997",1142.4,10,468,1,54,"31,299",Home & Living,Physical
"Resin Goldfish Night Light: Color Changing LED Lamp, Teen Room Decor",,$43.25,21,"7,996",380.8,5,266,0,22,424,Home & Living,Physical
Handcrafted Bubble Girl Lamp: Modern Resin Table Lamp,,$191.92,6,"7,995",1332.5,3,791,1,43,109,Home & Living,Physical
Epoxy Resin Diver Lamp: Atlantic Ocean Wood Night Light,,$350.00,53,"7,989",150.7,2,309,0,54,"31,299",Home & Living,Physical
"Shadow Monarch & Ant King Resin Lamp - So.lo Leve.ling Night Light, Handmade Anime Resin Lamp",,$90.00,6,"7,968",1328.0,10,255,2,10,351,Home & Living,Physical
Personalized Super Hero Night light Custom Hero Resin Lamp Personalized Night Light diorama resin Epoxy Wood Art Decor Unique Geek Gift,,$80.00,10,"7,957",795.7,7,343,1,13,"1,127",Home & Living,Physical
"Journey of Hor.net vs tiny K.night resin lamp, Xmas night light, Hollowgram Figure, Handmade Christmas gift for gamer, Game Collectible",,$83.16,6,"7,952",1325.3,28,403,5,23,"3,641",Home & Living,Physical
"Real Grass Modern Table Lamp Scandinavian, Glass Lamp Epoxy Resin, Nordic Style Minimalism Lamp Plant Decor, Design Lamp for Bedroom Office",,$302.73,101,"7,951",78.7,0,985,0,101,"14,703",Home & Living,Physical
"Handmade Godzilla Resin Lamp, Glowing Cityscape, Sci-Fi Decor",,$91.22,8,"7,939",992.4,8,305,1,8,122,Home & Living,Physical
38W Portable UV/Led Nail Lamp: USB Powered Resin Curing Light,,$19.31,46,"7,934",172.5,28,495,1,53,"44,882",Bath & Beauty,Physical
"Dried Dandelion Night Light, Real Flower Night Lamp, Preserved Floral Resin Art Lamp, Dandelion Bedside Lamp, Personalized Birthday Gift",,$87.65,5,"7,931",1586.2,12,583,2,6,193,Home & Living,Physical
"Jellyfish Night Light Ocean Lamp, Relaxing Ambient Light, Unique Gift for Her Him, Underwater Resin Lamp Bedroom Decor, Stress Relief Lamp",,$69.98,10,"7,918",791.8,11,549,1,16,598,Home & Living,Physical
"2D FLAT Gothic Raven Resin Lantern, Enchanted Forest Hanging Light, Spooky Halloween Decor, Fantasy Art Lamp",,$29.70,4,"7,913",1978.2,4,762,1,11,279,Home & Living,Physical
"FR0STMOURNE SW0RD lamp, World of Warcraft night light,",,$58.00,18,"7,912",439.6,7,192,0,39,"17,432",Home & Living,Physical
"Vintage witch hat lamp, resin gothic Halloween night light, witch hat lamp, bedside table lamp, vintage table lamp, desktop decor",,$53.00,1,"7,909",7909.0,1,883,1,21,"2,163",Home & Living,Physical
"Dark Va.der resin epoxy lamp, Dark Tyrant Diorama Lamp, Galactic Battle Saga decor, best Christmas gift for him, custom resin night light",,$83.16,6,"7,895",1315.8,13,314,2,23,"3,641",Home & Living,Physical
"Dobby Resin Lamp, Handmade Epoxy Wizard Decor, Magical Creature Display, House Elf Decor Unique Valentine Gift, Collector Fantasy Diorama",,$137.25,6,"7,858",1309.7,14,386,2,64,"62,570",Home & Living,Physical
"Rebecca Cyber.punk 4 Resin Night Light, Rebecca Figure Lamp Gift for Gamer, Cyberpunk 4 Gift, Xmas Gift for Gamer, Christmas Gift, Wood Lamp",,$135.00,6,"7,825",1304.2,3,355,1,39,"20,551",Home & Living,Physical
Handmade Anime Pocket Monster Resin Lamp: Unique Desk Decor Night Light,,$88.00,7,"7,818",1116.9,6,325,1,63,"6,112",Home & Living,Physical
"Glowing Kaiju Dioraman night light – LED figure Battle Scene in Display Case, Custom Night Decor Gift for Him, 3d model godzilla",,$70.00,22,"7,812",355.1,8,260,0,34,"16,179",Home & Living,Physical
"Demon Form Warrior Lamp, Anti Magic Resin LED Light, Handmade Epoxy Desk Lamp, Shonen Anime Room Decor, Gaming Setup Light, gift for brother",,$121.11,6,"7,803",1300.5,4,227,1,58,"22,719",Home & Living,Physical
"DEER and LANDSCAPE Resin Lamp Egg, Epoxy Resin Art, Handcrafted Resin Wood Eggs, Personalized Gift for Decor Home",,$179.66,31,"7,801",251.6,11,513,0,66,"55,400",Home & Living,Physical
Japanese Bonsai Resin Sculpture Handmade Tree Zen Gift,,$96.89,26,"7,758",298.4,12,559,0,41,"3,019",Art & Collectibles,Physical
"Godzilla Resin Lamp: Handmade Epoxy Night Light, Gaming Desk Decor",,$89.50,10,"7,754",775.4,1,149,0,10,"1,774",Home & Living,Physical
New Pyramid Horror Resin Lamp | LED Nightmare Figure Lamp | Creepy Horror Decor | Handmade Resin Art Gift for Horror Fans,,$98.00,5,"7,745",1549.0,5,776,1,24,829,Home & Living,Physical
"Resin Mushroom Lamp, Cottagecore Desk Night Light",,$35.20,5,"7,742",1548.4,3,900,1,7,463,Home & Living,Physical
"Video Game, Game Decor, Table Lamp, Night Light, Custom Gift, Gift For Son, Gift For Boyfriend, Back to school Gifts, Halloween Gifts",,$135.00,24,"7,740",322.5,6,219,0,39,"20,551",Home & Living,Physical
"Handmade Dolphin Diorama Night Light, Wood Resin Ocean Lamp",,$250.00,74,"7,720",104.3,2,781,0,169,"2,599",Home & Living,Physical
"Dandelion Night Light,Dandelion paperweight,resin art,resin lamp,Epoxy Resin Wooden Lamp, Crystal Ball, Gift for Mum,Timeless Flowers",,$48.82,11,"7,719",701.7,9,500,1,37,"1,707",Home & Living,Physical
"Futuristic Space Warrior Resin Lamp, Infinite Inspired LED Diorama Light, Warrior Gamer Desk Lamp, Handcrafted Xbox Gaming Room Decor",,$140.00,6,"7,715",1285.8,15,393,3,21,382,Home & Living,Physical
"Custom Godzilla Resin night light, Atomic Beast Crystal resin Lamp, God.zilla figure, Valentines Day gift, Mother’s Day",,$99.00,12,"7,703",641.9,13,218,1,34,"16,179",Home & Living,Physical
"Turtle and Mermaid Resin night lights - Furniture and decor, resin lamp, gift for kid, Gift for mom, christmas gift",,$60.00,32,"7,700",240.6,8,300,0,39,"17,432",Home & Living,Physical
"Toothless Night Lights, Toothless Resin Epoxy Lamp, Fury Epoxy lamp Table Lamp, Desk Lamp, Home Decor Boho Birthday gifts for best friend",,$247.50,30,"7,696",256.5,10,518,0,66,"55,400",Home & Living,Physical
"Seahorse & Blue Tang Ocean Resin Lamp – Handmade Night Light with Coral Scene, Underwater Themed Decor, Coastal Gift for Sea Lovers",,$94.00,18,"7,685",426.9,13,518,1,22,"2,416",Home & Living,Physical
"Custom headphone stand, Office Decor, Headset Artwork Holder and Resin art lamp, Epoxy Resin Table Lamp, Home Decor, Birthday gifts for him",,$159.00,37,"7,684",207.7,11,446,0,64,"62,570",Home & Living,Physical
"Jason Voorhees Resin Night Light – Michael & Jason Style Figure, Spooky Room Decor, Gothic Spooky Gift Idea",,$99.80,10,"7,675",767.5,9,423,1,34,"16,179",Home & Living,Physical
"Handmade Axolotl Cube Lamp, Resin & Wood Night Light, Unique Gift, desk lamp, gift for him , Christmas gift, Personalized Night Light",,$109.80,10,"7,660",766.0,10,549,1,54,"31,299",Home & Living,Physical
"Back to school idea Gift, Custom resin lamp, Epoxy Wooden Night Lights, Handmade gift, Assassin's Figure, Birthday Gift, boyfriend gift",,$135.00,24,"7,651",318.8,20,425,1,39,"20,551",Home & Living,Physical
"Ocean Resin Night Light: Scuba Divers, Octopus & Sea Turtles, women's day gift, gift for mom",,$60.00,10,"7,645",764.5,8,215,1,34,"16,179",Home & Living,Physical
Kraken and Nautilus submarine Resin Sculpture Desk Light,,$96.89,28,"7,635",272.7,10,463,0,41,"3,019",Art & Collectibles,Physical
"Xmas Gift 2025, Christmas gifts Octopus and diver resin night light, Ocean Resin Lamp, Resin Lamp, handmade furniture decor, Birthday gifts",,$135.00,35,"7,618",217.7,6,253,0,39,"20,551",Home & Living,Physical
NEW M4ster Ch|ef Resin Lamp – Hal/o |nfinite Inspired LED Diorama Light | Warrior Gamer Desk Lamp | Handcrafted Xbox Gaming Room Decor,,$99.00,8,"7,607",950.9,22,377,3,24,829,Home & Living,Physical
"Custom real flower night light,custom color letter dried flower resin name lamp, with nice gift box for friend family mom dad",,$45.60,57,"7,598",133.3,22,244,0,65,"5,221",Home & Living,Physical
"Iron/Copper Aroma Oil Lamp, Oil Burner, Aroma Lamp, Oil Diffuser, Aromatherapy, Healing, Meditation, Energy Protection, Spiritual Gift",,$32.98,43,"7,591",176.5,26,753,1,63,"2,122",Home & Living,Physical
"Galaxy Resin Lamp: Star Wars Diorama, Handmade Epoxy Night Light",,$88.00,13,"7,566",582.0,13,386,1,63,"6,112",Home & Living,Physical
"WOW Lich King Frostmourne Sword Lamp - Mystical Resin Wood Night Light, Fantasy Gamer Decor, Fall Decor, Father's Day Gift for Him",,$138.00,18,"7,558",419.9,12,360,1,64,"20,210",Home & Living,Physical
Handmade Anime Solo leveling Resin Lamp: Unique Desk Decor Night Light,,$88.00,7,"7,552",1078.9,6,184,1,63,"6,112",Home & Living,Physical
Kit de strass dentaire professionnel DIY | Strass Swarovski | Lampe UV et résine dentaire | Pose facile à domicile | Tenue 1 à 9 mois,,$49.26,14,"7,551",539.4,11,227,1,15,135,Bath & Beauty,Physical
"Predator vs Xenomorph Resin Lamp, Alien Space Monster Light, Handmade Sci-Fi Decor, Unique Movie Fan Gift, Epic Collector Room Accent",,$98.00,6,"7,548",1258.0,8,304,1,14,316,Home & Living,Physical
Resin Letter Light: Handmade LED Lamp with Gold Leaf,,$27.03,68,"7,535",110.8,7,158,0,129,"4,725",Home & Living,Physical
Epoxy Resin Ocean Lamp: Hammerhead Shark & Diver Night Light,,$258.00,40,"7,518",187.9,15,366,0,54,"31,299",Home & Living,Physical
"Customer Valentine's Gift, Handmade resin lamp, diorama resin epoxy, Epoxy and Wooden Night Lights, table lamp, Birthday Gift, handmade gift",,$99.90,17,"7,518",442.2,11,289,1,43,"15,304",Home & Living,Physical
"Oxeye Daisy Resin Light: Floral Epoxy Sphere, Personalized Birth Flower Gift",,$65.00,57,"7,517",131.9,24,542,0,62,"2,469",Home & Living,Physical
"Pocket Monster Collector’s Resin Lamp – Handmade Epoxy Anime Diorama Light, Gaming Desk Decor, Limited Edition Gift for Fans",,$90.00,6,"7,512",1252.0,4,400,1,10,351,Home & Living,Physical
"Eevee evolution resin lamp, eevee epoxy lamp, custom epoxy lamp, pokemon gift, epoxy lamp, pokemon birthday, resin night light",,$117.98,23,"7,502",326.2,11,500,0,59,"12,310",Home & Living,Physical
"Alice In Wonderland Wooden Box Lamp, Alice Princess Wooden Light, Decorative Lamp, Kids Room Decor, Christmas Decor, Christmas Gifts",,$56.12,7,"7,488",1069.7,3,523,0,19,"1,241",Home & Living,Physical
"Dolphin resin lamp, turtles resin night light, scuba diver gift, ocean resin, room decor, nightstand lamp, gift for her",,$83.10,22,"7,477",339.9,13,314,1,23,"3,641",Home & Living,Physical
"Handmade Diorama Godzilla figure - Godzilla Resin Lamp, gift for him, christmas gift",,$99.00,19,"7,471",393.2,8,188,0,34,"16,179",Home & Living,Physical
"Resin Space Art Lamp, Bedroom Beside Light, sci-fi night lamp, geek desk lamp, Dark Fantasy Night Light, geek bedroom light, geek gift lamp",,$125.02,2,"7,426",3713.0,0,23,0,3,33,Home & Living,Physical
"Fire-Breathing Dragon Light Sculpture 40 Inch Gothic Home Decor, Fantasy Lamp, Medieval Light,",,"$2,750.00",9,"7,415",823.9,0,261,0,36,8,Home & Living,Physical
"Whale Shark resin Lamp, Diver couple Night Lights, Whale Shark Cube Resin Lamp, mother's day gift ideas",,$99.80,22,"7,394",336.1,13,409,1,34,"16,179",Home & Living,Physical
"Epoxy Resin Turtle Night Light: Ocean Scene with Coral Reef, gift for mom, Mom Gift Idea, Mother in Law Gifts",,$99.80,18,"7,364",409.1,22,364,1,34,"16,179",Home & Living,Physical
