shop_name,listing_id,title,price,tags,etsy_url,image_url,listing_age,views,favorites,reviews,avg_reviews,state,total_sold,visibility_score,est_reviews,category,sub_category,listing_type,ship_from,when_made,who_made,is_customizable,has_variations,mo_sales,mo_revenue,total_sales_est,growth_rate,listing_active_count
GONdesignJEWELRY,4472861218,"Goose Nurse Scrub Cap: Adjustable Tie Back Surgical Head Cover, funny nurse Scrub Cap",19.99,"serious goose, funny scrub cap, euro scrub hat, nurse humor, white cotton cap, tie back style, vet tech gift, doctor headwear, medical student, goose print, surgical cap, rn appreciation, funny doctor cap",https://www.etsy.com/listing/4472861218/goose-nurse-scrub-cap-adjustable-tie,https://i.etsystatic.com/30078352/r/il/4d4ffe/7859335137/il_170x135.7859335137_6td9.jpg,2,149,9,3333,0,active,17006,25,0,Accessories,Hats & Caps,physical,VN,made_to_order,i_did,False,True,,,,,176
GONdesignJEWELRY,4484460430,"Welcome Wedding Party Tapestry Banner, Personalized Name Wedding Bar Menu Sign, Bridal Shower Sign, Wedding Table Runner Banner, Bar sign",32.99,"wedding sign, shower sign, baby shower sign, bridal shower sign, fabric sign, custom wedding sign, welcome sign, baby shower, linen sign decor, linen, bar sign decor, fabric bar sign, signature decor",https://www.etsy.com/listing/4484460430/welcome-wedding-party-tapestry-banner,https://i.etsystatic.com/30078352/r/il/4a6eeb/7934201427/il_170x135.7934201427_rrhd.jpg,1,141,8,3333,0,active,17006,42,0,Paper & Party Supplies,Banners & Signs,physical,VN,made_to_order,i_did,False,True,,,,,176
GONdesignJEWELRY,4488376558,"Custom Table Runner with Logo, Personalized Business Banner, Market Booth sign Display, Pop Up Shop Decoration Sign, bakery logo table sign",32.99,"business sign, logo banner, vendor table, market decor, custom logo, booth display, branding cloth, trade show, table runner, small biz, custom sign, logo decor sign, custom table sign",https://www.etsy.com/listing/4488376558/custom-table-runner-with-logo,https://i.etsystatic.com/30078352/r/il/1df441/7958754373/il_170x135.7958754373_4xqh.jpg,1,140,5,3333,0,active,17006,39,0,Paper & Party Supplies,Banners & Signs,physical,VN,made_to_order,i_did,False,True,,,,,176
GONdesignJEWELRY,4492953576,Personalized Baptism Fabric Banner | Custom First Holy Communion Welcome Sign | Linen Christening Backdrop | Baby Blessing Party sign 2026,32.99,"baptism welcome sign, first holy communion, linen communion sign, baby naming ceremony, godparent gift, baptism backdrop, custom baby blessing, minimalist baptism, nursery wall hanging, holy communion gift, fabric baptism sign, religious party sign, christening sign",https://www.etsy.com/listing/4492953576/personalized-baptism-fabric-banner,https://i.etsystatic.com/30078352/r/il/fd7f37/7940619432/il_170x135.7940619432_50pe.jpg,1,139,7,3333,0,active,17006,39,0,Paper & Party Supplies,Banners & Signs,physical,VN,made_to_order,i_did,False,True,,,,,176
GONdesignJEWELRY,4456039125,"Custom Comfort Colors Dance Mom Bootleg Shirt, Dance Team Shirt, Bootleg Shirt with Photo, Best Mom Bootleg Shirt, Proud Dance Mom Tee",13.63,"custom dance mom, custom bootleg tee, ballet mom gift, dance academy shirt, cheer mom shirt, dance mom bootleg, ballet teacher gift, proud dance mom tee, dance school shirt, dance competition, ballet recital shirt, dance teacher shirt, christmas gift",https://www.etsy.com/listing/4456039125/custom-comfort-colors-dance-mom-bootleg,https://i.etsystatic.com/30078352/r/il/bb34ed/7698808716/il_170x135.7698808716_1z9r.jpg,3,137,6,3333,0,active,17006,25,1,Clothing,T-shirts,physical,VN,made_to_order,i_did,False,True,,,,,176
GONdesignJEWELRY,4485747897,"Go With The Flow Anatomical Heart Scrub Cap, Funny Cardiac Nurse Hat, Gift For Nurse Surgeon, Comfortable Adjustable Nurse Scrub Cap gift",19.99,"cardiology nurse, anatomical heart, funny cardiac cap, cvicu nurse gift, heart surgeon, blood flow pun, circulatory system, blue scrub hat, cardiologist, med school gift, telemetry nurse, cath lab hat, surgical gift",https://www.etsy.com/listing/4485747897/go-with-the-flow-anatomical-heart-scrub,https://i.etsystatic.com/30078352/r/il/93a65a/7894013206/il_170x135.7894013206_lk5n.jpg,1,132,8,3333,0,active,17006,39,0,Accessories,Hats & Caps,physical,VN,made_to_order,i_did,False,True,,,,,176
GONdesignJEWELRY,4479256058,"Custom Wedding Welcome Sign, Fabric strip Bar Menu Banner,Personalized Name Date, Linen Cotton Wedding, custom name bar wedding sign",32.99,"wedding sign, fabric sign, bar sign baby shower, linen sign decor, bar sign decor, fabric bar sign, signature drinks, shower sign, custom wedding sign, bridal shower sign, baby shower sign, linen, welcome sign decor",https://www.etsy.com/listing/4479256058/custom-wedding-welcome-sign-fabric-strip,https://i.etsystatic.com/30078352/r/il/731e26/7853122528/il_170x135.7853122528_7ir9.jpg,2,131,3,3333,1,active,17006,30,1,Paper & Party Supplies,Banners & Signs,physical,VN,made_to_order,i_did,False,True,,,,,176
GONdesignJEWELRY,4492300950,"Striped Cotton Linen Birthday Banner, Custom Name Party Backdrop, Striped Fabric Hanging Decor, boys Birthday Welcome",32.99,"birthday banner, striped banner, party welcome sign, custom name banner, party photo backdrop, birthday wall decor, party event banner, blue stripe decor, custom party sign, birthday sign, party backdrop, birthday backdrop, birthday decor",https://www.etsy.com/listing/4492300950/striped-cotton-linen-birthday-banner,https://i.etsystatic.com/30078352/r/il/1fa4a8/7930527901/il_170x135.7930527901_h6fd.jpg,1,129,7,3333,0,active,17006,33,0,Paper & Party Supplies,Banners & Signs,physical,VN,made_to_order,i_did,False,True,,,,,176
GONdesignJEWELRY,4469079427,"Memorial Chair Sign, Wedding Reserved Seat Banner, In Loving Memory decor, Tribute Chair Banner, Remembrance Wedding Decor, Elegant banner",32.99,"in loving memory, memorial sign, wedding signs, wedding decor, sympathy gift, memorial plaque, in memory sign, fabric wedding sign, wedding decoration, welcome sign, boho wedding decor, wedding sign, rustic wedding",https://www.etsy.com/listing/4469079427/memorial-chair-sign-wedding-reserved,https://i.etsystatic.com/30078352/r/il/0216af/7834297777/il_170x135.7834297777_tfda.jpg,2,128,2,3333,1,active,17006,30,1,Paper & Party Supplies,Banners & Signs,physical,VN,made_to_order,i_did,False,True,,,,,176
GONdesignJEWELRY,4489623677,"Personalized Linen Bridal Shower Sign decor, Wedding Welcome Fabric Banner, Engagement Party Linen Sign, Custom linen Sign",32.99,"engagement party, bridal shower, party decor, wedding sign, wedding welcome sign, bridal shower sign, modern wedding sign, wedding banner, party welcome sign, boho wedding, outdoor wedding, linen sign decor, linen sign",https://www.etsy.com/listing/4489623677/personalized-linen-bridal-shower-sign,https://i.etsystatic.com/30078352/r/il/0419b3/7919267538/il_170x135.7919267538_mt78.jpg,1,124,6,3333,0,active,17006,36,0,Paper & Party Supplies,Banners & Signs,physical,VN,made_to_order,i_did,False,True,,,,,176
GONdesignJEWELRY,4505051285,"Personalized Polyester Fabric Bar Menu Sign, Wedding Cocktails Bar Banner, Signature Drink Wedding Sign, Personalized Cocktail Bar Sign",32.99,"wedding sign, baby shower sign, bridal shower sign, custom wedding sign, welcome sign, baby shower, linen sign decor, bar sign decor, fabric bar sign, signature drinks, bar sign striped, name wedding sign",https://www.etsy.com/listing/4505051285/personalized-polyester-fabric-bar-menu,https://i.etsystatic.com/30078352/r/il/70e818/8019126732/il_170x135.8019126732_5gh3.jpg,1,113,1,3333,0,active,17006,30,0,Paper & Party Supplies,Banners & Signs,physical,VN,made_to_order,i_did,False,True,,,,,176
GONdesignJEWELRY,4457539863,"Custom Comfort Colors Bootleg Shirt, Boyfriend Girlfriend Shirt, Face Shirt, Gift For Her, Personalized Birthday Gift, Gift For Him",13.63,"custom t shirts, face shirt, girlfriend shirt, shirt for boyfriend, custom your bootleg, valentine gift, shirt with gf face, custom photo shirt, custom birthday tee, custom picture shirt, personalized photo, party shirt, bachelorette shirt",https://www.etsy.com/listing/4457539863/custom-comfort-colors-bootleg-shirt,https://i.etsystatic.com/30078352/c/3000/3000/0/0/il/418432/7756465407/il_170x135.7756465407_3zx7.jpg,3,110,1,3333,0,active,17006,0,1,Clothing,T-shirts,physical,VN,made_to_order,i_did,False,True,,,,,176
GONdesignJEWELRY,4471740747,"Viral Punch Monkey Scrub Cap, Cute Baby Monkey Nurse Hat Gift, Emotional Gift for Animal Lovers, Baby Monkey Scrub Capch",19.99,"monkey scrub cap, animal scrub hat, blue scrub gift, cotton scrub hat, tie back scrub cap, medical headwear, pediatric scrub cap, veterinary scrub, surgical cap, nurse scrub cap, or scrub hat, animal print cap, monkey punch",https://www.etsy.com/listing/4471740747/viral-punch-monkey-scrub-cap-cute-baby,https://i.etsystatic.com/30078352/r/il/8685bb/7803768638/il_170x135.7803768638_jqpx.jpg,2,109,0,3333,0,active,17006,25,0,Accessories,Hats & Caps,physical,VN,made_to_order,i_did,False,True,,,,,176
GONdesignJEWELRY,4473939530,"Labor and Delivery Nurse Scrub Cap: Silly Goose Medical Print Surgical Hat L&D Headwear, blue pink Tie Back, Vet Gift.",19.99,"serious goose, funny scrub cap, euro scrub hat, nurse humor, white cotton cap, tie back style, vet tech gift, doctor headwear, medical student, goose print, surgical cap, rn appreciation gift, funny doctor hat",https://www.etsy.com/listing/4473939530/labor-and-delivery-nurse-scrub-cap-silly,https://i.etsystatic.com/30078352/r/il/0dbf94/7866147329/il_170x135.7866147329_axqd.jpg,2,108,2,3333,0,active,17006,25,0,Accessories,Hats & Caps,physical,VN,made_to_order,i_did,False,True,,,,,176
GONdesignJEWELRY,4493550808,"Red White and Due Baby Shower Banner, 4th of July Baby Shower sign, Patriotic Baby Shower Backdrop, Custom Baby Shower Sign Party decor",32.99,"red white due, 4th july baby, july baby decor, patriotic banner, baby shower outdoor, baby party banner, custom baby decor, usa baby decor, baby shower sign, baby backdrop, baby event decor, patriotic party, baby shower decor",https://www.etsy.com/listing/4493550808/red-white-and-due-baby-shower-banner-4th,https://i.etsystatic.com/30078352/r/il/b2e083/7992506277/il_170x135.7992506277_7avn.jpg,1,106,2,3333,0,active,17006,30,0,Paper & Party Supplies,Banners & Signs,physical,VN,made_to_order,i_did,False,True,,,,,176
GONdesignJEWELRY,4492951263,"Fabric Wedding Welcome Sign - Linen Welcome Sign - Wedding Banner - Modern Linen Wedding Sign, cusstom wedding name sign.",32.99,"wedding welcome sign, welcome sign wedding, welcome party sign, linen welcome sign, fabric welcome sign, custom wedding sign, boho wedding, fabric wedding sign, baby shower sign, bridal shower sign, bridal shower decor, linen wedding sign, wedding linen sign",https://www.etsy.com/listing/4492951263/fabric-wedding-welcome-sign-linen,https://i.etsystatic.com/30078352/r/il/74d431/7988622973/il_170x135.7988622973_m8p4.jpg,1,97,2,3333,0,active,17006,33,0,Paper & Party Supplies,Banners & Signs,physical,VN,made_to_order,i_did,False,True,,,,,176
GONdesignJEWELRY,4489951119,"Kid Pencil Graduation Stole, Custom Name Crayon Pre K Grad stole, Kindergarten Class Of 2026 Boy Girl, Personalized Graduation Gift for Son",19.99,"kids grad stole, custom kid stole, preschool grad gift, kindergarten stole, toddler graduation, grad stole for kids, pencil grad stole, custom grad sash, pre-k grad stole, graduation gift kid, cute grad stole, sash for preschool, class of 2026 gift",https://www.etsy.com/listing/4489951119/kid-pencil-graduation-stole-custom-name,https://i.etsystatic.com/30078352/r/il/bb1327/7800328950/il_170x135.7800328950_ijro.jpg,1,96,2,3333,1,active,17006,33,1,Accessories,Scarves,physical,VN,made_to_order,i_did,False,True,,,,,176
GONdesignJEWELRY,4473295307,"Custom image Memorial Chair Sign, Elegant Wedding Reserved Seat Banner, In Loving Memory Sign, Tribute Chair Banner, Remembrance Wedding",32.99,"in loving memory, memorial sign, wedding signs, wedding decor, sympathy gift, memorial plaque, in memory sign, fabric wedding sign, wedding decoration, welcome sign, boho wedding, wedding memorial, rustic wedding",https://www.etsy.com/listing/4473295307/custom-image-memorial-chair-sign-elegant,https://i.etsystatic.com/30078352/r/il/443e35/7814281912/il_170x135.7814281912_hz29.jpg,2,95,3,3333,0,active,17006,25,0,Paper & Party Supplies,Banners & Signs,physical,VN,made_to_order,i_did,False,True,,,,,176
GONdesignJEWELRY,4462291734,"Personalized 2026 Senior Baseball Mom Shirt, Baseball Player Shirt, Baseball Mama Tee Custom Photo, Name & Jersey Number",13.63,"senior mom shirt, comfort colors shirt, custom baseball tee, custom player shirt, baseball mom shirt, baseball mama, senior night shirt, baseball senior, custom player photo, football mom shirt, sport player shirt, sport mom sweatshirt, baseball lover",https://www.etsy.com/listing/4462291734/personalized-2026-senior-baseball-mom,https://i.etsystatic.com/30078352/r/il/3fa3e1/7789187081/il_170x135.7789187081_jkjo.jpg,3,91,5,3333,0,active,17006,0,0,Clothing,T-shirts,physical,VN,made_to_order,i_did,False,True,,,,,176
GONdesignJEWELRY,4492955832,"Personalized Graduation Party Sign, Custom Congrats Grad linen Banner Class of 2026 Graduation Party Decor Grad Welcome Sign Photo banner",32.99,"graduate decorations, graduate name sign, personalize graduate, grad photo backdrop, custom grad sign, high school graduate, class of 2026, grad party decor, graduation banner, graduation party, grad open house flag, graduation welcome, long linen banner",https://www.etsy.com/listing/4492955832/personalized-graduation-party-sign,https://i.etsystatic.com/30078352/r/il/4a67df/7940638312/il_170x135.7940638312_fo1g.jpg,1,89,2,3333,0,active,17006,25,0,Paper & Party Supplies,Banners & Signs,physical,VN,made_to_order,i_did,False,True,,,,,176
GONdesignJEWELRY,4473441074,"Silly goose funny Scrub Cap, Serious Goose Scrub Cap: Funny Nurse Hat gift, blue pink Tie Back, Vet Gift.",19.99,"serious goose, funny scrub cap, euro scrub hat, nurse humor, white cotton cap, tie back style, vet tech gift, doctor headwear, medical student, goose print, surgical cap, rn appreciation gift, funny doctor hat",https://www.etsy.com/listing/4473441074/silly-goose-funny-scrub-cap-serious,https://i.etsystatic.com/30078352/r/il/56fee8/7815172498/il_170x135.7815172498_rlys.jpg,2,85,4,3333,0,active,17006,0,0,Accessories,Hats & Caps,physical,VN,made_to_order,i_did,False,True,,,,,176
GONdesignJEWELRY,4474431422,"Happy Birthday Sheet Backdrop Personalized Birthday Name Banner, Custom Name Party Backdrop, Nursery decor",30.99,"baby birthday decor, baby boy birthday, baby girl birthday, fabric birthday sign, birthday backdrop, cake smash backdrop, birthday name banner, baby party decor, party photo backdrop, birthday tapestry, happy birthday sheet, custom name banner, bday boy party gift",https://www.etsy.com/listing/4474431422/happy-birthday-sheet-backdrop,https://i.etsystatic.com/30078352/r/il/6af3ea/7821500266/il_170x135.7821500266_5dfa.jpg,2,84,1,3333,0,active,17006,0,0,Paper & Party Supplies,Banners & Signs,physical,VN,made_to_order,i_did,False,True,,,,,176
GONdesignJEWELRY,4494076604,"Personalized Fabric Wedding Bar Sign, Custom Linen Reception Bar Banner, His and Hers Wedding Bar Decor, Bar Front Sign for Ceremony decor",32.99,"wedding bar sign, fabric bar sign, linen bar sign, reception bar sign, custom bar sign, wedding bar decor, bar front sign, his hers bar sign, ceremony bar sign, custom wedding sign, bar banner sign, drink station banner, wedding linen sign",https://www.etsy.com/listing/4494076604/personalized-fabric-wedding-bar-sign,https://i.etsystatic.com/30078352/r/il/37e96a/7996145037/il_170x135.7996145037_lauv.jpg,1,84,0,3333,0,active,17006,25,0,Paper & Party Supplies,Banners & Signs,physical,VN,made_to_order,i_did,False,True,,,,,176
GONdesignJEWELRY,4484464782,"Custom Wedding Welcome Sign, Fabric Bar Menu Banner, Personalized Linen striped bar or event Sign, Wedding Table Runner Banner, Bar sign",32.99,"cheers to sign, wedding bar sign, lace bar sign, sheer lace sign, custom wedding sign, cocktail bar decor, garden wedding decor, romantic wedding, elegant wedding sign, lace wedding decor, outdoor wedding sign, personalized sign, wedding strip sign",https://www.etsy.com/listing/4484464782/custom-wedding-welcome-sign-fabric-bar,https://i.etsystatic.com/30078352/r/il/5e8f99/7934239797/il_170x135.7934239797_a07r.jpg,1,81,0,3333,0,active,17006,30,0,Paper & Party Supplies,Banners & Signs,physical,VN,made_to_order,i_did,False,True,,,,,176
GONdesignJEWELRY,4467068125,"Custom Wedding Table Sign, linen Last Name Sign, Personalised Table, Wedding Banner,Bridal Dinner Table Sign,Bar Sign, bridal shower gift",30.99,"last name fabric, last name sign, family name sign, wedding table runner, wedding last name, wedding sign fabric, custome fabric sign, fabric wedding sign, fabric bar sign, fabric sign, wedding table decor, wedding tapestry, wedding sign",https://www.etsy.com/listing/4467068125/custom-wedding-table-sign-linen-last,https://i.etsystatic.com/30078352/r/il/0fa5ac/7773241692/il_170x135.7773241692_5ovj.jpg,2,80,4,3333,1,active,17006,0,1,Paper & Party Supplies,Banners & Signs,physical,VN,made_to_order,i_did,False,True,,,,,176
GONdesignJEWELRY,4484449040,"Personalized Wedding Monogram Linen striped bar or event Sign, Custom Wedding Welcome Sign, Fabric Bar Menu Banner, Personalized Name Date",32.99,"wedding sign, baby shower sign, bridal shower sign, custom wedding sign, welcome sign, baby shower, linen sign decor, fabric bar sign, signature drinks, linen bar decor, bar sign gift, wedding monogram",https://www.etsy.com/listing/4484449040/personalized-wedding-monogram-linen,https://i.etsystatic.com/30078352/r/il/59d603/7886111372/il_170x135.7886111372_f161.jpg,1,78,1,3333,0,active,17006,25,0,Paper & Party Supplies,Banners & Signs,physical,VN,made_to_order,i_did,False,True,,,,,176
GONdesignJEWELRY,4478139540,"Personalized Mother of the Bride Photo Jewelry Dish gift, Custom Toile De Jouy Mom Photo Ring Dish, MOB MOG Wedding Gift from Daughter gift",23.99,"unique mom gifts, mother grandmother, mom trinket dish, gift from daughter, birthday gift mom, mom photo gift, custom photo gift, photo trinket tray, photo trinket dish, photo ring dish, photo gifts for, graduation gifft, mothers day gifts",https://www.etsy.com/listing/4478139540/personalized-mother-of-the-bride-photo,https://i.etsystatic.com/30078352/r/il/6dd88a/7893777311/il_170x135.7893777311_o5xd.jpg,2,77,10,3333,0,active,17006,0,0,Jewelry,Ring Dishes,physical,VN,made_to_order,i_did,False,True,,,,,176
GONdesignJEWELRY,4492962096,"She did it graduation party banner, Graduation decor, Class of 2026, Graduation decorations, Graduation backdrop, Congrats Grad banner decor",32.99,"graduate decorations, graduate name sign, personalize graduate, grad photo backdrop, custom grad sign, high school graduate, class of 2026, grad party decor, graduation banner, graduation party, grad open house flag, graduation welcome, long linen banner",https://www.etsy.com/listing/4492962096/she-did-it-graduation-party-banner,https://i.etsystatic.com/30078352/r/il/672331/7940683668/il_170x135.7940683668_7awh.jpg,1,74,1,3333,0,active,17006,25,0,Paper & Party Supplies,Banners & Signs,physical,VN,made_to_order,i_did,False,True,,,,,176
GONdesignJEWELRY,4454900826,"Custom Dad Shirt, Custom Bootleg Rap Tee With Face Photo, Customized Father&#39;s Day Gift, Daddy Shirt Best Dad Ever Shirt, Unique Gift for Dad",13.63,"custom t shirts, custom photo shirt, custom shirt, custom bootleg rap, custom dad shirt, fathers day gifts, gifts for dad, daddy shirt, custom fathers day, best dad ever, 1st father's day, custom gifts for dad, gifts for grandpa",https://www.etsy.com/listing/4454900826/custom-dad-shirt-custom-bootleg-rap-tee,https://i.etsystatic.com/30078352/r/il/cd0cf6/7691457512/il_170x135.7691457512_jpt9.jpg,3,73,1,3333,0,active,17006,0,0,Clothing,T-shirts,physical,VN,made_to_order,i_did,False,True,,,,,176
GONdesignJEWELRY,4460763512,"Custom Comfort Colors Dance Mom Bootleg Shirt, Dance Team Shirt, Bootleg Shirt with Photo, Best Mom Bootleg Shirt, Proud Dance Mom Tee",13.63,"custom dance mom, custom bootleg tee, ballet mom gift, dance academy shirt, cheer mom shirt, dance mom bootleg, ballet teacher gift, proud dance mom tee, dance school shirt, dance competition, ballet recital shirt, dance teacher shirt, christmas gift",https://www.etsy.com/listing/4460763512/custom-comfort-colors-dance-mom-bootleg,https://i.etsystatic.com/30078352/r/il/74f58d/7730850234/il_170x135.7730850234_lsv2.jpg,3,71,1,3333,0,active,17006,0,0,Clothing,T-shirts,physical,VN,made_to_order,i_did,False,True,,,,,176
GONdesignJEWELRY,4474961561,"Wedding Table Runner, Personalized Last Name Sign, Custom Linen Wedding sign, Sweetheart Table Decor, Wedding Reception table runner gift",30.99,"wedding table decor, sweetheart table, linen table runner, wedding banner, fabric wedding sign, wedding table runner, bridal shower gift, custom wedding, custom table runner, custom table sign, linen table sign, wedding table sign, wedding gift",https://www.etsy.com/listing/4474961561/wedding-table-runner-personalized-last,https://i.etsystatic.com/30078352/r/il/7edd4e/7824990126/il_170x135.7824990126_6tlo.jpg,2,71,1,3333,0,active,17006,0,0,Paper & Party Supplies,Banners & Signs,physical,VN,made_to_order,i_did,False,True,,,,,176
GONdesignJEWELRY,4478142283,"Personalized Linen striped bar or event Sign, Linen Cotton, Wedding, Birthday, Wedding sign, custom name bar wedding sign, wedding banner",32.99,"wedding sign, baby shower sign, bridal shower sign, custom wedding sign, welcome sign, baby shower, linen sign decor, bar sign decor, fabric bar sign, signature drinks, linen bar decor, bar sign gift, linen sheet",https://www.etsy.com/listing/4478142283/personalized-linen-striped-bar-or-event,https://i.etsystatic.com/30078352/r/il/09efcb/7893933681/il_170x135.7893933681_3ewt.jpg,2,70,2,3333,0,active,17006,0,0,Paper & Party Supplies,Banners & Signs,physical,VN,made_to_order,i_did,False,True,,,,,176
GONdesignJEWELRY,4488537313,"Baby Shower Welcome Sign, Baby in Bloom Fabric Banner, Custom Baby Shower Decor baby Shower sign decor gift",32.99,"baby shower banner, fabric baby banner, custom baby decor, baby in bloom sign, baby shower welcome, custom baby shower, floral baby shower, baby shower backdrop, personalized sign, minimalist baby gift, elegant baby shower, baby shower sign",https://www.etsy.com/listing/4488537313/baby-shower-welcome-sign-baby-in-bloom,https://i.etsystatic.com/30078352/r/il/12c1ed/7959995091/il_170x135.7959995091_ljbv.jpg,1,69,0,3333,0,active,17006,25,0,Paper & Party Supplies,Banners & Signs,physical,VN,made_to_order,i_did,False,True,,,,,176
GONdesignJEWELRY,4479256870,"Personalized Pink strip Wedding bar sign  – Custom Family Name Table Decor, Cheers to The Smiths Banner, Rustic Wedding Bar Decor,color sign",32.99,"wedding sign, fabric sign, bar sign baby shower, linen sign decor, bar sign decor, fabric bar sign, signature drinks, shower sign, custom wedding sign, bridal shower sign, baby shower sign, linen, welcome sign decor",https://www.etsy.com/listing/4479256870/personalized-pink-strip-wedding-bar-sign,https://i.etsystatic.com/30078352/r/il/a8fcb3/7853122564/il_170x135.7853122564_ndy4.jpg,2,67,2,3333,0,active,17006,0,0,Paper & Party Supplies,Banners & Signs,physical,VN,made_to_order,i_did,False,True,,,,,176
GONdesignJEWELRY,4503160639,"Personalized Preschool Graduation Stole for Girls, Name Kindergarten Stole, Class of 2026 Kids Graduation Sash, Rainbow School Stole gift",19.99,,https://www.etsy.com/listing/4503160639/personalized-preschool-graduation-stole,https://i.etsystatic.com/30078352/r/il/234fab/8055547003/il_170x135.8055547003_ivhb.jpg,1,58,2,3333,0,active,17006,0,0,Accessories,Scarves,physical,VN,made_to_order,i_did,False,True,,,,,176
GONdesignJEWELRY,4493885559,"Custom Name Kid Graduation Stole, Grad Gift for Kids, Class of 2026 Kindergarten Stole, Kids Graduation Sash, Preschool Graduation gift",19.99,"kids grad stole, custom kid stole, preschool grad gift, kindergarten stole, toddler graduation, grad stole for kids, pencil grad stole, custom grad sash, pre-k grad stole, graduation gift kid, cute grad stole, sash for preschool, class of 2026 gift",https://www.etsy.com/listing/4493885559/custom-name-kid-graduation-stole-grad,https://i.etsystatic.com/30078352/r/il/b5a25e/7994854319/il_170x135.7994854319_3vmj.jpg,1,57,0,3333,0,active,17006,0,0,Accessories,Scarves,physical,VN,made_to_order,i_did,False,True,,,,,176
GONdesignJEWELRY,4457055865,"Custom Senior Dance Mom Shirt 2026, Personalized Photo Tee with Dancer Name, Senior Night Gift, Custom Team Mom Shirt, Dance Recital Tee",13.63,"custom dance mom, senior night gift, dance mom shirt, photo mom shirt, personalized tee, team mom shirt, senior 2026 shirt, dance recital tee, custom photo tee, sports mom gift, ballet mom shirt, custom dancer name, graduation mom",https://www.etsy.com/listing/4457055865/custom-senior-dance-mom-shirt-2026,https://i.etsystatic.com/30078352/r/il/68eaaa/7753253631/il_170x135.7753253631_24ui.jpg,3,57,2,3333,0,active,17006,0,0,Clothing,T-shirts,physical,VN,made_to_order,i_did,False,True,,,,,176
GONdesignJEWELRY,4471913234,"Loving Memory Wedding Sign, Personalized Linen Chair Banner, In Memory of Loved Ones, Wedding Aisle Sign, Remembrance Ceremony banner",32.99,"memorial fabric, reserved signage, nautical wedding, minimalist banner, wedding memorial, grandparents memory, white chair banner, memory fabric sign, loved ones memorial, in loving memory, watching from heaven, wedding chair sign, wedding memory gift",https://www.etsy.com/listing/4471913234/loving-memory-wedding-sign-personalized,https://i.etsystatic.com/30078352/r/il/3ba2d1/7804960086/il_170x135.7804960086_s6ii.jpg,2,54,1,3333,0,active,17006,0,0,Paper & Party Supplies,Banners & Signs,physical,VN,made_to_order,i_did,False,True,,,,,176
GONdesignJEWELRY,4486867050,"Memorial Wedding Chair Sign, Reserved Banner for Loved Ones, In Loving Memory Sign, Ceremony Tribute, Wedding Aisle sign,Rustic Accent decor",32.99,"memorial sign, wedding aisle gift, memorial plaque, in loving memory, wedding decor, mother of the bride, wedding welcome sign, rustic wedding decor, father of the bride, seating chart sign, wedding table decor, mother of the groom, father of the groom",https://www.etsy.com/listing/4486867050/memorial-wedding-chair-sign-reserved,https://i.etsystatic.com/30078352/r/il/76f7be/7948680521/il_170x135.7948680521_cy6f.jpg,1,53,0,3333,1,active,17006,0,1,Paper & Party Supplies,Banners & Signs,physical,VN,made_to_order,i_did,False,True,,,,,176
GONdesignJEWELRY,4489641384,"Custom Fabric Baby Shower Welcome Sign,  linen Baby in Bloom Banner, Floral Baby Shower Decorations, Personalized Baby Shower banner decor",32.99,"custom banner, baby shower sign, baby shower gift, baby in bloom, baby shower welcome, custom welcome sign, custom baby shower, baby in bloom sign, baby shower banner, happy birthday, birthday banner, birthday sign, floral baby banner",https://www.etsy.com/listing/4489641384/custom-fabric-baby-shower-welcome-sign,https://i.etsystatic.com/30078352/r/il/babbdc/7919311660/il_170x135.7919311660_l580.jpg,1,51,1,3333,0,active,17006,25,0,Paper & Party Supplies,Banners & Signs,physical,VN,made_to_order,i_did,False,True,,,,,176
GONdesignJEWELRY,4488536060,"Graduation Goose Tapestry Banner, Funny Grad Party Decor, Custom Name Class of 2026 Backdrop, Cute Graduation Party banner decor",30.99,"graduation banner, grad party decor, funny grad sign, goose graduation, class of 2026, custom name banner, grad backdrop, cute grad decor, grad photo prop, senior party decor, grad celebration, pastel grad decor, quirky grad banner",https://www.etsy.com/listing/4488536060/graduation-goose-tapestry-banner-funny,https://i.etsystatic.com/30078352/r/il/07cb58/7911958388/il_170x135.7911958388_lfh6.jpg,1,48,0,3333,0,active,17006,0,0,Paper & Party Supplies,Banners & Signs,physical,VN,made_to_order,i_did,False,True,,,,,176
GONdesignJEWELRY,4485749122,"Dumpster Fire Possum Scrub Cap: Funny Nurse Print, Blue Cotton Tie Back, Sarcastic Quote, Funny Frog for nurse, Vet Gift.",19.99,"dumpster fire gift, funny nurse hat, possum scrub cap, horrors persist, euro scrub hat, er nurse gear, chaos coordinator, meme surgical cap, trash cat print, tie back style, blue cotton hat, healthcare humor, icu nurse",https://www.etsy.com/listing/4485749122/dumpster-fire-possum-scrub-cap-funny,https://i.etsystatic.com/30078352/r/il/f98f31/7941932195/il_170x135.7941932195_ssw4.jpg,1,46,1,3333,0,active,17006,0,0,Accessories,Hats & Caps,physical,VN,made_to_order,i_did,False,True,,,,,176
