web_scraper_order,web_scraper_start_url,pagination,data,data2,data3,data4,data5,data6,data7,image,image2
1780902412-135,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=10,Etsy buyer,"Etsy buyer on Nov 28, 2025","Shirt was great! I wish the yellow they had done the design on the back in black instead of the gold, you almost cant see it at all. But overall it was great and the recipient liked it!","Esquie Clair Obscur Expedition 33 Shirt Comfort Colors, Whee Whoo Funny Esquie T Shirt,  Gamer Gift Tee, Expedition Shirt for Fans","Esquie Clair Obscur Expedition 33 Shirt Comfort Colors, Whee Whoo Funny Esquie T Shirt,  Gamer Gift Tee, Expedition Shirt for Fans",5 out of 5 stars,,https://i.etsystatic.com/6916668226/r/il/04e98c/6916668226/il_340x270.6916668226_53pv.jpg,https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75
1780902412-136,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=10,Frances,"Frances on Nov 27, 2025",Love this shirt!! I got it in yellow and it's gorgeous. Too bad my husband washed purple socks with it and now the sleeves are tye dyed lol still a great shirt,"Belle's Book Club Comfort Colors Shirt, Tale As Old As Time Belle’s Book Cafe Shirt, Belle Princess Book Tee, Book Lover Gift","Belle's Book Club Comfort Colors Shirt, Tale As Old As Time Belle’s Book Cafe Shirt, Belle Princess Book Tee, Book Lover Gift",5 out of 5 stars,,https://i.etsystatic.com/6848416597/r/il/5da8f2/6848416597/il_340x270.6848416597_hpvs.jpg,https://i.etsystatic.com/iusa/fe7f8c/42945411/iusa_75x75.42945411_p235.jpg?version=0
1780902424-137,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=11,Alfred,"Alfred on Nov 23, 2025","Item was as described, I love my new shirt.",Marshawn Kneeland 2001–2025 T Shirt,Marshawn Kneeland 2001–2025 T Shirt,5 out of 5 stars,,https://i.etsystatic.com/7457653329/r/il/b96fa7/7457653329/il_340x270.7457653329_ou4y.jpg,https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75
1780902424-138,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=11,Alfred,"Alfred on Nov 23, 2025","Product was as described, love my new shirt.",Marshawn Kneeland 2001–2025 T Shirt,Marshawn Kneeland 2001–2025 T Shirt,5 out of 5 stars,,https://i.etsystatic.com/7457653329/r/il/b96fa7/7457653329/il_340x270.7457653329_ou4y.jpg,https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75
1780902424-139,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=11,Amanda,"Amanda on Nov 18, 2025",OBSESSED! i wear this all the time,"Fourth Wing Dragon Comfort Colors Shirt,  Tairn & Andarna TShirt, Basgiath War College Tee, Dragon Rider Shirt, Bookish Gift for Readers","Fourth Wing Dragon Comfort Colors Shirt,  Tairn & Andarna TShirt, Basgiath War College Tee, Dragon Rider Shirt, Bookish Gift for Readers",5 out of 5 stars,,https://i.etsystatic.com/6617905583/r/il/110f98/6617905583/il_340x270.6617905583_1pgb.jpg,https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75
1780902424-140,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=11,Allie,"Allie on Nov 17, 2025",This shirt was fine but I got another shirt and the coloring was completely off and it doesn't look good,"Butcher  Blackbird Dark Romance  Comfort Colors Shirt, Cookie & Cream Ice Cream T Shirt, Brynne Inspired Book Shirt, Gift For Book Lover","Butcher  Blackbird Dark Romance  Comfort Colors Shirt, Cookie & Cream Ice Cream T Shirt, Brynne Inspired Book Shirt, Gift For Book Lover",2 out of 5 stars,,https://i.etsystatic.com/6804793951/r/il/272151/6804793951/il_340x270.6804793951_p37c.jpg,https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75
1780902424-141,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=11,Madison,"Madison on Nov 16, 2025",Never received due to Etsy changing their shop got a full refund though,"The Bat Boys Rhysand Comfort Colors Shirt, Rhysand Acotar TShirt, Rhysand Shirt, Acotar The Night Court Illyrians Rhysand Cassian Azriel","The Bat Boys Rhysand Comfort Colors Shirt, Rhysand Acotar TShirt, Rhysand Shirt, Acotar The Night Court Illyrians Rhysand Cassian Azriel",1 out of 5 stars,,https://i.etsystatic.com/6363004027/r/il/1966c2/6363004027/il_340x270.6363004027_n69r.jpg,https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75
1780902424-142,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=11,Chantal,"Chantal on Nov 15, 2025","I absolutely love this T-shirt! The design is vibrant, uplifting, and proudly celebrates the message that love is love. It’s such a meaningful piece, and every time I wear it, I get a ton of compliments — people really connect with the message and the beautiful colors.","All For Love And Love For All Comfort Colors Shirt, LGBT Pride Month T Shirt, Love Whoever You Want T Shirt, Human Rights, LGBT Gift","All For Love And Love For All Comfort Colors Shirt, LGBT Pride Month T Shirt, Love Whoever You Want T Shirt, Human Rights, LGBT Gift",5 out of 5 stars,,https://i.etsystatic.com/6897506453/r/il/0d8362/6897506453/il_340x270.6897506453_bgkc.jpg,https://i.etsystatic.com/iusa/f8c1f6/38381462/iusa_75x75.38381462_k2ee.jpg?version=0
1780902424-143,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=11,Sarah,"Sarah on Nov 15, 2025",My daughter loved this! Looks as described!,"Team Conrad Junior Mint Bear Shirt Comfort Colors, Cousins Beach TSITP Shirt, Summer Beach Tee, Team Conrad Cousins Beach TShirt","Team Conrad Junior Mint Bear Shirt Comfort Colors, Cousins Beach TSITP Shirt, Summer Beach Tee, Team Conrad Cousins Beach TShirt",5 out of 5 stars,,https://i.etsystatic.com/7059083356/r/il/48637b/7059083356/il_340x270.7059083356_pm4y.jpg,https://i.etsystatic.com/iusa/ac23b7/44469147/iusa_75x75.44469147_p3ak.jpg?version=0
1780902424-144,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=11,Kas,"Kas on Nov 14, 2025",Highly recommend to anyone who loves Wicked and described perfectly like in the photos!,"Wicked Change For Good Comfort Colors Shirt, Defy Gravity Broomstick Magic Wand, Wizard Movie Fan Shirt, Wicked Musical Fan Gift","Wicked Change For Good Comfort Colors Shirt, Defy Gravity Broomstick Magic Wand, Wizard Movie Fan Shirt, Wicked Musical Fan Gift",5 out of 5 stars,,https://i.etsystatic.com/6559794973/r/il/24d016/6559794973/il_340x270.6559794973_pw2i.jpg,https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75
1780902424-145,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=11,Kas,"Kas on Nov 14, 2025",Perfectly described as in the photos! Highly recommend for anyone that loves Wicked.,"Wicked Change For Good Comfort Colors Shirt, Defy Gravity Broomstick Magic Wand, Wizard Movie Fan Shirt, Wicked Musical Fan Gift","Wicked Change For Good Comfort Colors Shirt, Defy Gravity Broomstick Magic Wand, Wizard Movie Fan Shirt, Wicked Musical Fan Gift",5 out of 5 stars,,https://i.etsystatic.com/6559794973/r/il/24d016/6559794973/il_340x270.6559794973_pw2i.jpg,https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75
1780902424-146,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=11,Alondra,"Alondra on Nov 14, 2025",Great quality and super cute!,"Friend Vibes Comfort Colors Shirt, Famous Sitcom Shirt, Gift For Friends, I’ll Be There For You","Friend Vibes Comfort Colors Shirt, Famous Sitcom Shirt, Gift For Friends, I’ll Be There For You",5 out of 5 stars,,https://i.etsystatic.com/6449876291/r/il/baeaed/6449876291/il_340x270.6449876291_o2oq.jpg,https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75
1780902424-147,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=11,Melody,"Melody on Nov 13, 2025",This design is so cool!! And the colors really pop! One of my go-to tshirts!,"The Bone Carver Comfort Colors Shirt, Acotar SJM Merch, The Bone Carver A Court Of Thorns And Roses, Booktok Merch","The Bone Carver Comfort Colors Shirt, Acotar SJM Merch, The Bone Carver A Court Of Thorns And Roses, Booktok Merch",5 out of 5 stars,,https://i.etsystatic.com/6184609860/r/il/82daa5/6184609860/il_340x270.6184609860_3yuk.jpg,https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75
1780902424-148,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=11,E,"E on Nov 12, 2025","Great product, good quality and exactly what was described","Bcba Neurodiversity Comfort Colors Shirt, Special Education Teacher Shirt, Mental Health TShirt, We Are Thrive Under Different Conditions","Bcba Neurodiversity Comfort Colors Shirt, Special Education Teacher Shirt, Mental Health TShirt, We Are Thrive Under Different Conditions",5 out of 5 stars,,https://i.etsystatic.com/6950322456/r/il/1555b5/6950322456/il_340x270.6950322456_2ix0.jpg,https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75
1780902424-149,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=11,olivia,"olivia on Nov 11, 2025","Great item, great bday gift :)","Twilight Inspired City Of Forks Shirt Comfort Colors, Hoa Hoa Hoa Season T shirt, Forks Washington Tee, Book Lover Gift","Twilight Inspired City Of Forks Shirt Comfort Colors, Hoa Hoa Hoa Season T shirt, Forks Washington Tee, Book Lover Gift",5 out of 5 stars,,https://i.etsystatic.com/6982881340/r/il/b24101/6982881340/il_340x270.6982881340_f9tk.jpg,https://i.etsystatic.com/iusa/6d54e4/107600278/iusa_75x75.107600278_4q10.jpg?version=0
1780902424-150,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=11,Ethan,"Ethan on Nov 11, 2025",Great quality thank you ????,"ACOSF SJM Fan Comfort Colors Shirt, Climb The Mountain Nesta T Shirt, For Every Nesta Out There Tee, SJM Merch, Night Court Velaris","ACOSF SJM Fan Comfort Colors Shirt, Climb The Mountain Nesta T Shirt, For Every Nesta Out There Tee, SJM Merch, Night Court Velaris",5 out of 5 stars,,https://i.etsystatic.com/6567396604/r/il/b5f310/6567396604/il_340x270.6567396604_h27s.jpg,https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75
1780902436-151,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=12,Matt,"Matt on Nov 10, 2025",Love this shirt so much!,"Team Conrad Junior Mint Bear Shirt Comfort Colors, Cousins Beach TSITP Shirt, Summer Beach Tee, Team Conrad Cousins Beach TShirt","Team Conrad Junior Mint Bear Shirt Comfort Colors, Cousins Beach TSITP Shirt, Summer Beach Tee, Team Conrad Cousins Beach TShirt",5 out of 5 stars,,https://i.etsystatic.com/7059083356/r/il/48637b/7059083356/il_340x270.7059083356_pm4y.jpg,https://i.etsystatic.com/iusa/d711ce/96838376/iusa_75x75.96838376_n6ij.jpg?version=0
1780902436-152,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=12,Keira,"Keira on Nov 10, 2025",Love that the shirt is nerdy but doesn't scream book lover.,"Velaris Starfall Festival Shirt Comfort Colors, SJM ACOTAR Merch T Shirt, The Night Court Tee, Rhysand Cassian Feyre Fan Apparel","Velaris Starfall Festival Shirt Comfort Colors, SJM ACOTAR Merch T Shirt, The Night Court Tee, Rhysand Cassian Feyre Fan Apparel",5 out of 5 stars,,https://i.etsystatic.com/7019058541/r/il/27746b/7019058541/il_340x270.7019058541_nszj.jpg,https://i.etsystatic.com/iusa/1c7ce6/83582457/iusa_75x75.83582457_3x6n.jpg?version=0
1780902436-153,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=12,Taggart,"Taggart on Nov 9, 2025",What’s definitely a great gift!,,,5 out of 5 stars,,,https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75
1780902436-154,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=12,Han,"Han on Nov 8, 2025",It looks great and was a great gift!,"Astarion’s Juice Box BG3 Shirt Comfort Colors, Funny Astarion Game Fan T Shirt, Baldur’s Gate Inspired Tee, Dark Humor Tee Gift","Astarion’s Juice Box BG3 Shirt Comfort Colors, Funny Astarion Game Fan T Shirt, Baldur’s Gate Inspired Tee, Dark Humor Tee Gift",5 out of 5 stars,,https://i.etsystatic.com/6985816974/r/il/b66a6a/6985816974/il_340x270.6985816974_dnxu.jpg,https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75
1780902436-155,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=12,Etsy buyer,"Etsy buyer on Nov 6, 2025","It’s adorable! My shirt arrived on time, and I love it!","Emily Henry Books Stamp Shirt Comfort Colors, Beach Read Shirt, Sunshine Falls Shirt, Happy Place Inspired Shirt, Book Lovers Tee","Emily Henry Books Stamp Shirt Comfort Colors, Beach Read Shirt, Sunshine Falls Shirt, Happy Place Inspired Shirt, Book Lovers Tee",5 out of 5 stars,,https://i.etsystatic.com/6913676244/r/il/617dbe/6913676244/il_340x270.6913676244_41p4.jpg,https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75
1780902436-156,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=12,,"Etsy buyer on Nov 5, 2025",,"All For Love And Love For All Comfort Colors Shirt, LGBT Pride Month T Shirt, Love Whoever You Want T Shirt, Human Rights, LGBT Gift","All For Love And Love For All Comfort Colors Shirt, LGBT Pride Month T Shirt, Love Whoever You Want T Shirt, Human Rights, LGBT Gift",5 out of 5 stars,,https://i.etsystatic.com/6897506453/r/il/0d8362/6897506453/il_340x270.6897506453_bgkc.jpg,https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75
1780902436-157,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=12,Sara,"Sara on Nov 5, 2025",amazing!!! Designed turned out so good,"Velaris Starfall Festival Shirt Comfort Colors, SJM ACOTAR Merch T Shirt, The Night Court Tee, Rhysand Cassian Feyre Fan Apparel","Velaris Starfall Festival Shirt Comfort Colors, SJM ACOTAR Merch T Shirt, The Night Court Tee, Rhysand Cassian Feyre Fan Apparel",5 out of 5 stars,,https://i.etsystatic.com/7019058541/r/il/27746b/7019058541/il_340x270.7019058541_nszj.jpg,https://i.etsystatic.com/iusa/65dbdf/102050308/iusa_75x75.102050308_m13k.jpg?version=0
1780902436-158,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=12,Nicole,"Nicole on Nov 5, 2025",Excellent quality and great price! Delivered fast and ontime!! Thank you!,"Bcba Neurodiversity Comfort Colors Shirt, Special Education Teacher Shirt, Mental Health TShirt, We Are Thrive Under Different Conditions","Bcba Neurodiversity Comfort Colors Shirt, Special Education Teacher Shirt, Mental Health TShirt, We Are Thrive Under Different Conditions",5 out of 5 stars,,https://i.etsystatic.com/6950322456/r/il/1555b5/6950322456/il_340x270.6950322456_2ix0.jpg,https://i.etsystatic.com/iusa/eee26d/81935249/iusa_75x75.81935249_dk8m.jpg?version=0
1780902436-159,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=12,Katherine,"Katherine on Nov 4, 2025",cute and came as pictured,"Twilight Inspired City Of Forks Shirt Comfort Colors, Hoa Hoa Hoa Season T shirt, Forks Washington Tee, Book Lover Gift","Twilight Inspired City Of Forks Shirt Comfort Colors, Hoa Hoa Hoa Season T shirt, Forks Washington Tee, Book Lover Gift",5 out of 5 stars,,https://i.etsystatic.com/6982881340/r/il/b24101/6982881340/il_340x270.6982881340_f9tk.jpg,https://i.etsystatic.com/iusa/8307a0/90934737/iusa_75x75.90934737_t7qb.jpg?version=0
1780902436-160,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=12,Brandi,"Brandi on Nov 4, 2025",The quality is amazing! Comfort colors is always great but the print itself is beautiful and it arrived so fast! We ordered 7 of them! We got them for Harry Potter world and my kids are going to freak out when they see them.,"Custom Birthday Comfort Colors Shirt for Wizard Fans, Happee Birthdae T Shirt, Magical Cake Tee, Gift For Book Lover","Custom Birthday Comfort Colors Shirt for Wizard Fans, Happee Birthdae T Shirt, Magical Cake Tee, Gift For Book Lover",5 out of 5 stars,,https://i.etsystatic.com/6217605384/r/il/00cf47/6217605384/il_340x270.6217605384_cxut.jpg,https://i.etsystatic.com/iusa/245f90/32058736/iusa_75x75.32058736_61lt.jpg?version=0
1780902436-161,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=12,Miranda,"Miranda on Nov 3, 2025",As described. Love the shirt! High quality that doesn’t feel like the design will deteriorate over time/with washes.,"Dragon Moonplume Comfort Colors Shirt, When The Moon Hatched T Shirt, Sarah Parker Inspired Tee, Gift For Book Lover","Dragon Moonplume Comfort Colors Shirt, When The Moon Hatched T Shirt, Sarah Parker Inspired Tee, Gift For Book Lover",5 out of 5 stars,,https://i.etsystatic.com/6864533303/r/il/e082e9/6864533303/il_340x270.6864533303_bruq.jpg,https://i.etsystatic.com/iusa/b255d9/88469164/iusa_75x75.88469164_75hi.jpg?version=0
1780902436-162,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=12,Jaylene,"Jaylene on Oct 30, 2025",The perfect design for any camper or Parent Trap lover!,"Camp Walden Fencing Club Comfort Colors Shirt, Summer Camp Tee, 90s Movie Costume Shirt, Hallie Annie Parker Gift","Camp Walden Fencing Club Comfort Colors Shirt, Summer Camp Tee, 90s Movie Costume Shirt, Hallie Annie Parker Gift",5 out of 5 stars,,https://i.etsystatic.com/7048093651/r/il/33a19d/7048093651/il_340x270.7048093651_lzen.jpg,https://i.etsystatic.com/iusa/9fe2b7/105610193/iusa_75x75.105610193_3p6c.jpg?version=0
1780902436-163,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=12,Danielle,"Danielle on Oct 30, 2025",I loved the quality of this shirt! It was so soft and the design looked amazing!,"The Quest Squad Onyx Storm Comfort Colors Shirt For Fan, Ridoc Gamlyn Fourth Wing Series T Shirt, Dragon Rider Tee, Gift For Book Lover","The Quest Squad Onyx Storm Comfort Colors Shirt For Fan, Ridoc Gamlyn Fourth Wing Series T Shirt, Dragon Rider Tee, Gift For Book Lover",5 out of 5 stars,,https://i.etsystatic.com/6627117082/r/il/8b6568/6627117082/il_340x270.6627117082_fjz7.jpg,https://i.etsystatic.com/iusa/daa5a6/108992334/iusa_75x75.108992334_k7zs.jpg?version=0
1780902436-164,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=12,Veronica,"Veronica on Oct 29, 2025",Absolutely amazing. You are getting exactly what you ordered.,"Twilight Inspired City Of Forks Shirt Comfort Colors, Hoa Hoa Hoa Season T shirt, Forks Washington Tee, Book Lover Gift","Twilight Inspired City Of Forks Shirt Comfort Colors, Hoa Hoa Hoa Season T shirt, Forks Washington Tee, Book Lover Gift",5 out of 5 stars,,https://i.etsystatic.com/6982881340/r/il/b24101/6982881340/il_340x270.6982881340_f9tk.jpg,https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75
1780902448-165,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=13,Jenika,"Jenika on Oct 28, 2025",I absolutely love this shirt!,"All You Need is Love Comfort Colors Shirt, Green Bay Love Football Shirt, All You Need Is Jordan, Green Bay Fan Tee, Sunday Game Day T Shirt","All You Need is Love Comfort Colors Shirt, Green Bay Love Football Shirt, All You Need Is Jordan, Green Bay Fan Tee, Sunday Game Day T Shirt",5 out of 5 stars,,https://i.etsystatic.com/6217615586/r/il/b1e651/6217615586/il_340x270.6217615586_6vhb.jpg,https://i.etsystatic.com/iusa/f875b2/84021081/iusa_75x75.84021081_9d7f.jpg?version=0
1780902448-166,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=13,Hillary,"Hillary on Oct 27, 2025",Amazing quality and love this design. Thank you SO much. I'm sure I'll be back for other tees.,"Funny Astarion Game Fan Comfort Colors Shirt, Astarion BG3 Shirts, Astarion’s Juice Box BG3 T Shirt, High Elf Gaming Apparel, Dark Humor Tee","Funny Astarion Game Fan Comfort Colors Shirt, Astarion BG3 Shirts, Astarion’s Juice Box BG3 T Shirt, High Elf Gaming Apparel, Dark Humor Tee",5 out of 5 stars,,https://i.etsystatic.com/6110728156/r/il/26ccf0/6110728156/il_340x270.6110728156_djcg.jpg,https://i.etsystatic.com/iusa/818c01/62497200/iusa_75x75.62497200_rbk7.jpg?version=0
1780902448-167,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=13,Etsy buyer,"Etsy buyer on Oct 27, 2025",such a cute shirt the print is well done,"Bcba Neurodiversity Comfort Colors Shirt, Special Education Teacher Shirt, Mental Health TShirt, We Are Thrive Under Different Conditions","Bcba Neurodiversity Comfort Colors Shirt, Special Education Teacher Shirt, Mental Health TShirt, We Are Thrive Under Different Conditions",5 out of 5 stars,,https://i.etsystatic.com/6950322456/r/il/1555b5/6950322456/il_340x270.6950322456_2ix0.jpg,https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75
1780902448-168,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=13,Shannon,"Shannon on Oct 26, 2025",Great item!  Loved the design!,"Wizard Movie Fan Emerald City Sweatshirt, Wicked Change For Good Crewneck, Wizard University Tee, Gift For Fan","Wizard Movie Fan Emerald City Sweatshirt, Wicked Change For Good Crewneck, Wizard University Tee, Gift For Fan",5 out of 5 stars,,https://i.etsystatic.com/6598087201/r/il/c11573/6598087201/il_340x270.6598087201_ea39.jpg,https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75
1780902448-169,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=13,Serenity,"Serenity on Oct 24, 2025",My little sister loved it! Solid quality,"Astarion’s Juice Box BG3 Shirt Comfort Colors, Funny Astarion Game Fan T Shirt, Baldur’s Gate Inspired Tee, Dark Humor Tee Gift","Astarion’s Juice Box BG3 Shirt Comfort Colors, Funny Astarion Game Fan T Shirt, Baldur’s Gate Inspired Tee, Dark Humor Tee Gift",5 out of 5 stars,,https://i.etsystatic.com/6985816974/r/il/b66a6a/6985816974/il_340x270.6985816974_dnxu.jpg,https://i.etsystatic.com/iusa/57e54f/98651554/iusa_75x75.98651554_60ft.jpg?version=0
1780902448-170,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=13,melanie,"melanie on Oct 24, 2025",Love the design. I’m a small but got an XL for comfort. Super fast shipping.,"Plated Prisoner Comfort Colors Shirt for Book Lovers, Auren’s Metal Works Merch, Unique Fantasy Orea T Shirt, Gift For Book Lover","Plated Prisoner Comfort Colors Shirt for Book Lovers, Auren’s Metal Works Merch, Unique Fantasy Orea T Shirt, Gift For Book Lover",5 out of 5 stars,,https://i.etsystatic.com/6762807219/r/il/650e81/6762807219/il_340x270.6762807219_r42n.jpg,https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75
1780902448-171,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=13,Barbara,"Barbara on Oct 23, 2025",Bought for Halloween and have had lots of compliments!  Love it!,"The Bone Carver Comfort Colors Shirt, Acotar SJM Merch, The Bone Carver A Court Of Thorns And Roses, Booktok Merch","The Bone Carver Comfort Colors Shirt, Acotar SJM Merch, The Bone Carver A Court Of Thorns And Roses, Booktok Merch",5 out of 5 stars,,https://i.etsystatic.com/6184609860/r/il/82daa5/6184609860/il_340x270.6184609860_3yuk.jpg,https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75
1780902448-172,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=13,Katie,"Katie on Oct 23, 2025",I’ll definitely order from this shop again!,"Manon Blackbeak Throne of Glass Comfort Colors Shirt, The Thirteen Shirts, From Now Until The Darkness Claims Us, SJM ACOTAR Crescent City","Manon Blackbeak Throne of Glass Comfort Colors Shirt, The Thirteen Shirts, From Now Until The Darkness Claims Us, SJM ACOTAR Crescent City",5 out of 5 stars,,https://i.etsystatic.com/6282414564/r/il/8ee585/6282414564/il_340x270.6282414564_oiji.jpg,https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75
1780902448-173,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=13,Holly,"Holly on Oct 23, 2025",Love this shirt! I’ve gotten tons of compliments. I can’t wait to wear it at Disney. Would definitely purchase from seller again.,"Pick Your Poison Vintage Comfort Colors Shirt, Princess Halloween TShirt, Kuzco Poison Apple Tee, Spooky Season, Villain Cartoon","Pick Your Poison Vintage Comfort Colors Shirt, Princess Halloween TShirt, Kuzco Poison Apple Tee, Spooky Season, Villain Cartoon",5 out of 5 stars,,https://i.etsystatic.com/7059086730/r/il/9879d3/7059086730/il_340x270.7059086730_mk6c.jpg,https://i.etsystatic.com/iusa/0dabd5/27660068/iusa_75x75.27660068_cr2c.jpg?version=0
